,P001001 Population:Total [1,P015001 Households:Total,P008001 HISPANIC:TotalHispanic'&'NotHispanic,P008002 HISPANIC:Total NotHispanic or Latino,P008003 HISPANIC:NotHisp:White alone,P008004 HISPANIC:NotHisp:Bl/AfAm alone,P008005 HISPANIC:NotHisp:AmInd/AK alone,P008006 HISPANIC:NotHisp:Asian alone,P008007 HISPANIC:NotHisp:HI alone,P008008 HISPANIC:NotHisp:Other alone,P008009 HISPANIC:NotHisp:Two+races,P008010 HISPANIC:Total Hispanic or Latino,P008011 HISPANIC:Hisp:White alone,P008012 HISPANIC:Hisp:Bl/AfAm alone,P008013 HISPANIC:Hisp:AmInd/AK alone,P008014 HISPANIC:Hisp:Asian alone,P008015 HISPANIC:Hisp:HI alone,P008016 HISPANIC:Hisp:Other alone,P008017 HISPANIC:Hisp:Two+ races,H003001 OCCUPANCY STATUS:Housing Units:Total,H003002 OCCUPANCY STATUS:Housing Units:Occupied,H003003 OCCUPANCY STATUS:Housing Units:Vacant,H004001 TENURE:Housing Units:Total,H004002 TENURE:Housing Units:Owner occupied,H004003 TENURE:Housing Units:Renter occupied,P012001 SEX BY AGE:Total Male'&'Female,P012002 SEX BY AGE:Total Male,P012026 SEX BY AGE:Total Female
06037185310,3364.0,809.0,3364.0,324.0,77.0,8.0,6.0,223.0,0.0,0.0,10.0,3040.0,1177.0,7.0,28.0,4.0,0.0,1679.0,145.0,848.0,809.0,39.0,809.0,333.0,476.0,3364.0,1674.0,1690.0
06037185320,3186.0,854.0,3186.0,395.0,112.0,10.0,4.0,247.0,1.0,0.0,21.0,2791.0,1064.0,4.0,7.0,2.0,1.0,1538.0,175.0,892.0,854.0,38.0,854.0,326.0,528.0,3186.0,1620.0,1566.0
06037186100,4875.0,1780.0,4875.0,3130.0,1482.0,64.0,9.0,1406.0,2.0,13.0,154.0,1745.0,892.0,14.0,23.0,17.0,0.0,663.0,136.0,1836.0,1780.0,56.0,1780.0,1091.0,689.0,4875.0,2430.0,2445.0
06037186200,8146.0,2834.0,8146.0,4111.0,1569.0,218.0,24.0,2082.0,6.0,19.0,193.0,4035.0,1845.0,36.0,46.0,18.0,0.0,1804.0,286.0,2947.0,2834.0,113.0,2834.0,1424.0,1410.0,8146.0,4011.0,4135.0
06037186300,6120.0,1962.0,6120.0,2662.0,1155.0,149.0,24.0,1196.0,2.0,9.0,127.0,3458.0,1338.0,13.0,29.0,10.0,0.0,1893.0,175.0,2057.0,1962.0,95.0,1962.0,1145.0,817.0,6120.0,3107.0,3013.0
06037186401,6239.0,1483.0,6239.0,747.0,234.0,76.0,13.0,372.0,12.0,2.0,38.0,5492.0,2321.0,30.0,91.0,9.0,0.0,2695.0,346.0,1589.0,1483.0,106.0,1483.0,204.0,1279.0,6239.0,3122.0,3117.0
06037186402,5777.0,1455.0,5777.0,1372.0,375.0,36.0,24.0,879.0,0.0,7.0,51.0,4405.0,1687.0,35.0,64.0,9.0,0.0,2341.0,269.0,1509.0,1455.0,54.0,1455.0,532.0,923.0,5777.0,2904.0,2873.0
06037187100,6849.0,2328.0,6849.0,3110.0,1201.0,50.0,24.0,1680.0,8.0,11.0,136.0,3739.0,1536.0,6.0,49.0,21.0,4.0,1942.0,181.0,2444.0,2328.0,116.0,2328.0,973.0,1355.0,6849.0,3370.0,3479.0
06037187200,3178.0,800.0,3178.0,637.0,199.0,29.0,9.0,364.0,0.0,3.0,33.0,2541.0,1084.0,12.0,13.0,12.0,0.0,1282.0,138.0,837.0,800.0,37.0,800.0,356.0,444.0,3178.0,1590.0,1588.0
06037187300,3390.0,1515.0,3390.0,2219.0,1363.0,156.0,20.0,553.0,6.0,11.0,110.0,1171.0,351.0,10.0,31.0,4.0,0.0,690.0,85.0,1611.0,1515.0,96.0,1515.0,615.0,900.0,3390.0,1817.0,1573.0
06037188100,4348.0,1726.0,4348.0,1786.0,1084.0,109.0,8.0,454.0,1.0,22.0,108.0,2562.0,1034.0,5.0,15.0,8.0,6.0,1350.0,144.0,1805.0,1726.0,79.0,1726.0,429.0,1297.0,4348.0,2163.0,2185.0
06037188200,5767.0,3129.0,5767.0,4841.0,3410.0,272.0,8.0,916.0,8.0,23.0,204.0,926.0,474.0,11.0,15.0,7.0,0.0,348.0,71.0,3247.0,3129.0,118.0,3129.0,991.0,2138.0,5767.0,2952.0,2815.0
06037188300,3694.0,1382.0,3694.0,2404.0,1132.0,52.0,16.0,1059.0,8.0,10.0,127.0,1290.0,611.0,7.0,14.0,14.0,1.0,535.0,108.0,1431.0,1382.0,49.0,1382.0,800.0,582.0,3694.0,1772.0,1922.0
06037189100,6271.0,3359.0,6271.0,5246.0,3868.0,182.0,17.0,766.0,2.0,19.0,392.0,1025.0,471.0,7.0,12.0,8.0,0.0,450.0,77.0,3498.0,3359.0,139.0,3359.0,695.0,2664.0,6271.0,3101.0,3170.0
06037189200,6681.0,3281.0,6681.0,5727.0,4348.0,219.0,12.0,726.0,3.0,34.0,385.0,954.0,416.0,5.0,15.0,4.0,3.0,449.0,62.0,3386.0,3281.0,105.0,3281.0,792.0,2489.0,6681.0,3342.0,3339.0
06037189300,3097.0,1294.0,3097.0,2914.0,2200.0,78.0,2.0,476.0,0.0,19.0,139.0,183.0,119.0,1.0,2.0,0.0,0.0,44.0,17.0,1355.0,1294.0,61.0,1294.0,1117.0,177.0,3097.0,1634.0,1463.0
06037189400,2825.0,1670.0,2825.0,2689.0,2406.0,78.0,5.0,108.0,4.0,8.0,80.0,136.0,75.0,0.0,1.0,0.0,0.0,52.0,8.0,1748.0,1670.0,78.0,1670.0,840.0,830.0,2825.0,1469.0,1356.0
06037189500,4473.0,2795.0,4473.0,3875.0,3092.0,261.0,15.0,225.0,4.0,18.0,260.0,598.0,277.0,11.0,6.0,2.0,4.0,241.0,57.0,2947.0,2795.0,152.0,2795.0,417.0,2378.0,4473.0,2422.0,2051.0
06037189600,3511.0,2022.0,3511.0,2946.0,2450.0,203.0,19.0,158.0,5.0,16.0,95.0,565.0,256.0,17.0,5.0,3.0,0.0,243.0,41.0,2161.0,2022.0,139.0,2022.0,666.0,1356.0,3511.0,2050.0,1461.0
06037189701,3619.0,1998.0,3619.0,3322.0,2723.0,185.0,10.0,245.0,1.0,8.0,150.0,297.0,200.0,3.0,1.0,4.0,2.0,54.0,33.0,2548.0,1998.0,550.0,1998.0,991.0,1007.0,3619.0,1932.0,1687.0
06037189702,1755.0,1070.0,1755.0,1638.0,1423.0,82.0,2.0,68.0,3.0,14.0,46.0,117.0,71.0,0.0,2.0,1.0,0.0,34.0,9.0,1156.0,1070.0,86.0,1070.0,505.0,565.0,1755.0,982.0,773.0
06037189800,2738.0,1504.0,2738.0,2546.0,2239.0,94.0,7.0,103.0,6.0,9.0,88.0,192.0,120.0,5.0,0.0,0.0,0.0,55.0,12.0,1578.0,1504.0,74.0,1504.0,456.0,1048.0,2738.0,1491.0,1247.0
06037189901,7310.0,4499.0,7310.0,6738.0,5630.0,348.0,20.0,442.0,5.0,19.0,274.0,572.0,336.0,7.0,2.0,5.0,1.0,189.0,32.0,4649.0,4499.0,150.0,4499.0,551.0,3948.0,7310.0,3848.0,3462.0
06037189902,5593.0,3054.0,5593.0,5114.0,4356.0,267.0,11.0,246.0,3.0,21.0,210.0,479.0,264.0,10.0,1.0,3.0,0.0,159.0,42.0,3126.0,3054.0,72.0,3054.0,87.0,2967.0,5593.0,2920.0,2673.0
06037190100,5296.0,3168.0,5296.0,4239.0,3193.0,334.0,20.0,443.0,8.0,27.0,214.0,1057.0,431.0,16.0,17.0,8.0,1.0,478.0,106.0,3343.0,3168.0,175.0,3168.0,151.0,3017.0,5296.0,3036.0,2260.0
06037190200,6177.0,3576.0,6177.0,4020.0,2696.0,633.0,24.0,403.0,10.0,38.0,216.0,2157.0,756.0,74.0,37.0,8.0,1.0,1089.0,192.0,3810.0,3576.0,234.0,3576.0,46.0,3530.0,6177.0,3589.0,2588.0
06037190301,5676.0,2639.0,5676.0,4197.0,2995.0,353.0,17.0,357.0,6.0,31.0,438.0,1479.0,509.0,16.0,25.0,3.0,1.0,812.0,113.0,2774.0,2639.0,135.0,2639.0,117.0,2522.0,5676.0,3073.0,2603.0
06037190400,6463.0,3002.0,6463.0,4968.0,3354.0,314.0,12.0,649.0,7.0,24.0,608.0,1495.0,528.0,10.0,16.0,6.0,2.0,810.0,123.0,3085.0,3002.0,83.0,3002.0,27.0,2975.0,6463.0,3313.0,3150.0
06037190510,4189.0,1436.0,4189.0,2105.0,1087.0,266.0,3.0,606.0,2.0,6.0,135.0,2084.0,667.0,17.0,9.0,1.0,4.0,1306.0,80.0,1471.0,1436.0,35.0,1436.0,23.0,1413.0,4189.0,2196.0,1993.0
06037190520,4326.0,1597.0,4326.0,2625.0,1763.0,140.0,4.0,380.0,6.0,6.0,326.0,1701.0,703.0,12.0,27.0,8.0,2.0,830.0,119.0,1635.0,1597.0,38.0,1597.0,99.0,1498.0,4326.0,2160.0,2166.0
06037190700,3269.0,1427.0,3269.0,1664.0,1124.0,216.0,5.0,216.0,3.0,12.0,88.0,1605.0,637.0,21.0,14.0,9.0,1.0,813.0,110.0,1491.0,1427.0,64.0,1427.0,100.0,1327.0,3269.0,1770.0,1499.0
06037190800,6310.0,2771.0,6310.0,2819.0,1831.0,333.0,13.0,437.0,14.0,15.0,176.0,3491.0,1306.0,42.0,31.0,10.0,1.0,1891.0,210.0,2872.0,2771.0,101.0,2771.0,172.0,2599.0,6310.0,3387.0,2923.0
06037190901,4930.0,1497.0,4930.0,1265.0,755.0,115.0,13.0,188.0,3.0,8.0,183.0,3665.0,1070.0,11.0,44.0,0.0,3.0,2274.0,263.0,1545.0,1497.0,48.0,1497.0,81.0,1416.0,4930.0,2638.0,2292.0
06037190902,4621.0,1586.0,4621.0,1609.0,940.0,123.0,6.0,274.0,3.0,2.0,261.0,3012.0,820.0,20.0,18.0,0.0,3.0,1976.0,175.0,1662.0,1586.0,76.0,1586.0,108.0,1478.0,4621.0,2398.0,2223.0
06037191000,3036.0,1298.0,3036.0,1200.0,772.0,174.0,10.0,145.0,4.0,14.0,81.0,1836.0,585.0,22.0,22.0,3.0,2.0,1071.0,131.0,1352.0,1298.0,54.0,1298.0,55.0,1243.0,3036.0,1617.0,1419.0
06037191110,3818.0,1206.0,3818.0,2126.0,1326.0,111.0,2.0,316.0,1.0,7.0,363.0,1692.0,591.0,9.0,9.0,4.0,0.0,960.0,119.0,1222.0,1206.0,16.0,1206.0,51.0,1155.0,3818.0,1796.0,2022.0
06037191120,4768.0,1566.0,4768.0,2188.0,1419.0,114.0,8.0,385.0,2.0,10.0,250.0,2580.0,935.0,2.0,24.0,2.0,3.0,1455.0,159.0,1668.0,1566.0,102.0,1566.0,134.0,1432.0,4768.0,2468.0,2300.0
06037191201,4774.0,1754.0,4774.0,3071.0,1907.0,185.0,14.0,545.0,3.0,23.0,394.0,1703.0,698.0,16.0,29.0,2.0,1.0,811.0,146.0,1826.0,1754.0,72.0,1754.0,103.0,1651.0,4774.0,2353.0,2421.0
06037191203,3313.0,1232.0,3313.0,1653.0,778.0,94.0,4.0,581.0,5.0,4.0,187.0,1660.0,702.0,2.0,24.0,0.0,1.0,814.0,117.0,1283.0,1232.0,51.0,1232.0,72.0,1160.0,3313.0,1672.0,1641.0
06037191204,2514.0,854.0,2514.0,1266.0,702.0,40.0,2.0,346.0,2.0,8.0,166.0,1248.0,457.0,12.0,15.0,5.0,0.0,670.0,89.0,873.0,854.0,19.0,854.0,99.0,755.0,2514.0,1272.0,1242.0
06037191300,5580.0,1953.0,5580.0,2532.0,741.0,222.0,30.0,1360.0,3.0,4.0,172.0,3048.0,1004.0,17.0,24.0,10.0,8.0,1759.0,226.0,2061.0,1953.0,108.0,1953.0,212.0,1741.0,5580.0,2838.0,2742.0
06037191410,4957.0,1539.0,4957.0,1065.0,250.0,187.0,20.0,513.0,7.0,14.0,74.0,3892.0,1077.0,25.0,60.0,5.0,6.0,2495.0,224.0,1605.0,1539.0,66.0,1539.0,54.0,1485.0,4957.0,2462.0,2495.0
06037191420,3732.0,1145.0,3732.0,1168.0,304.0,54.0,15.0,736.0,0.0,3.0,56.0,2564.0,910.0,22.0,32.0,12.0,0.0,1439.0,149.0,1172.0,1145.0,27.0,1145.0,57.0,1088.0,3732.0,1917.0,1815.0
06037191500,5756.0,1666.0,5756.0,2301.0,1023.0,90.0,16.0,942.0,2.0,7.0,221.0,3455.0,1127.0,19.0,35.0,6.0,0.0,2018.0,250.0,1718.0,1666.0,52.0,1666.0,259.0,1407.0,5756.0,2971.0,2785.0
06037191610,4879.0,1453.0,4879.0,1285.0,510.0,68.0,6.0,554.0,3.0,18.0,126.0,3594.0,1165.0,33.0,53.0,8.0,6.0,2066.0,263.0,1515.0,1453.0,62.0,1453.0,187.0,1266.0,4879.0,2495.0,2384.0
06037191620,2813.0,896.0,2813.0,1271.0,695.0,76.0,7.0,403.0,1.0,0.0,89.0,1542.0,548.0,0.0,4.0,4.0,1.0,908.0,77.0,909.0,896.0,13.0,896.0,60.0,836.0,2813.0,1316.0,1497.0
06037191710,3384.0,1254.0,3384.0,1153.0,562.0,86.0,14.0,367.0,0.0,18.0,106.0,2231.0,749.0,15.0,25.0,1.0,1.0,1288.0,152.0,1301.0,1254.0,47.0,1254.0,116.0,1138.0,3384.0,1752.0,1632.0
06037191720,4093.0,1369.0,4093.0,1191.0,388.0,134.0,8.0,532.0,3.0,24.0,102.0,2902.0,977.0,19.0,42.0,6.0,0.0,1639.0,219.0,1413.0,1369.0,44.0,1369.0,105.0,1264.0,4093.0,2122.0,1971.0
06037191810,4095.0,1329.0,4095.0,834.0,463.0,146.0,5.0,177.0,5.0,4.0,34.0,3261.0,1020.0,17.0,27.0,9.0,6.0,1962.0,220.0,1373.0,1329.0,44.0,1329.0,54.0,1275.0,4095.0,2174.0,1921.0
06037191820,3302.0,1221.0,3302.0,1219.0,706.0,179.0,9.0,260.0,0.0,4.0,61.0,2083.0,674.0,14.0,9.0,2.0,0.0,1245.0,139.0,1274.0,1221.0,53.0,1221.0,72.0,1149.0,3302.0,1691.0,1611.0
06037191900,6682.0,3298.0,6682.0,4966.0,3600.0,409.0,19.0,652.0,7.0,34.0,245.0,1716.0,730.0,9.0,23.0,2.0,5.0,843.0,104.0,3430.0,3298.0,132.0,3298.0,693.0,2605.0,6682.0,3582.0,3100.0
06037192000,5319.0,2645.0,5319.0,4864.0,4308.0,152.0,9.0,234.0,1.0,27.0,133.0,455.0,296.0,1.0,3.0,1.0,0.0,126.0,28.0,2748.0,2645.0,103.0,2645.0,902.0,1743.0,5319.0,2703.0,2616.0
06037192300,2495.0,1474.0,2495.0,2284.0,1634.0,121.0,2.0,430.0,1.0,14.0,82.0,211.0,106.0,1.0,3.0,0.0,0.0,79.0,22.0,1552.0,1474.0,78.0,1474.0,558.0,916.0,2495.0,1254.0,1241.0
06037192410,3923.0,1705.0,3923.0,2771.0,1416.0,145.0,8.0,1054.0,1.0,9.0,138.0,1152.0,427.0,5.0,15.0,6.0,3.0,601.0,95.0,1793.0,1705.0,88.0,1705.0,583.0,1122.0,3923.0,1899.0,2024.0
06037192420,4151.0,1435.0,4151.0,2164.0,365.0,108.0,12.0,1571.0,2.0,24.0,82.0,1987.0,677.0,12.0,13.0,12.0,2.0,1137.0,134.0,1490.0,1435.0,55.0,1435.0,236.0,1199.0,4151.0,2046.0,2105.0
06037192510,3959.0,1142.0,3959.0,1727.0,204.0,52.0,3.0,1377.0,1.0,16.0,74.0,2232.0,682.0,5.0,21.0,4.0,0.0,1366.0,154.0,1166.0,1142.0,24.0,1142.0,210.0,932.0,3959.0,1926.0,2033.0
06037192520,5471.0,1589.0,5471.0,1358.0,311.0,35.0,25.0,904.0,1.0,12.0,70.0,4113.0,1111.0,16.0,54.0,5.0,1.0,2640.0,286.0,1639.0,1589.0,50.0,1589.0,159.0,1430.0,5471.0,2729.0,2742.0
06037192610,4742.0,1403.0,4742.0,1039.0,335.0,88.0,19.0,507.0,1.0,10.0,79.0,3703.0,999.0,23.0,37.0,5.0,0.0,2331.0,308.0,1477.0,1403.0,74.0,1403.0,116.0,1287.0,4742.0,2386.0,2356.0
06037192620,4253.0,1282.0,4253.0,1142.0,169.0,63.0,4.0,828.0,0.0,11.0,67.0,3111.0,925.0,14.0,19.0,11.0,3.0,1926.0,213.0,1320.0,1282.0,38.0,1282.0,49.0,1233.0,4253.0,2134.0,2119.0
06037192700,3946.0,1091.0,3946.0,1532.0,344.0,185.0,13.0,891.0,3.0,16.0,80.0,2414.0,826.0,1.0,23.0,7.0,6.0,1414.0,137.0,1123.0,1091.0,32.0,1091.0,143.0,948.0,3946.0,2091.0,1855.0
06037194100,6523.0,3361.0,6523.0,6170.0,5390.0,230.0,20.0,352.0,3.0,14.0,161.0,353.0,237.0,5.0,2.0,1.0,0.0,87.0,21.0,3517.0,3361.0,156.0,3361.0,1863.0,1498.0,6523.0,3594.0,2929.0
06037194200,5154.0,2936.0,5154.0,4823.0,4371.0,100.0,12.0,153.0,3.0,17.0,167.0,331.0,224.0,3.0,3.0,3.0,0.0,73.0,25.0,3161.0,2936.0,225.0,2936.0,1720.0,1216.0,5154.0,2917.0,2237.0
06037194300,1907.0,1013.0,1907.0,1812.0,1686.0,35.0,4.0,53.0,0.0,5.0,29.0,95.0,66.0,2.0,1.0,4.0,0.0,16.0,6.0,1118.0,1013.0,105.0,1013.0,848.0,165.0,1907.0,1094.0,813.0
06037194400,5747.0,3359.0,5747.0,5302.0,4748.0,157.0,7.0,221.0,3.0,24.0,142.0,445.0,279.0,6.0,2.0,2.0,0.0,128.0,28.0,3488.0,3359.0,129.0,3359.0,735.0,2624.0,5747.0,3017.0,2730.0
06037194500,2287.0,995.0,2287.0,2199.0,1977.0,23.0,1.0,91.0,1.0,16.0,90.0,88.0,61.0,1.0,0.0,0.0,0.0,19.0,7.0,1024.0,995.0,29.0,995.0,491.0,504.0,2287.0,1082.0,1205.0
06037195100,4550.0,2072.0,4550.0,3815.0,2534.0,171.0,8.0,930.0,7.0,9.0,156.0,735.0,430.0,9.0,9.0,14.0,1.0,201.0,71.0,2152.0,2072.0,80.0,2072.0,1368.0,704.0,4550.0,2403.0,2147.0
06037195200,6138.0,3066.0,6138.0,5230.0,3782.0,197.0,17.0,883.0,26.0,32.0,293.0,908.0,439.0,19.0,13.0,7.0,3.0,364.0,63.0,3198.0,3066.0,132.0,3066.0,1160.0,1906.0,6138.0,3162.0,2976.0
06037195300,3596.0,1510.0,3596.0,2238.0,1329.0,84.0,5.0,556.0,3.0,3.0,258.0,1358.0,481.0,4.0,19.0,4.0,1.0,736.0,113.0,1603.0,1510.0,93.0,1510.0,316.0,1194.0,3596.0,1774.0,1822.0
06037195400,4575.0,2184.0,4575.0,3003.0,2017.0,157.0,20.0,654.0,4.0,27.0,124.0,1572.0,664.0,16.0,10.0,4.0,2.0,792.0,84.0,2296.0,2184.0,112.0,2184.0,873.0,1311.0,4575.0,2505.0,2070.0
06037195500,5228.0,2253.0,5228.0,3144.0,1794.0,123.0,17.0,1058.0,6.0,7.0,139.0,2084.0,692.0,16.0,17.0,10.0,4.0,1144.0,201.0,2380.0,2253.0,127.0,2253.0,894.0,1359.0,5228.0,2724.0,2504.0
06037195600,3529.0,1182.0,3529.0,1172.0,492.0,50.0,10.0,549.0,1.0,6.0,64.0,2357.0,687.0,8.0,19.0,5.0,0.0,1498.0,140.0,1272.0,1182.0,90.0,1182.0,362.0,820.0,3529.0,1797.0,1732.0
06037195710,4978.0,1293.0,4978.0,1179.0,389.0,121.0,26.0,586.0,10.0,2.0,45.0,3799.0,1188.0,20.0,80.0,12.0,4.0,2243.0,252.0,1388.0,1293.0,95.0,1293.0,186.0,1107.0,4978.0,2556.0,2422.0
06037195720,3233.0,974.0,3233.0,692.0,196.0,52.0,5.0,398.0,1.0,7.0,33.0,2541.0,767.0,11.0,16.0,7.0,5.0,1568.0,167.0,1032.0,974.0,58.0,974.0,170.0,804.0,3233.0,1664.0,1569.0
06037195801,6087.0,2293.0,6087.0,2381.0,1073.0,118.0,28.0,1039.0,5.0,21.0,97.0,3706.0,1218.0,16.0,44.0,16.0,3.0,2157.0,252.0,2437.0,2293.0,144.0,2293.0,474.0,1819.0,6087.0,3145.0,2942.0
06037195802,2909.0,885.0,2909.0,1023.0,117.0,40.0,16.0,792.0,1.0,4.0,53.0,1886.0,579.0,7.0,26.0,7.0,3.0,1172.0,92.0,929.0,885.0,44.0,885.0,191.0,694.0,2909.0,1434.0,1475.0
06037195900,7244.0,3026.0,7244.0,3464.0,1779.0,224.0,17.0,1267.0,9.0,13.0,155.0,3780.0,1326.0,30.0,65.0,17.0,0.0,2099.0,243.0,3176.0,3026.0,150.0,3026.0,610.0,2416.0,7244.0,3786.0,3458.0
06037197110,586.0,182.0,586.0,266.0,62.0,12.0,0.0,177.0,0.0,0.0,15.0,320.0,181.0,3.0,4.0,0.0,0.0,106.0,26.0,187.0,182.0,5.0,182.0,76.0,106.0,586.0,274.0,312.0
06037197200,4979.0,1556.0,4979.0,2632.0,608.0,39.0,22.0,1851.0,9.0,4.0,99.0,2347.0,924.0,17.0,32.0,20.0,0.0,1177.0,177.0,1634.0,1556.0,78.0,1556.0,781.0,775.0,4979.0,2458.0,2521.0
06037197300,4679.0,1670.0,4679.0,2009.0,865.0,48.0,12.0,985.0,0.0,15.0,84.0,2670.0,1045.0,25.0,30.0,13.0,2.0,1399.0,156.0,1759.0,1670.0,89.0,1670.0,417.0,1253.0,4679.0,2401.0,2278.0
06037197410,2936.0,1191.0,2936.0,1499.0,1014.0,78.0,11.0,315.0,1.0,6.0,74.0,1437.0,601.0,13.0,12.0,8.0,1.0,705.0,97.0,1281.0,1191.0,90.0,1191.0,562.0,629.0,2936.0,1530.0,1406.0
06037197420,4165.0,1296.0,4165.0,1257.0,550.0,69.0,6.0,548.0,2.0,12.0,70.0,2908.0,1129.0,15.0,35.0,26.0,1.0,1560.0,142.0,1372.0,1296.0,76.0,1296.0,337.0,959.0,4165.0,2054.0,2111.0
06037197500,5263.0,1623.0,5263.0,1600.0,507.0,83.0,22.0,911.0,1.0,11.0,65.0,3663.0,1628.0,36.0,72.0,5.0,0.0,1734.0,188.0,1759.0,1623.0,136.0,1623.0,279.0,1344.0,5263.0,2677.0,2586.0
06037197600,2984.0,916.0,2984.0,1107.0,223.0,14.0,5.0,791.0,0.0,7.0,67.0,1877.0,802.0,15.0,15.0,8.0,0.0,944.0,93.0,992.0,916.0,76.0,916.0,150.0,766.0,2984.0,1492.0,1492.0
06037197700,5517.0,1780.0,5517.0,3893.0,302.0,102.0,17.0,3329.0,7.0,2.0,134.0,1624.0,646.0,1.0,20.0,18.0,1.0,844.0,94.0,1885.0,1780.0,105.0,1780.0,307.0,1473.0,5517.0,2746.0,2771.0
06037199000,3641.0,950.0,3641.0,1181.0,73.0,7.0,9.0,1070.0,0.0,3.0,19.0,2460.0,848.0,13.0,37.0,4.0,4.0,1427.0,127.0,1024.0,950.0,74.0,950.0,229.0,721.0,3641.0,1850.0,1791.0
06037199110,2751.0,710.0,2751.0,385.0,84.0,66.0,8.0,181.0,8.0,15.0,23.0,2366.0,1016.0,2.0,27.0,9.0,0.0,1251.0,61.0,763.0,710.0,53.0,710.0,342.0,368.0,2751.0,1374.0,1377.0
06037199120,3561.0,908.0,3561.0,848.0,55.0,14.0,10.0,737.0,1.0,0.0,31.0,2713.0,883.0,14.0,37.0,6.0,3.0,1649.0,121.0,963.0,908.0,55.0,908.0,199.0,709.0,3561.0,1708.0,1853.0
06037199201,4444.0,1132.0,4444.0,1536.0,120.0,51.0,18.0,1295.0,1.0,21.0,30.0,2908.0,1156.0,8.0,26.0,3.0,1.0,1568.0,146.0,1195.0,1132.0,63.0,1132.0,157.0,975.0,4444.0,2157.0,2287.0
06037199202,3164.0,810.0,3164.0,575.0,142.0,40.0,21.0,340.0,2.0,3.0,27.0,2589.0,862.0,4.0,49.0,0.0,1.0,1553.0,120.0,880.0,810.0,70.0,810.0,308.0,502.0,3164.0,1529.0,1635.0
06037199300,4028.0,1179.0,4028.0,1184.0,512.0,98.0,15.0,517.0,0.0,4.0,38.0,2844.0,1045.0,6.0,44.0,3.0,0.0,1610.0,136.0,1250.0,1179.0,71.0,1179.0,668.0,511.0,4028.0,2031.0,1997.0
06037199400,4956.0,1305.0,4956.0,1159.0,118.0,30.0,9.0,942.0,4.0,10.0,46.0,3797.0,1422.0,14.0,64.0,11.0,16.0,2122.0,148.0,1356.0,1305.0,51.0,1305.0,349.0,956.0,4956.0,2500.0,2456.0
06037199700,3298.0,916.0,3298.0,830.0,194.0,12.0,9.0,565.0,0.0,3.0,47.0,2468.0,1085.0,8.0,21.0,4.0,3.0,1223.0,124.0,960.0,916.0,44.0,916.0,175.0,741.0,3298.0,1661.0,1637.0
06037199800,5697.0,1489.0,5697.0,2327.0,76.0,2.0,3.0,2206.0,0.0,2.0,38.0,3370.0,1248.0,8.0,32.0,15.0,0.0,1906.0,161.0,1555.0,1489.0,66.0,1489.0,394.0,1095.0,5697.0,2757.0,2940.0
06037199900,2573.0,732.0,2573.0,550.0,49.0,3.0,1.0,477.0,0.0,1.0,19.0,2023.0,593.0,3.0,36.0,1.0,0.0,1298.0,92.0,770.0,732.0,38.0,732.0,119.0,613.0,2573.0,1254.0,1319.0
06037201110,1787.0,436.0,1787.0,330.0,127.0,17.0,4.0,164.0,1.0,0.0,17.0,1457.0,521.0,7.0,17.0,6.0,3.0,769.0,134.0,466.0,436.0,30.0,436.0,280.0,156.0,1787.0,912.0,875.0
06037201120,5238.0,1425.0,5238.0,874.0,288.0,131.0,28.0,371.0,4.0,16.0,36.0,4364.0,1494.0,11.0,67.0,11.0,0.0,2579.0,202.0,1499.0,1425.0,74.0,1425.0,541.0,884.0,5238.0,2612.0,2626.0
06037201200,2655.0,691.0,2655.0,329.0,90.0,32.0,7.0,177.0,7.0,4.0,12.0,2326.0,922.0,7.0,26.0,3.0,0.0,1242.0,126.0,728.0,691.0,37.0,691.0,253.0,438.0,2655.0,1282.0,1373.0
06037201301,3678.0,944.0,3678.0,743.0,184.0,71.0,10.0,445.0,3.0,1.0,29.0,2935.0,1009.0,18.0,47.0,7.0,0.0,1752.0,102.0,984.0,944.0,40.0,944.0,438.0,506.0,3678.0,1834.0,1844.0
06037201302,3642.0,1794.0,3642.0,2652.0,969.0,314.0,17.0,1197.0,2.0,11.0,142.0,990.0,448.0,5.0,18.0,14.0,0.0,446.0,59.0,1856.0,1794.0,62.0,1794.0,1178.0,616.0,3642.0,1744.0,1898.0
06037201401,4738.0,1261.0,4738.0,1045.0,150.0,228.0,12.0,608.0,1.0,2.0,44.0,3693.0,1327.0,10.0,33.0,9.0,0.0,2163.0,151.0,1324.0,1261.0,63.0,1261.0,629.0,632.0,4738.0,2281.0,2457.0
06037201402,4484.0,1372.0,4484.0,1255.0,187.0,31.0,11.0,974.0,0.0,11.0,41.0,3229.0,1520.0,11.0,35.0,6.0,0.0,1493.0,164.0,1401.0,1372.0,29.0,1372.0,891.0,481.0,4484.0,2205.0,2279.0
06037201501,5744.0,1537.0,5744.0,891.0,230.0,46.0,27.0,529.0,2.0,9.0,48.0,4853.0,1848.0,21.0,70.0,17.0,2.0,2566.0,329.0,1584.0,1537.0,47.0,1537.0,641.0,896.0,5744.0,2812.0,2932.0
06037201503,3403.0,898.0,3403.0,362.0,89.0,14.0,6.0,234.0,0.0,5.0,14.0,3041.0,1254.0,9.0,33.0,2.0,1.0,1604.0,138.0,940.0,898.0,42.0,898.0,290.0,608.0,3403.0,1646.0,1757.0
