,P001001 Population:Total [1,P015001 Households:Total,P008001 HISPANIC:TotalHispanic'&'NotHispanic,P008002 HISPANIC:Total NotHispanic or Latino,P008003 HISPANIC:NotHisp:White alone,P008004 HISPANIC:NotHisp:Bl/AfAm alone,P008005 HISPANIC:NotHisp:AmInd/AK alone,P008006 HISPANIC:NotHisp:Asian alone,P008007 HISPANIC:NotHisp:HI alone,P008008 HISPANIC:NotHisp:Other alone,P008009 HISPANIC:NotHisp:Two+races,P008010 HISPANIC:Total Hispanic or Latino,P008011 HISPANIC:Hisp:White alone,P008012 HISPANIC:Hisp:Bl/AfAm alone,P008013 HISPANIC:Hisp:AmInd/AK alone,P008014 HISPANIC:Hisp:Asian alone,P008015 HISPANIC:Hisp:HI alone,P008016 HISPANIC:Hisp:Other alone,P008017 HISPANIC:Hisp:Two+ races,H003001 OCCUPANCY STATUS:Housing Units:Total,H003002 OCCUPANCY STATUS:Housing Units:Occupied,H003003 OCCUPANCY STATUS:Housing Units:Vacant,H004001 TENURE:Housing Units:Total,H004002 TENURE:Housing Units:Owner occupied,H004003 TENURE:Housing Units:Renter occupied,P012001 SEX BY AGE:Total Male'&'Female,P012002 SEX BY AGE:Total Male,P012026 SEX BY AGE:Total Female
06037131600,4779.0,1372.0,4779.0,2877.0,2059.0,154.0,16.0,453.0,2.0,7.0,186.0,1902.0,641.0,14.0,37.0,1.0,4.0,1091.0,114.0,1408.0,1372.0,36.0,1372.0,1038.0,334.0,4779.0,2399.0,2380.0
06037131700,7400.0,2696.0,7400.0,4723.0,2938.0,409.0,14.0,1090.0,4.0,12.0,256.0,2677.0,1248.0,20.0,17.0,13.0,0.0,1223.0,156.0,2759.0,2696.0,63.0,2696.0,1316.0,1380.0,7400.0,3556.0,3844.0
06037131800,4664.0,1426.0,4664.0,2390.0,1563.0,144.0,8.0,539.0,10.0,8.0,118.0,2274.0,962.0,8.0,31.0,7.0,0.0,1150.0,116.0,1451.0,1426.0,25.0,1426.0,685.0,741.0,4664.0,2384.0,2280.0
06037131900,3840.0,1341.0,3840.0,2512.0,1985.0,116.0,15.0,264.0,7.0,6.0,119.0,1328.0,531.0,5.0,33.0,5.0,0.0,700.0,54.0,1372.0,1341.0,31.0,1341.0,1036.0,305.0,3840.0,1922.0,1918.0
06037132000,6115.0,2186.0,6115.0,4128.0,3250.0,177.0,20.0,396.0,25.0,23.0,237.0,1987.0,764.0,15.0,13.0,7.0,1.0,1081.0,106.0,2230.0,2186.0,44.0,2186.0,1524.0,662.0,6115.0,3017.0,3098.0
06037132100,4935.0,1997.0,4935.0,3279.0,2233.0,274.0,15.0,566.0,7.0,10.0,174.0,1656.0,782.0,14.0,15.0,4.0,0.0,748.0,93.0,2038.0,1997.0,41.0,1997.0,994.0,1003.0,4935.0,2410.0,2525.0
06037132300,5684.0,2048.0,5684.0,3101.0,2040.0,211.0,11.0,678.0,2.0,8.0,151.0,2583.0,1303.0,17.0,23.0,3.0,0.0,1058.0,179.0,2349.0,2048.0,301.0,2048.0,765.0,1283.0,5684.0,2849.0,2835.0
06037132500,7076.0,2355.0,7076.0,4454.0,3266.0,268.0,14.0,624.0,3.0,16.0,263.0,2622.0,1086.0,15.0,47.0,2.0,0.0,1269.0,203.0,2409.0,2355.0,54.0,2355.0,1192.0,1163.0,7076.0,3292.0,3784.0
06037132700,4844.0,1441.0,4844.0,2080.0,1627.0,115.0,15.0,202.0,3.0,7.0,111.0,2764.0,1269.0,8.0,43.0,1.0,1.0,1261.0,181.0,1474.0,1441.0,33.0,1441.0,789.0,652.0,4844.0,2466.0,2378.0
06037132900,3481.0,1279.0,3481.0,2859.0,2343.0,110.0,9.0,245.0,7.0,2.0,143.0,622.0,345.0,7.0,10.0,4.0,0.0,227.0,29.0,1315.0,1279.0,36.0,1279.0,795.0,484.0,3481.0,1725.0,1756.0
06037133000,4011.0,1162.0,4011.0,2201.0,1568.0,127.0,11.0,390.0,0.0,3.0,102.0,1810.0,721.0,11.0,40.0,4.0,8.0,924.0,102.0,1210.0,1162.0,48.0,1162.0,860.0,302.0,4011.0,1950.0,2061.0
06037133100,4981.0,1653.0,4981.0,3574.0,2739.0,186.0,15.0,373.0,7.0,10.0,244.0,1407.0,603.0,18.0,11.0,9.0,0.0,642.0,124.0,1747.0,1653.0,94.0,1653.0,823.0,830.0,4981.0,2358.0,2623.0
06037134000,6930.0,1865.0,6930.0,2626.0,1253.0,262.0,33.0,948.0,14.0,14.0,102.0,4304.0,1940.0,9.0,33.0,3.0,0.0,2076.0,243.0,1910.0,1865.0,45.0,1865.0,814.0,1051.0,6930.0,3559.0,3371.0
06037134101,4645.0,1388.0,4645.0,3093.0,1633.0,133.0,8.0,1156.0,4.0,5.0,154.0,1552.0,724.0,2.0,21.0,0.0,0.0,724.0,81.0,1413.0,1388.0,25.0,1388.0,942.0,446.0,4645.0,2325.0,2320.0
06037134103,3986.0,1314.0,3986.0,2935.0,1963.0,167.0,6.0,667.0,5.0,7.0,120.0,1051.0,468.0,2.0,10.0,1.0,0.0,484.0,86.0,1336.0,1314.0,22.0,1314.0,878.0,436.0,3986.0,1942.0,2044.0
06037134104,4274.0,1218.0,4274.0,2491.0,1042.0,231.0,5.0,1060.0,18.0,11.0,124.0,1783.0,681.0,3.0,18.0,5.0,5.0,965.0,106.0,1254.0,1218.0,36.0,1218.0,545.0,673.0,4274.0,2163.0,2111.0
06037134201,3919.0,1161.0,3919.0,2241.0,1572.0,135.0,10.0,432.0,9.0,7.0,76.0,1678.0,664.0,19.0,6.0,5.0,0.0,846.0,138.0,1181.0,1161.0,20.0,1161.0,828.0,333.0,3919.0,1968.0,1951.0
06037134302,3618.0,1229.0,3618.0,3060.0,2341.0,91.0,4.0,486.0,3.0,4.0,131.0,558.0,299.0,6.0,6.0,2.0,0.0,192.0,53.0,1254.0,1229.0,25.0,1229.0,1047.0,182.0,3618.0,1778.0,1840.0
06037134303,4633.0,1647.0,4633.0,3291.0,2450.0,124.0,6.0,539.0,6.0,12.0,154.0,1342.0,574.0,3.0,15.0,0.0,0.0,652.0,98.0,1702.0,1647.0,55.0,1647.0,1221.0,426.0,4633.0,2241.0,2392.0
06037134304,2838.0,837.0,2838.0,2261.0,1505.0,85.0,6.0,555.0,5.0,3.0,102.0,577.0,268.0,4.0,5.0,0.0,0.0,272.0,28.0,851.0,837.0,14.0,837.0,629.0,208.0,2838.0,1335.0,1503.0
06037134305,4142.0,1071.0,4142.0,943.0,454.0,118.0,11.0,287.0,7.0,3.0,63.0,3199.0,1398.0,23.0,27.0,1.0,16.0,1609.0,125.0,1080.0,1071.0,9.0,1071.0,22.0,1049.0,4142.0,2160.0,1982.0
06037134306,3458.0,1148.0,3458.0,2050.0,1206.0,234.0,10.0,470.0,2.0,6.0,122.0,1408.0,620.0,0.0,19.0,4.0,1.0,686.0,78.0,1193.0,1148.0,45.0,1148.0,268.0,880.0,3458.0,1737.0,1721.0
06037134401,6225.0,2027.0,6225.0,5787.0,4520.0,140.0,11.0,904.0,2.0,15.0,195.0,438.0,289.0,1.0,7.0,6.0,0.0,111.0,24.0,2050.0,2027.0,23.0,2027.0,1873.0,154.0,6225.0,3106.0,3119.0
06037134421,3877.0,1370.0,3877.0,3649.0,3035.0,62.0,10.0,443.0,0.0,6.0,93.0,228.0,163.0,0.0,1.0,0.0,0.0,39.0,25.0,1383.0,1370.0,13.0,1370.0,1304.0,66.0,3877.0,1928.0,1949.0
06037134422,4512.0,1567.0,4512.0,3994.0,3006.0,124.0,11.0,689.0,4.0,14.0,146.0,518.0,293.0,4.0,5.0,3.0,1.0,183.0,29.0,1591.0,1567.0,24.0,1567.0,1366.0,201.0,4512.0,2254.0,2258.0
06037134510,6431.0,1767.0,6431.0,1468.0,871.0,157.0,26.0,306.0,6.0,12.0,90.0,4963.0,2018.0,28.0,34.0,9.0,0.0,2617.0,257.0,1826.0,1767.0,59.0,1767.0,302.0,1465.0,6431.0,3415.0,3016.0
06037134520,5401.0,1665.0,5401.0,1515.0,767.0,204.0,11.0,424.0,6.0,12.0,91.0,3886.0,1584.0,15.0,76.0,4.0,3.0,1974.0,230.0,1715.0,1665.0,50.0,1665.0,283.0,1382.0,5401.0,2917.0,2484.0
06037134710,5229.0,1523.0,5229.0,1844.0,1058.0,169.0,6.0,501.0,7.0,9.0,94.0,3385.0,1343.0,17.0,53.0,0.0,1.0,1681.0,290.0,1554.0,1523.0,31.0,1523.0,363.0,1160.0,5229.0,2712.0,2517.0
06037134720,4490.0,1581.0,4490.0,3035.0,1789.0,279.0,19.0,793.0,9.0,13.0,133.0,1455.0,499.0,15.0,28.0,5.0,4.0,761.0,143.0,1624.0,1581.0,43.0,1581.0,756.0,825.0,4490.0,2211.0,2279.0
06037134800,5531.0,1688.0,5531.0,3396.0,2418.0,207.0,20.0,547.0,4.0,15.0,185.0,2135.0,649.0,7.0,21.0,7.0,1.0,1309.0,141.0,1728.0,1688.0,40.0,1688.0,1332.0,356.0,5531.0,2809.0,2722.0
06037134901,2962.0,1149.0,2962.0,2321.0,1915.0,92.0,5.0,154.0,2.0,13.0,140.0,641.0,307.0,6.0,0.0,0.0,0.0,292.0,36.0,1176.0,1149.0,27.0,1149.0,743.0,406.0,2962.0,1377.0,1585.0
06037134902,7385.0,2703.0,7385.0,4106.0,2828.0,355.0,11.0,674.0,8.0,16.0,214.0,3279.0,1394.0,21.0,40.0,10.0,7.0,1624.0,183.0,2759.0,2703.0,56.0,2703.0,785.0,1918.0,7385.0,3781.0,3604.0
06037135102,3333.0,1150.0,3333.0,2954.0,2462.0,74.0,9.0,302.0,3.0,8.0,96.0,379.0,250.0,2.0,1.0,7.0,0.0,96.0,23.0,1174.0,1150.0,24.0,1150.0,970.0,180.0,3333.0,1612.0,1721.0
06037135111,3007.0,1141.0,3007.0,2428.0,1906.0,144.0,9.0,238.0,10.0,10.0,111.0,579.0,267.0,7.0,8.0,2.0,0.0,231.0,64.0,1166.0,1141.0,25.0,1141.0,692.0,449.0,3007.0,1504.0,1503.0
06037135112,6011.0,3595.0,6011.0,5546.0,4399.0,290.0,16.0,591.0,9.0,16.0,225.0,465.0,279.0,4.0,4.0,3.0,1.0,121.0,53.0,4167.0,3595.0,572.0,3595.0,662.0,2933.0,6011.0,2865.0,3146.0
06037135201,2449.0,814.0,2449.0,2142.0,1774.0,69.0,6.0,211.0,0.0,5.0,77.0,307.0,182.0,4.0,2.0,6.0,0.0,86.0,27.0,834.0,814.0,20.0,814.0,678.0,136.0,2449.0,1195.0,1254.0
06037135202,4283.0,1479.0,4283.0,3735.0,3098.0,81.0,23.0,417.0,3.0,2.0,111.0,548.0,338.0,2.0,6.0,8.0,0.0,133.0,61.0,1496.0,1479.0,17.0,1479.0,1233.0,246.0,4283.0,2098.0,2185.0
06037135203,6996.0,2456.0,6996.0,6366.0,5254.0,97.0,16.0,746.0,2.0,9.0,242.0,630.0,372.0,4.0,4.0,5.0,0.0,201.0,44.0,2489.0,2456.0,33.0,2456.0,2160.0,296.0,6996.0,3403.0,3593.0
06037137000,4583.0,1674.0,4583.0,4263.0,3779.0,91.0,8.0,274.0,5.0,8.0,98.0,320.0,199.0,1.0,3.0,0.0,0.0,85.0,32.0,1722.0,1674.0,48.0,1674.0,1467.0,207.0,4583.0,2269.0,2314.0
06037137102,7366.0,3452.0,7366.0,6863.0,5562.0,341.0,16.0,558.0,13.0,20.0,353.0,503.0,285.0,5.0,2.0,12.0,1.0,161.0,37.0,3597.0,3452.0,145.0,3452.0,1543.0,1909.0,7366.0,3593.0,3773.0
06037137201,5121.0,2345.0,5121.0,4560.0,3753.0,200.0,15.0,364.0,7.0,8.0,213.0,561.0,296.0,1.0,2.0,2.0,0.0,207.0,53.0,2402.0,2345.0,57.0,2345.0,1097.0,1248.0,5121.0,2455.0,2666.0
06037137301,2174.0,736.0,2174.0,2029.0,1784.0,46.0,1.0,120.0,2.0,18.0,58.0,145.0,86.0,0.0,7.0,6.0,0.0,37.0,9.0,755.0,736.0,19.0,736.0,672.0,64.0,2174.0,1061.0,1113.0
06037137302,4392.0,1584.0,4392.0,4177.0,3722.0,83.0,7.0,262.0,2.0,6.0,95.0,215.0,151.0,0.0,3.0,6.0,0.0,29.0,26.0,1606.0,1584.0,22.0,1584.0,1506.0,78.0,4392.0,2115.0,2277.0
06037137401,4299.0,1825.0,4299.0,3954.0,3508.0,77.0,8.0,182.0,8.0,7.0,164.0,345.0,204.0,1.0,2.0,4.0,0.0,88.0,46.0,1900.0,1825.0,75.0,1825.0,1417.0,408.0,4299.0,2115.0,2184.0
06037137402,5404.0,1976.0,5404.0,5117.0,4430.0,119.0,7.0,319.0,4.0,16.0,222.0,287.0,188.0,2.0,3.0,2.0,0.0,71.0,21.0,2046.0,1976.0,70.0,1976.0,1600.0,376.0,5404.0,2626.0,2778.0
06037137501,3723.0,1604.0,3723.0,3364.0,2781.0,186.0,2.0,258.0,0.0,9.0,128.0,359.0,168.0,4.0,7.0,2.0,0.0,157.0,21.0,1671.0,1604.0,67.0,1604.0,683.0,921.0,3723.0,1886.0,1837.0
06037137502,4025.0,1654.0,4025.0,3765.0,3218.0,82.0,15.0,217.0,0.0,7.0,226.0,260.0,145.0,0.0,3.0,0.0,0.0,82.0,30.0,1710.0,1654.0,56.0,1654.0,1211.0,443.0,4025.0,1931.0,2094.0
06037137504,1944.0,700.0,1944.0,1878.0,1695.0,30.0,1.0,73.0,0.0,3.0,76.0,66.0,49.0,3.0,0.0,0.0,0.0,10.0,4.0,717.0,700.0,17.0,700.0,673.0,27.0,1944.0,975.0,969.0
06037138000,4299.0,1760.0,4299.0,4057.0,3643.0,74.0,10.0,186.0,4.0,8.0,132.0,242.0,156.0,0.0,3.0,3.0,0.0,61.0,19.0,1807.0,1760.0,47.0,1760.0,1546.0,214.0,4299.0,2139.0,2160.0
06037139000,4776.0,2186.0,4776.0,4123.0,3437.0,175.0,13.0,279.0,4.0,14.0,201.0,653.0,327.0,1.0,3.0,4.0,0.0,265.0,53.0,2248.0,2186.0,62.0,2186.0,1067.0,1119.0,4776.0,2259.0,2517.0
06037139200,4823.0,2204.0,4823.0,3918.0,3297.0,168.0,6.0,255.0,5.0,17.0,170.0,905.0,463.0,5.0,10.0,2.0,2.0,357.0,66.0,2313.0,2204.0,109.0,2204.0,1040.0,1164.0,4823.0,2307.0,2516.0
06037139301,4152.0,1502.0,4152.0,3806.0,3254.0,128.0,6.0,212.0,7.0,0.0,199.0,346.0,202.0,4.0,8.0,3.0,1.0,94.0,34.0,1558.0,1502.0,56.0,1502.0,1262.0,240.0,4152.0,2053.0,2099.0
06037139302,4338.0,1908.0,4338.0,3392.0,2278.0,377.0,13.0,313.0,1.0,42.0,368.0,946.0,439.0,15.0,6.0,3.0,0.0,368.0,115.0,1973.0,1908.0,65.0,1908.0,515.0,1393.0,4338.0,2089.0,2249.0
06037139303,4384.0,1978.0,4384.0,3306.0,2576.0,196.0,7.0,289.0,3.0,11.0,224.0,1078.0,397.0,10.0,9.0,9.0,1.0,549.0,103.0,2026.0,1978.0,48.0,1978.0,577.0,1401.0,4384.0,2080.0,2304.0
06037139400,5387.0,2041.0,5387.0,4686.0,3990.0,143.0,8.0,273.0,1.0,13.0,258.0,701.0,350.0,3.0,8.0,2.0,0.0,264.0,74.0,2126.0,2041.0,85.0,2041.0,1102.0,939.0,5387.0,2604.0,2783.0
06037139501,7987.0,4417.0,7987.0,7348.0,6161.0,232.0,18.0,387.0,5.0,21.0,524.0,639.0,348.0,6.0,3.0,13.0,2.0,198.0,69.0,4524.0,4417.0,107.0,4417.0,1419.0,2998.0,7987.0,3581.0,4406.0
06037139502,2887.0,1205.0,2887.0,2655.0,2317.0,53.0,8.0,119.0,0.0,1.0,157.0,232.0,133.0,3.0,6.0,0.0,0.0,51.0,39.0,1254.0,1205.0,49.0,1205.0,748.0,457.0,2887.0,1359.0,1528.0
06037139600,4547.0,2145.0,4547.0,4248.0,3842.0,95.0,5.0,196.0,5.0,9.0,96.0,299.0,187.0,5.0,1.0,4.0,0.0,72.0,30.0,2229.0,2145.0,84.0,2145.0,1340.0,805.0,4547.0,2160.0,2387.0
06037139701,4571.0,1811.0,4571.0,4341.0,3998.0,60.0,1.0,173.0,4.0,7.0,98.0,230.0,168.0,1.0,1.0,1.0,1.0,37.0,21.0,1883.0,1811.0,72.0,1811.0,1619.0,192.0,4571.0,2225.0,2346.0
06037139702,5928.0,2205.0,5928.0,5723.0,5236.0,79.0,3.0,219.0,0.0,11.0,175.0,205.0,139.0,0.0,3.0,0.0,1.0,57.0,5.0,2254.0,2205.0,49.0,2205.0,2121.0,84.0,5928.0,2879.0,3049.0
06037139703,2965.0,1008.0,2965.0,2878.0,2542.0,16.0,0.0,137.0,0.0,9.0,174.0,87.0,72.0,2.0,0.0,0.0,0.0,11.0,2.0,1033.0,1008.0,25.0,1008.0,934.0,74.0,2965.0,1484.0,1481.0
06037139801,3446.0,1268.0,3446.0,3343.0,3103.0,59.0,3.0,124.0,0.0,5.0,49.0,103.0,80.0,1.0,0.0,2.0,0.0,15.0,5.0,1297.0,1268.0,29.0,1268.0,1229.0,39.0,3446.0,1670.0,1776.0
06037139802,3667.0,1284.0,3667.0,3521.0,3166.0,44.0,0.0,224.0,0.0,8.0,79.0,146.0,117.0,1.0,0.0,1.0,0.0,15.0,12.0,1309.0,1284.0,25.0,1284.0,1246.0,38.0,3667.0,1800.0,1867.0
06037141100,5202.0,2885.0,5202.0,4660.0,3890.0,253.0,12.0,273.0,3.0,12.0,217.0,542.0,266.0,17.0,6.0,5.0,0.0,196.0,52.0,3115.0,2885.0,230.0,2885.0,774.0,2111.0,5202.0,2547.0,2655.0
06037141200,6154.0,3335.0,6154.0,5467.0,4632.0,247.0,19.0,323.0,4.0,30.0,212.0,687.0,380.0,7.0,6.0,7.0,0.0,220.0,67.0,3482.0,3335.0,147.0,3335.0,959.0,2376.0,6154.0,2853.0,3301.0
06037141301,5260.0,3057.0,5260.0,4825.0,4165.0,171.0,9.0,253.0,2.0,21.0,204.0,435.0,244.0,9.0,3.0,8.0,1.0,133.0,37.0,3221.0,3057.0,164.0,3057.0,934.0,2123.0,5260.0,2439.0,2821.0
06037141302,5325.0,2848.0,5325.0,4819.0,3941.0,253.0,13.0,385.0,1.0,16.0,210.0,506.0,243.0,10.0,2.0,1.0,2.0,200.0,48.0,3002.0,2848.0,154.0,2848.0,804.0,2044.0,5325.0,2523.0,2802.0
06037141400,4286.0,1816.0,4286.0,3948.0,3414.0,126.0,10.0,218.0,0.0,23.0,157.0,338.0,177.0,2.0,5.0,1.0,0.0,131.0,22.0,1870.0,1816.0,54.0,1816.0,1087.0,729.0,4286.0,2011.0,2275.0
06037141500,2952.0,1123.0,2952.0,2835.0,2564.0,21.0,3.0,172.0,1.0,4.0,70.0,117.0,62.0,1.0,1.0,3.0,1.0,26.0,23.0,1159.0,1123.0,36.0,1123.0,1074.0,49.0,2952.0,1442.0,1510.0
06037141600,3871.0,1671.0,3871.0,3721.0,3394.0,47.0,3.0,189.0,1.0,10.0,77.0,150.0,106.0,0.0,0.0,0.0,0.0,29.0,15.0,1722.0,1671.0,51.0,1671.0,1566.0,105.0,3871.0,1920.0,1951.0
06037141700,2789.0,1204.0,2789.0,2672.0,2449.0,54.0,4.0,101.0,1.0,7.0,56.0,117.0,87.0,4.0,2.0,0.0,0.0,18.0,6.0,1278.0,1204.0,74.0,1204.0,1129.0,75.0,2789.0,1365.0,1424.0
06037143100,3528.0,1988.0,3528.0,3213.0,2826.0,144.0,3.0,140.0,1.0,8.0,91.0,315.0,196.0,10.0,2.0,3.0,0.0,84.0,20.0,2079.0,1988.0,91.0,1988.0,779.0,1209.0,3528.0,1682.0,1846.0
06037143200,3752.0,2014.0,3752.0,3060.0,2281.0,294.0,12.0,309.0,0.0,5.0,159.0,692.0,333.0,7.0,3.0,2.0,3.0,273.0,71.0,2065.0,2014.0,51.0,2014.0,423.0,1591.0,3752.0,1909.0,1843.0
06037143300,5565.0,2940.0,5565.0,4818.0,4141.0,247.0,13.0,260.0,7.0,10.0,140.0,747.0,400.0,4.0,11.0,3.0,0.0,278.0,51.0,3040.0,2940.0,100.0,2940.0,1083.0,1857.0,5565.0,2691.0,2874.0
06037143400,5358.0,2752.0,5358.0,4934.0,4282.0,199.0,14.0,244.0,8.0,25.0,162.0,424.0,284.0,10.0,5.0,5.0,0.0,84.0,36.0,2846.0,2752.0,94.0,2752.0,1214.0,1538.0,5358.0,2583.0,2775.0
06037143500,4218.0,2124.0,4218.0,3922.0,3504.0,93.0,7.0,187.0,5.0,6.0,120.0,296.0,161.0,7.0,2.0,3.0,3.0,94.0,26.0,2207.0,2124.0,83.0,2124.0,1015.0,1109.0,4218.0,2083.0,2135.0
06037143601,4991.0,3099.0,4991.0,4445.0,3526.0,343.0,13.0,410.0,5.0,15.0,133.0,546.0,296.0,6.0,3.0,10.0,3.0,178.0,50.0,3257.0,3099.0,158.0,3099.0,438.0,2661.0,4991.0,2627.0,2364.0
06037143602,3773.0,1965.0,3773.0,3515.0,3154.0,96.0,6.0,137.0,2.0,13.0,107.0,258.0,171.0,2.0,2.0,0.0,0.0,60.0,23.0,2025.0,1965.0,60.0,1965.0,912.0,1053.0,3773.0,1767.0,2006.0
06037143700,3976.0,2118.0,3976.0,3755.0,3228.0,140.0,4.0,208.0,3.0,30.0,142.0,221.0,143.0,1.0,0.0,0.0,0.0,65.0,12.0,2234.0,2118.0,116.0,2118.0,1545.0,573.0,3976.0,2226.0,1750.0
06037143800,4650.0,2336.0,4650.0,4426.0,3913.0,143.0,6.0,212.0,0.0,24.0,128.0,224.0,138.0,2.0,5.0,4.0,0.0,61.0,14.0,2425.0,2336.0,89.0,2336.0,1390.0,946.0,4650.0,2344.0,2306.0
06037143901,3863.0,1640.0,3863.0,3683.0,3274.0,66.0,5.0,209.0,0.0,11.0,118.0,180.0,132.0,0.0,1.0,4.0,0.0,39.0,4.0,1682.0,1640.0,42.0,1640.0,1416.0,224.0,3863.0,1946.0,1917.0
06037143902,2853.0,1396.0,2853.0,2695.0,2430.0,71.0,5.0,124.0,7.0,4.0,54.0,158.0,104.0,3.0,1.0,0.0,0.0,41.0,9.0,1434.0,1396.0,38.0,1396.0,811.0,585.0,2853.0,1372.0,1481.0
06037181000,6134.0,2129.0,6134.0,4424.0,2629.0,74.0,17.0,1497.0,3.0,25.0,179.0,1710.0,942.0,7.0,16.0,15.0,3.0,581.0,146.0,2182.0,2129.0,53.0,2129.0,1606.0,523.0,6134.0,2942.0,3192.0
06037181300,3771.0,1328.0,3771.0,2534.0,1239.0,68.0,26.0,1057.0,8.0,15.0,121.0,1237.0,564.0,6.0,25.0,15.0,0.0,509.0,118.0,1357.0,1328.0,29.0,1328.0,915.0,413.0,3771.0,1837.0,1934.0
06037181400,4439.0,1559.0,4439.0,2753.0,1247.0,124.0,10.0,1195.0,5.0,6.0,166.0,1686.0,654.0,21.0,29.0,3.0,5.0,800.0,174.0,1609.0,1559.0,50.0,1559.0,503.0,1056.0,4439.0,2066.0,2373.0
06037181500,3891.0,1319.0,3891.0,2165.0,1169.0,57.0,14.0,800.0,6.0,9.0,110.0,1726.0,874.0,6.0,20.0,7.0,0.0,705.0,114.0,1381.0,1319.0,62.0,1319.0,895.0,424.0,3891.0,1944.0,1947.0
06037181600,5662.0,1558.0,5662.0,3435.0,1712.0,122.0,25.0,1390.0,11.0,13.0,162.0,2227.0,901.0,9.0,28.0,15.0,4.0,1128.0,142.0,1615.0,1558.0,57.0,1558.0,655.0,903.0,5662.0,2680.0,2982.0
06037183101,3998.0,1265.0,3998.0,1319.0,744.0,98.0,24.0,372.0,6.0,12.0,63.0,2679.0,1116.0,8.0,46.0,9.0,0.0,1364.0,136.0,1338.0,1265.0,73.0,1265.0,734.0,531.0,3998.0,2002.0,1996.0
06037183102,6132.0,2097.0,6132.0,2470.0,1053.0,287.0,45.0,891.0,8.0,17.0,169.0,3662.0,1327.0,26.0,46.0,13.0,9.0,2023.0,218.0,2203.0,2097.0,106.0,2097.0,785.0,1312.0,6132.0,3012.0,3120.0
06037183210,5663.0,1844.0,5663.0,2363.0,1315.0,171.0,27.0,717.0,12.0,16.0,105.0,3300.0,1404.0,19.0,51.0,19.0,0.0,1629.0,178.0,1942.0,1844.0,98.0,1844.0,869.0,975.0,5663.0,2875.0,2788.0
06037183220,4363.0,1145.0,4363.0,1170.0,445.0,132.0,17.0,543.0,3.0,5.0,25.0,3193.0,1190.0,7.0,28.0,2.0,0.0,1762.0,204.0,1194.0,1145.0,49.0,1145.0,464.0,681.0,4363.0,2157.0,2206.0
06037183300,4897.0,1366.0,4897.0,1543.0,514.0,42.0,30.0,869.0,5.0,8.0,75.0,3354.0,1503.0,7.0,36.0,19.0,0.0,1573.0,216.0,1420.0,1366.0,54.0,1366.0,800.0,566.0,4897.0,2413.0,2484.0
06037183400,4127.0,1213.0,4127.0,1559.0,535.0,40.0,17.0,909.0,5.0,3.0,50.0,2568.0,1157.0,2.0,49.0,21.0,0.0,1194.0,145.0,1300.0,1213.0,87.0,1213.0,529.0,684.0,4127.0,2041.0,2086.0
06037183510,2900.0,731.0,2900.0,527.0,218.0,18.0,11.0,250.0,0.0,2.0,28.0,2373.0,896.0,26.0,16.0,5.0,6.0,1216.0,208.0,761.0,731.0,30.0,731.0,460.0,271.0,2900.0,1430.0,1470.0
06037183520,4138.0,1055.0,4138.0,597.0,240.0,64.0,18.0,223.0,7.0,0.0,45.0,3541.0,1475.0,8.0,40.0,0.0,4.0,1826.0,188.0,1111.0,1055.0,56.0,1055.0,285.0,770.0,4138.0,2081.0,2057.0
06037183610,3729.0,968.0,3729.0,710.0,232.0,86.0,14.0,320.0,0.0,1.0,57.0,3019.0,990.0,28.0,43.0,5.0,8.0,1685.0,260.0,1020.0,968.0,52.0,968.0,239.0,729.0,3729.0,1881.0,1848.0
06037183620,3316.0,974.0,3316.0,835.0,347.0,61.0,10.0,362.0,2.0,3.0,50.0,2481.0,887.0,10.0,20.0,3.0,0.0,1422.0,139.0,1020.0,974.0,46.0,974.0,383.0,591.0,3316.0,1631.0,1685.0
06037183700,6422.0,2128.0,6422.0,1773.0,768.0,272.0,34.0,602.0,6.0,8.0,83.0,4649.0,2148.0,21.0,70.0,33.0,1.0,2107.0,269.0,2298.0,2128.0,170.0,2128.0,702.0,1426.0,6422.0,3225.0,3197.0
06037183810,4582.0,1245.0,4582.0,604.0,228.0,83.0,20.0,232.0,8.0,0.0,33.0,3978.0,1425.0,27.0,51.0,3.0,2.0,2160.0,310.0,1344.0,1245.0,99.0,1245.0,173.0,1072.0,4582.0,2278.0,2304.0
06037183820,3784.0,1011.0,3784.0,433.0,159.0,77.0,6.0,160.0,8.0,1.0,22.0,3351.0,1263.0,3.0,33.0,1.0,2.0,1846.0,203.0,1109.0,1011.0,98.0,1011.0,170.0,841.0,3784.0,1883.0,1901.0
06037185100,6159.0,2190.0,6159.0,2918.0,1820.0,208.0,22.0,699.0,10.0,11.0,148.0,3241.0,1393.0,37.0,37.0,15.0,1.0,1581.0,177.0,2294.0,2190.0,104.0,2190.0,1286.0,904.0,6159.0,3085.0,3074.0
06037185201,5308.0,1533.0,5308.0,1652.0,708.0,58.0,12.0,796.0,2.0,7.0,69.0,3656.0,1421.0,26.0,14.0,8.0,1.0,2042.0,144.0,1647.0,1533.0,114.0,1533.0,872.0,661.0,5308.0,2632.0,2676.0
06037185202,3827.0,1251.0,3827.0,1208.0,762.0,114.0,5.0,275.0,4.0,9.0,39.0,2619.0,864.0,11.0,28.0,9.0,5.0,1543.0,159.0,1396.0,1251.0,145.0,1251.0,641.0,610.0,3827.0,1920.0,1907.0
