,Oakland,Elmhurst
B23001_055E Male:!!55 to 59 years:!!In labor force:!!Civilian:,8473.0,454.0
B23001_056E Male:!!55 to 59 years:!!In labor force:!!Civilian:!!Employed,7582.0,421.0
B23001_057E Male:!!55 to 59 years:!!In labor force:!!Civilian:!!Unemployed,891.0,33.0
B23001_058E Male:!!55 to 59 years:!!Not in labor force,2890.0,289.0
B23001_059E Male:!!60 and 61 years:,3930.0,205.0
B23001_060E Male:!!60 and 61 years:!!In labor force:,2537.0,118.0
B23001_061E Male:!!60 and 61 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_062E Male:!!60 and 61 years:!!In labor force:!!Civilian:,2537.0,118.0
B23001_063E Male:!!60 and 61 years:!!In labor force:!!Civilian:!!Employed,2271.0,90.0
B23001_064E Male:!!60 and 61 years:!!In labor force:!!Civilian:!!Unemployed,266.0,28.0
B23001_065E Male:!!60 and 61 years:!!Not in labor force,1393.0,87.0
B23001_066E Male:!!62 to 64 years:,5921.0,228.0
B23001_067E Male:!!62 to 64 years:!!In labor force:,3225.0,82.0
B23001_068E Male:!!62 to 64 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_069E Male:!!62 to 64 years:!!In labor force:!!Civilian:,3225.0,82.0
B23001_070E Male:!!62 to 64 years:!!In labor force:!!Civilian:!!Employed,2852.0,48.0
B23001_071E Male:!!62 to 64 years:!!In labor force:!!Civilian:!!Unemployed,373.0,34.0
B23001_072E Male:!!62 to 64 years:!!Not in labor force,2696.0,146.0
B23001_073E Male:!!65 to 69 years:,6150.0,282.0
B23001_074E Male:!!65 to 69 years:!!In labor force:,2294.0,80.0
B23001_075E Male:!!65 to 69 years:!!In labor force:!!Employed,2118.0,55.0
B23001_076E Male:!!65 to 69 years:!!In labor force:!!Unemployed,176.0,25.0
B23001_077E Male:!!65 to 69 years:!!Not in labor force,3856.0,202.0
B23001_078E Male:!!70 to 74 years:,4682.0,204.0
B23001_079E Male:!!70 to 74 years:!!In labor force:,1042.0,27.0
B23001_080E Male:!!70 to 74 years:!!In labor force:!!Employed,995.0,27.0
B23001_081E Male:!!70 to 74 years:!!In labor force:!!Unemployed,47.0,0.0
B23001_082E Male:!!70 to 74 years:!!Not in labor force,3640.0,177.0
B23001_083E Male:!!75 years and over:,7699.0,273.0
B23001_084E Male:!!75 years and over:!!In labor force:,520.0,18.0
B23001_085E Male:!!75 years and over:!!In labor force:!!Employed,507.0,18.0
B23001_086E Male:!!75 years and over:!!In labor force:!!Unemployed,13.0,0.0
B23001_087E Male:!!75 years and over:!!Not in labor force,7179.0,255.0
B23001_088E Female:,165759.0,13566.0
B23001_089E Female:!!16 to 19 years:,9663.0,1098.0
B23001_090E Female:!!16 to 19 years:!!In labor force:,2451.0,259.0
B23001_091E Female:!!16 to 19 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_092E Female:!!16 to 19 years:!!In labor force:!!Civilian:,2451.0,259.0
B23001_093E Female:!!16 to 19 years:!!In labor force:!!Civilian:!!Employed,1565.0,130.0
B23001_094E Female:!!16 to 19 years:!!In labor force:!!Civilian:!!Unemployed,886.0,129.0
B23001_095E Female:!!16 to 19 years:!!Not in labor force,7212.0,839.0
B23001_096E Female:!!20 and 21 years:,4890.0,561.0
B23001_097E Female:!!20 and 21 years:!!In labor force:,3069.0,253.0
B23001_098E Female:!!20 and 21 years:!!In labor force:!!In Armed Forces,13.0,0.0
B23001_099E Female:!!20 and 21 years:!!In labor force:!!Civilian:,3056.0,253.0
B23001_100E Female:!!20 and 21 years:!!In labor force:!!Civilian:!!Employed,2502.0,181.0
B23001_101E Female:!!20 and 21 years:!!In labor force:!!Civilian:!!Unemployed,554.0,72.0
B23001_102E Female:!!20 and 21 years:!!Not in labor force,1821.0,308.0
B23001_103E Female:!!22 to 24 years:,8699.0,817.0
B23001_104E Female:!!22 to 24 years:!!In labor force:,6213.0,508.0
B23001_105E Female:!!22 to 24 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_106E Female:!!22 to 24 years:!!In labor force:!!Civilian:,6213.0,508.0
B23001_107E Female:!!22 to 24 years:!!In labor force:!!Civilian:!!Employed,4967.0,251.0
B23001_108E Female:!!22 to 24 years:!!In labor force:!!Civilian:!!Unemployed,1246.0,257.0
B23001_109E Female:!!22 to 24 years:!!Not in labor force,2486.0,309.0
B23001_110E Female:!!25 to 29 years:,17085.0,1590.0
B23001_111E Female:!!25 to 29 years:!!In labor force:,12836.0,1032.0
B23001_112E Female:!!25 to 29 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_113E Female:!!25 to 29 years:!!In labor force:!!Civilian:,12836.0,1032.0
B23001_114E Female:!!25 to 29 years:!!In labor force:!!Civilian:!!Employed,11299.0,941.0
B23001_115E Female:!!25 to 29 years:!!In labor force:!!Civilian:!!Unemployed,1537.0,91.0
B23001_116E Female:!!25 to 29 years:!!Not in labor force,4249.0,558.0
B23001_117E Female:!!30 to 34 years:,17344.0,1351.0
B23001_118E Female:!!30 to 34 years:!!In labor force:,13384.0,818.0
B23001_119E Female:!!30 to 34 years:!!In labor force:!!In Armed Forces,7.0,0.0
B23001_120E Female:!!30 to 34 years:!!In labor force:!!Civilian:,13377.0,818.0
B23001_121E Female:!!30 to 34 years:!!In labor force:!!Civilian:!!Employed,12038.0,739.0
B23001_122E Female:!!30 to 34 years:!!In labor force:!!Civilian:!!Unemployed,1339.0,79.0
B23001_123E Female:!!30 to 34 years:!!Not in labor force,3960.0,533.0
B23001_124E Female:!!35 to 44 years:,31275.0,2727.0
B23001_125E Female:!!35 to 44 years:!!In labor force:,24317.0,1941.0
B23001_126E Female:!!35 to 44 years:!!In labor force:!!In Armed Forces,34.0,0.0
B23001_127E Female:!!35 to 44 years:!!In labor force:!!Civilian:,24283.0,1941.0
B23001_128E Female:!!35 to 44 years:!!In labor force:!!Civilian:!!Employed,21886.0,1668.0
B23001_129E Female:!!35 to 44 years:!!In labor force:!!Civilian:!!Unemployed,2397.0,273.0
B23001_130E Female:!!35 to 44 years:!!Not in labor force,6958.0,786.0
B23001_131E Female:!!45 to 54 years:,26302.0,2369.0
B23001_132E Female:!!45 to 54 years:!!In labor force:,19346.0,1501.0
B23001_133E Female:!!45 to 54 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_134E Female:!!45 to 54 years:!!In labor force:!!Civilian:,19346.0,1501.0
B23001_135E Female:!!45 to 54 years:!!In labor force:!!Civilian:!!Employed,17724.0,1347.0
B23001_136E Female:!!45 to 54 years:!!In labor force:!!Civilian:!!Unemployed,1622.0,154.0
B23001_137E Female:!!45 to 54 years:!!Not in labor force,6956.0,868.0
B23001_138E Female:!!55 to 59 years:,13419.0,916.0
B23001_139E Female:!!55 to 59 years:!!In labor force:,8775.0,462.0
B23001_140E Female:!!55 to 59 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_141E Female:!!55 to 59 years:!!In labor force:!!Civilian:,8775.0,462.0
B23001_142E Female:!!55 to 59 years:!!In labor force:!!Civilian:!!Employed,7843.0,363.0
B23001_143E Female:!!55 to 59 years:!!In labor force:!!Civilian:!!Unemployed,932.0,99.0
B23001_144E Female:!!55 to 59 years:!!Not in labor force,4644.0,454.0
B23001_145E Female:!!60 and 61 years:,4458.0,231.0
B23001_146E Female:!!60 and 61 years:!!In labor force:,2889.0,144.0
B23001_147E Female:!!60 and 61 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_148E Female:!!60 and 61 years:!!In labor force:!!Civilian:,2889.0,144.0
B23001_149E Female:!!60 and 61 years:!!In labor force:!!Civilian:!!Employed,2491.0,113.0
B23001_150E Female:!!60 and 61 years:!!In labor force:!!Civilian:!!Unemployed,398.0,31.0
B23001_151E Female:!!60 and 61 years:!!Not in labor force,1569.0,87.0
B23001_152E Female:!!62 to 64 years:,6503.0,280.0
B23001_153E Female:!!62 to 64 years:!!In labor force:,3117.0,136.0
B23001_154E Female:!!62 to 64 years:!!In labor force:!!In Armed Forces,0.0,0.0
B23001_155E Female:!!62 to 64 years:!!In labor force:!!Civilian:,3117.0,136.0
B23001_156E Female:!!62 to 64 years:!!In labor force:!!Civilian:!!Employed,2919.0,123.0
B23001_157E Female:!!62 to 64 years:!!In labor force:!!Civilian:!!Unemployed,198.0,13.0
B23001_158E Female:!!62 to 64 years:!!Not in labor force,3386.0,144.0
B23001_159E Female:!!65 to 69 years:,7464.0,652.0
B23001_160E Female:!!65 to 69 years:!!In labor force:,2492.0,198.0
B23001_161E Female:!!65 to 69 years:!!In labor force:!!Employed,2356.0,182.0
B23001_162E Female:!!65 to 69 years:!!In labor force:!!Unemployed,136.0,16.0
B23001_163E Female:!!65 to 69 years:!!Not in labor force,4972.0,454.0
B23001_164E Female:!!70 to 74 years:,5519.0,317.0
B23001_165E Female:!!70 to 74 years:!!In labor force:,732.0,82.0
B23001_166E Female:!!70 to 74 years:!!In labor force:!!Employed,694.0,82.0
B23001_167E Female:!!70 to 74 years:!!In labor force:!!Unemployed,38.0,0.0
B23001_168E Female:!!70 to 74 years:!!Not in labor force,4787.0,235.0
B23001_169E Female:!!75 years and over:,13138.0,657.0
B23001_170E Female:!!75 years and over:!!In labor force:,652.0,30.0
B23001_171E Female:!!75 years and over:!!In labor force:!!Employed,603.0,30.0
B23001_172E Female:!!75 years and over:!!In labor force:!!Unemployed,49.0,0.0
B23001_173E Female:!!75 years and over:!!Not in labor force,12486.0,627.0
B23001_001M Standard Error For!!Total:,837.6899696048632,760.3125811365634
B23001_002M Standard Error For!!Male:,972.644376899696,482.2209284792769
B23001_003M Standard Error For!!Male:!!16 to 19 years:,440.12158054711244,148.788463447518
B23001_004M Standard Error For!!Male:!!16 to 19 years:!!In labor force:,218.8449848024316,98.71262312551703
B23001_005M Standard Error For!!Male:!!16 to 19 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_006M Standard Error For!!Male:!!16 to 19 years:!!In labor force:!!Civilian:,218.8449848024316,98.71262312551703
B23001_007M Standard Error For!!Male:!!16 to 19 years:!!In labor force:!!Civilian:!!Employed,153.19148936170214,62.81138651958415
B23001_008M Standard Error For!!Male:!!16 to 19 years:!!In labor force:!!Civilian:!!Unemployed,141.64133738601822,72.59794270821207
B23001_009M Standard Error For!!Male:!!16 to 19 years:!!Not in labor force,351.9756838905775,113.07971327234185
B23001_010M Standard Error For!!Male:!!20 and 21 years:,277.81155015197567,127.9010597738289
B23001_011M Standard Error For!!Male:!!20 and 21 years:!!In labor force:,231.6109422492401,104.78698607613308
B23001_012M Standard Error For!!Male:!!20 and 21 years:!!In labor force:!!In Armed Forces,21.88449848024316,25.912634025467614
B23001_013M Standard Error For!!Male:!!20 and 21 years:!!In labor force:!!Civilian:,229.7872340425532,104.78698607613308
B23001_014M Standard Error For!!Male:!!20 and 21 years:!!In labor force:!!Civilian:!!Employed,193.9209726443769,96.27152775600804
B23001_015M Standard Error For!!Male:!!20 and 21 years:!!In labor force:!!Civilian:!!Unemployed,144.07294832826747,42.15620291206276
B23001_016M Standard Error For!!Male:!!20 and 21 years:!!Not in labor force,158.66261398176292,72.63610996951451
B23001_017M Standard Error For!!Male:!!22 to 24 years:,373.25227963525833,136.73217735824414
B23001_018M Standard Error For!!Male:!!22 to 24 years:!!In labor force:,325.83586626139817,121.40260534710451
B23001_019M Standard Error For!!Male:!!22 to 24 years:!!In labor force:!!In Armed Forces,13.98176291793313,26.995262384406708
B23001_020M Standard Error For!!Male:!!22 to 24 years:!!In labor force:!!Civilian:,327.0516717325228,122.51766503933322
B23001_021M Standard Error For!!Male:!!22 to 24 years:!!In labor force:!!Civilian:!!Employed,269.30091185410333,102.22531154218737
B23001_022M Standard Error For!!Male:!!22 to 24 years:!!In labor force:!!Civilian:!!Unemployed,163.5258358662614,75.17621258870395
B23001_023M Standard Error For!!Male:!!22 to 24 years:!!Not in labor force,218.2370820668693,64.46349199540816
B23001_024M Standard Error For!!Male:!!25 to 29 years:,438.2978723404255,182.61786711856317
B23001_025M Standard Error For!!Male:!!25 to 29 years:!!In labor force:,412.7659574468085,163.50097550036077
B23001_026M Standard Error For!!Male:!!25 to 29 years:!!In labor force:!!In Armed Forces,53.495440729483285,25.912634025467614
B23001_027M Standard Error For!!Male:!!25 to 29 years:!!In labor force:!!Civilian:,417.629179331307,163.50097550036077
B23001_028M Standard Error For!!Male:!!25 to 29 years:!!In labor force:!!Civilian:!!Employed,423.1003039513678,152.8437216274064
B23001_029M Standard Error For!!Male:!!25 to 29 years:!!In labor force:!!Civilian:!!Unemployed,172.64437689969606,56.161132965261956
B23001_030M Standard Error For!!Male:!!25 to 29 years:!!Not in labor force,191.48936170212767,79.38427699723225
B23001_031M Standard Error For!!Male:!!30 to 34 years:,443.76899696048633,167.35331557128754
B23001_032M Standard Error For!!Male:!!30 to 34 years:!!In labor force:,446.8085106382979,157.54066512827072
B23001_033M Standard Error For!!Male:!!30 to 34 years:!!In labor force:!!In Armed Forces,31.003039513677813,25.912634025467614
B23001_034M Standard Error For!!Male:!!30 to 34 years:!!In labor force:!!Civilian:,440.12158054711244,157.54066512827072
B23001_035M Standard Error For!!Male:!!30 to 34 years:!!In labor force:!!Civilian:!!Employed,416.4133738601824,146.55878122341298
B23001_036M Standard Error For!!Male:!!30 to 34 years:!!In labor force:!!Civilian:!!Unemployed,195.74468085106383,60.860142219413135
B23001_037M Standard Error For!!Male:!!30 to 34 years:!!Not in labor force,197.56838905775075,59.97939428692825
B23001_038M Standard Error For!!Male:!!35 to 44 years:,523.4042553191489,231.54232363931456
B23001_039M Standard Error For!!Male:!!35 to 44 years:!!In labor force:,530.0911854103343,226.55206402500525
B23001_040M Standard Error For!!Male:!!35 to 44 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_041M Standard Error For!!Male:!!35 to 44 years:!!In labor force:!!Civilian:,530.0911854103343,226.55206402500525
B23001_042M Standard Error For!!Male:!!35 to 44 years:!!In labor force:!!Civilian:!!Employed,553.7993920972644,212.56525488250256
B23001_043M Standard Error For!!Male:!!35 to 44 years:!!In labor force:!!Civilian:!!Unemployed,192.70516717325228,87.52532836438158
B23001_044M Standard Error For!!Male:!!35 to 44 years:!!Not in labor force,260.18237082066867,73.62402362165439
B23001_045M Standard Error For!!Male:!!45 to 54 years:,505.1671732522796,188.45278946620968
B23001_046M Standard Error For!!Male:!!45 to 54 years:!!In labor force:,488.7537993920973,146.84469086671967
B23001_047M Standard Error For!!Male:!!45 to 54 years:!!In labor force:!!In Armed Forces,51.06382978723404,25.912634025467614
B23001_048M Standard Error For!!Male:!!45 to 54 years:!!In labor force:!!Civilian:,492.4012158054711,146.84469086671967
B23001_049M Standard Error For!!Male:!!45 to 54 years:!!In labor force:!!Civilian:!!Employed,485.7142857142857,131.35623302721572
B23001_050M Standard Error For!!Male:!!45 to 54 years:!!In labor force:!!Civilian:!!Unemployed,213.98176291793314,75.64909296357432
B23001_051M Standard Error For!!Male:!!45 to 54 years:!!Not in labor force,246.80851063829786,109.00460562070671
B23001_052M Standard Error For!!Male:!!55 to 59 years:,404.8632218844985,105.88158003224116
B23001_053M Standard Error For!!Male:!!55 to 59 years:!!In labor force:,311.85410334346506,81.1339521634466
B23001_054M Standard Error For!!Male:!!55 to 59 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_055M Standard Error For!!Male:!!55 to 59 years:!!In labor force:!!Civilian:,311.85410334346506,81.1339521634466
B23001_056M Standard Error For!!Male:!!55 to 59 years:!!In labor force:!!Civilian:!!Employed,297.2644376899696,79.49592209476342
B23001_057M Standard Error For!!Male:!!55 to 59 years:!!In labor force:!!Civilian:!!Unemployed,113.67781155015197,23.964016224227382
B23001_058M Standard Error For!!Male:!!55 to 59 years:!!Not in labor force,229.1793313069909,73.47580319958114
B23001_059M Standard Error For!!Male:!!60 and 61 years:,272.9483282674772,46.56709544609254
B23001_060M Standard Error For!!Male:!!60 and 61 years:!!In labor force:,218.8449848024316,36.519728379028784
B23001_061M Standard Error For!!Male:!!60 and 61 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_062M Standard Error For!!Male:!!60 and 61 years:!!In labor force:!!Civilian:,218.8449848024316,36.519728379028784
B23001_063M Standard Error For!!Male:!!60 and 61 years:!!In labor force:!!Civilian:!!Employed,210.94224924012158,34.409657624522566
B23001_064M Standard Error For!!Male:!!60 and 61 years:!!In labor force:!!Civilian:!!Unemployed,60.790273556231,25.401316007022707
B23001_065M Standard Error For!!Male:!!60 and 61 years:!!Not in labor force,155.01519756838906,37.51799179139081
B23001_066M Standard Error For!!Male:!!62 to 64 years:,341.6413373860182,56.528417440815524
B23001_067M Standard Error For!!Male:!!62 to 64 years:!!In labor force:,248.0243161094225,36.75173009165189
B23001_068M Standard Error For!!Male:!!62 to 64 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_069M Standard Error For!!Male:!!62 to 64 years:!!In labor force:!!Civilian:,248.0243161094225,36.75173009165189
B23001_070M Standard Error For!!Male:!!62 to 64 years:!!In labor force:!!Civilian:!!Employed,229.1793313069909,30.829719958920283
B23001_071M Standard Error For!!Male:!!62 to 64 years:!!In labor force:!!Civilian:!!Unemployed,76.59574468085107,30.224444728646937
B23001_072M Standard Error For!!Male:!!62 to 64 years:!!Not in labor force,231.0030395136778,48.42280138851704
B23001_073M Standard Error For!!Male:!!65 to 69 years:,285.7142857142857,67.33191730577697
B23001_074M Standard Error For!!Male:!!65 to 69 years:!!In labor force:,176.89969604863222,40.18140515419025
B23001_075M Standard Error For!!Male:!!65 to 69 years:!!In labor force:!!Employed,159.27051671732522,36.70645383453016
B23001_076M Standard Error For!!Male:!!65 to 69 years:!!In labor force:!!Unemployed,48.02431610942249,29.280473139920474
B23001_077M Standard Error For!!Male:!!65 to 69 years:!!Not in labor force,215.80547112462006,58.91640770912281
B23001_078M Standard Error For!!Male:!!70 to 74 years:,241.9452887537994,52.67749928483874
B23001_079M Standard Error For!!Male:!!70 to 74 years:!!In labor force:,102.73556231003039,28.441793471828777
B23001_080M Standard Error For!!Male:!!70 to 74 years:!!In labor force:!!Employed,104.55927051671732,28.441793471828777
B23001_081M Standard Error For!!Male:!!70 to 74 years:!!In labor force:!!Unemployed,26.13981762917933,25.912634025467614
B23001_082M Standard Error For!!Male:!!70 to 74 years:!!Not in labor force,246.20060790273556,49.71440316172856
B23001_083M Standard Error For!!Male:!!75 years and over:,238.90577507598783,63.42905033806174
B23001_084M Standard Error For!!Male:!!75 years and over:!!In labor force:,78.419452887538,25.61861094918599
B23001_085M Standard Error For!!Male:!!75 years and over:!!In labor force:!!Employed,78.419452887538,25.61861094918599
B23001_086M Standard Error For!!Male:!!75 years and over:!!In labor force:!!Unemployed,12.1580547112462,25.912634025467614
B23001_087M Standard Error For!!Male:!!75 years and over:!!Not in labor force,249.2401215805471,62.67886979195549
B23001_088M Standard Error For!!Female:,835.258358662614,430.8645457650604
B23001_089M Standard Error For!!Female:!!16 to 19 years:,330.09118541033433,132.88759361172595
B23001_090M Standard Error For!!Female:!!16 to 19 years:!!In labor force:,216.41337386018236,70.25683165693992
B23001_091M Standard Error For!!Female:!!16 to 19 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_092M Standard Error For!!Female:!!16 to 19 years:!!In labor force:!!Civilian:,216.41337386018236,70.25683165693992
B23001_093M Standard Error For!!Female:!!16 to 19 years:!!In labor force:!!Civilian:!!Employed,172.03647416413375,53.18714702205966
B23001_094M Standard Error For!!Female:!!16 to 19 years:!!In labor force:!!Civilian:!!Unemployed,133.1306990881459,48.787745233394055
B23001_095M Standard Error For!!Female:!!16 to 19 years:!!Not in labor force,288.14589665653494,118.09283204983456
B23001_096M Standard Error For!!Female:!!20 and 21 years:,339.8176291793313,96.01784740003538
B23001_097M Standard Error For!!Female:!!20 and 21 years:!!In labor force:,268.69300911854106,68.12308970888056
B23001_098M Standard Error For!!Female:!!20 and 21 years:!!In labor force:!!In Armed Forces,12.1580547112462,25.912634025467614
B23001_099M Standard Error For!!Female:!!20 and 21 years:!!In labor force:!!Civilian:,268.69300911854106,68.12308970888056
B23001_100M Standard Error For!!Female:!!20 and 21 years:!!In labor force:!!Civilian:!!Employed,250.45592705167172,61.00872603182677
B23001_101M Standard Error For!!Female:!!20 and 21 years:!!In labor force:!!Civilian:!!Unemployed,114.8936170212766,36.301516417832495
B23001_102M Standard Error For!!Female:!!20 and 21 years:!!Not in labor force,210.94224924012158,78.66646613043405
B23001_103M Standard Error For!!Female:!!22 to 24 years:,410.3343465045593,127.8533772803195
B23001_104M Standard Error For!!Female:!!22 to 24 years:!!In labor force:,364.741641337386,105.16365930492906
B23001_105M Standard Error For!!Female:!!22 to 24 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_106M Standard Error For!!Female:!!22 to 24 years:!!In labor force:!!Civilian:,364.741641337386,105.16365930492906
B23001_107M Standard Error For!!Female:!!22 to 24 years:!!In labor force:!!Civilian:!!Employed,327.0516717325228,67.87037349274794
B23001_108M Standard Error For!!Female:!!22 to 24 years:!!In labor force:!!Civilian:!!Unemployed,165.95744680851064,83.76934987860244
B23001_109M Standard Error For!!Female:!!22 to 24 years:!!Not in labor force,198.17629179331306,73.50346018330379
B23001_110M Standard Error For!!Female:!!25 to 29 years:,455.9270516717325,182.04327221481034
B23001_111M Standard Error For!!Female:!!25 to 29 years:!!In labor force:,417.02127659574467,146.98052311520772
B23001_112M Standard Error For!!Female:!!25 to 29 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_113M Standard Error For!!Female:!!25 to 29 years:!!In labor force:!!Civilian:,417.02127659574467,146.98052311520772
B23001_114M Standard Error For!!Female:!!25 to 29 years:!!In labor force:!!Civilian:!!Employed,412.7659574468085,142.6487518411064
B23001_115M Standard Error For!!Female:!!25 to 29 years:!!In labor force:!!Civilian:!!Unemployed,191.48936170212767,40.23654892005571
B23001_116M Standard Error For!!Female:!!25 to 29 years:!!Not in labor force,269.90881458966567,113.64692459477153
B23001_117M Standard Error For!!Female:!!30 to 34 years:,434.65045592705167,155.69788286799428
B23001_118M Standard Error For!!Female:!!30 to 34 years:!!In labor force:,395.74468085106383,125.37689965920515
B23001_119M Standard Error For!!Female:!!30 to 34 years:!!In labor force:!!In Armed Forces,6.686930091185411,25.912634025467614
B23001_120M Standard Error For!!Female:!!30 to 34 years:!!In labor force:!!Civilian:,395.1367781155015,125.37689965920515
B23001_121M Standard Error For!!Female:!!30 to 34 years:!!In labor force:!!Civilian:!!Employed,404.25531914893617,120.31560815969375
B23001_122M Standard Error For!!Female:!!30 to 34 years:!!In labor force:!!Civilian:!!Unemployed,141.03343465045592,41.408842227176656
B23001_123M Standard Error For!!Female:!!30 to 34 years:!!Not in labor force,283.28267477203644,100.23945610004856
B23001_124M Standard Error For!!Female:!!35 to 44 years:,480.24316109422494,211.93410986609203
B23001_125M Standard Error For!!Female:!!35 to 44 years:!!In labor force:,482.67477203647417,181.55135037365585
B23001_126M Standard Error For!!Female:!!35 to 44 years:!!In labor force:!!In Armed Forces,23.70820668693009,25.912634025467614
B23001_127M Standard Error For!!Female:!!35 to 44 years:!!In labor force:!!Civilian:,481.45896656534956,181.55135037365585
B23001_128M Standard Error For!!Female:!!35 to 44 years:!!In labor force:!!Civilian:!!Employed,503.3434650455927,167.07485360536788
B23001_129M Standard Error For!!Female:!!35 to 44 years:!!In labor force:!!Civilian:!!Unemployed,192.09726443768997,72.08455169138607
B23001_130M Standard Error For!!Female:!!35 to 44 years:!!Not in labor force,312.46200607902733,121.33257386709151
B23001_131M Standard Error For!!Female:!!45 to 54 years:,463.2218844984802,185.8393561511051
B23001_132M Standard Error For!!Female:!!45 to 54 years:!!In labor force:,450.4559270516717,146.1168551061984
B23001_133M Standard Error For!!Female:!!45 to 54 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_134M Standard Error For!!Female:!!45 to 54 years:!!In labor force:!!Civilian:,450.4559270516717,146.1168551061984
B23001_135M Standard Error For!!Female:!!45 to 54 years:!!In labor force:!!Civilian:!!Employed,454.1033434650456,141.0177121516073
B23001_136M Standard Error For!!Female:!!45 to 54 years:!!In labor force:!!Civilian:!!Unemployed,134.95440729483283,48.32731164584022
B23001_137M Standard Error For!!Female:!!45 to 54 years:!!Not in labor force,310.0303951367781,131.4054567202475
B23001_138M Standard Error For!!Female:!!55 to 59 years:,401.2158054711246,110.99844519201169
B23001_139M Standard Error For!!Female:!!55 to 59 years:!!In labor force:,377.5075987841945,77.39248857307986
B23001_140M Standard Error For!!Female:!!55 to 59 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_141M Standard Error For!!Female:!!55 to 59 years:!!In labor force:!!Civilian:,377.5075987841945,77.39248857307986
B23001_142M Standard Error For!!Female:!!55 to 59 years:!!In labor force:!!Civilian:!!Employed,351.36778115501517,64.46349199540816
B23001_143M Standard Error For!!Female:!!55 to 59 years:!!In labor force:!!Civilian:!!Unemployed,116.71732522796353,43.09254370443108
B23001_144M Standard Error For!!Female:!!55 to 59 years:!!Not in labor force,284.4984802431611,84.18959089246962
B23001_145M Standard Error For!!Female:!!60 and 61 years:,274.7720364741641,58.67442437453448
B23001_146M Standard Error For!!Female:!!60 and 61 years:!!In labor force:,201.82370820668692,44.559726648768205
B23001_147M Standard Error For!!Female:!!60 and 61 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_148M Standard Error For!!Female:!!60 and 61 years:!!In labor force:!!Civilian:,201.82370820668692,44.559726648768205
B23001_149M Standard Error For!!Female:!!60 and 61 years:!!In labor force:!!Civilian:!!Employed,196.96048632218844,39.15195668840028
B23001_150M Standard Error For!!Female:!!60 and 61 years:!!In labor force:!!Civilian:!!Unemployed,89.96960486322189,32.98397560182501
B23001_151M Standard Error For!!Female:!!60 and 61 years:!!Not in labor force,167.17325227963525,37.508140670887165
B23001_152M Standard Error For!!Female:!!62 to 64 years:,323.40425531914894,68.33702850300571
B23001_153M Standard Error For!!Female:!!62 to 64 years:!!In labor force:,215.80547112462006,51.32369828378221
B23001_154M Standard Error For!!Female:!!62 to 64 years:!!In labor force:!!In Armed Forces,18.237082066869302,25.912634025467614
B23001_155M Standard Error For!!Female:!!62 to 64 years:!!In labor force:!!Civilian:,215.80547112462006,51.32369828378221
B23001_156M Standard Error For!!Female:!!62 to 64 years:!!In labor force:!!Civilian:!!Employed,204.86322188449847,45.25099913421624
B23001_157M Standard Error For!!Female:!!62 to 64 years:!!In labor force:!!Civilian:!!Unemployed,50.45592705167173,28.363728017722075
B23001_158M Standard Error For!!Female:!!62 to 64 years:!!Not in labor force,229.1793313069909,46.21660257446374
B23001_159M Standard Error For!!Female:!!65 to 69 years:,311.85410334346506,95.93313821071787
B23001_160M Standard Error For!!Female:!!65 to 69 years:!!In labor force:,164.74164133738603,59.5527533156279
B23001_161M Standard Error For!!Female:!!65 to 69 years:!!In labor force:!!Employed,167.78115501519756,59.22607639547039
B23001_162M Standard Error For!!Female:!!65 to 69 years:!!In labor force:!!Unemployed,48.6322188449848,24.543014271351183
B23001_163M Standard Error For!!Female:!!65 to 69 years:!!Not in labor force,287.53799392097267,79.74655208329915
B23001_164M Standard Error For!!Female:!!70 to 74 years:,321.580547112462,72.1332375644563
B23001_165M Standard Error For!!Female:!!70 to 74 years:!!In labor force:,100.30395136778115,39.0243254606785
B23001_166M Standard Error For!!Female:!!70 to 74 years:!!In labor force:!!Employed,99.69604863221885,39.0243254606785
B23001_167M Standard Error For!!Female:!!70 to 74 years:!!In labor force:!!Unemployed,18.237082066869302,25.912634025467614
B23001_168M Standard Error For!!Female:!!70 to 74 years:!!Not in labor force,293.6170212765957,62.77901937285777
