,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,county
06075021200,1514.0,76.0,258.0,418.0,589.0,136.0,37.0,sfr
06075021300,1303.0,73.0,252.0,433.0,489.0,56.0,0.0,sfr
06075021400,1821.0,37.0,732.0,635.0,312.0,105.0,0.0,sfr
06075021500,2729.0,120.0,979.0,1081.0,380.0,100.0,69.0,sfr
06075021600,2365.0,138.0,635.0,807.0,576.0,209.0,0.0,sfr
06075021700,2060.0,81.0,588.0,406.0,653.0,269.0,63.0,sfr
06075021800,1956.0,49.0,345.0,790.0,489.0,206.0,77.0,sfr
06075022600,748.0,91.0,263.0,218.0,73.0,52.0,51.0,sfr
06075022702,1074.0,114.0,213.0,376.0,283.0,88.0,0.0,sfr
06075022704,1604.0,64.0,393.0,634.0,454.0,46.0,13.0,sfr
06075022801,1700.0,83.0,390.0,708.0,446.0,30.0,43.0,sfr
06075022802,669.0,24.0,141.0,227.0,229.0,35.0,13.0,sfr
06075022803,1660.0,111.0,409.0,635.0,310.0,151.0,44.0,sfr
06075022901,1533.0,136.0,325.0,578.0,375.0,97.0,22.0,sfr
06075022902,900.0,23.0,108.0,417.0,254.0,50.0,48.0,sfr
06075022903,1169.0,112.0,180.0,506.0,293.0,68.0,10.0,sfr
06075023001,1449.0,40.0,81.0,624.0,479.0,208.0,17.0,sfr
06075023003,1227.0,0.0,64.0,439.0,580.0,135.0,9.0,sfr
06075023102,1338.0,95.0,255.0,336.0,464.0,188.0,0.0,sfr
06075023103,1459.0,39.0,157.0,625.0,387.0,237.0,14.0,sfr
06075023200,1410.0,35.0,118.0,498.0,512.0,175.0,72.0,sfr
06075023300,726.0,38.0,20.0,220.0,289.0,119.0,40.0,sfr
06075023400,1092.0,118.0,156.0,324.0,321.0,116.0,57.0,sfr
06075025100,1364.0,6.0,193.0,434.0,478.0,208.0,45.0,sfr
06075025200,2257.0,0.0,283.0,972.0,730.0,255.0,17.0,sfr
06075025300,1936.0,143.0,442.0,752.0,405.0,194.0,0.0,sfr
06075025401,1377.0,0.0,235.0,619.0,433.0,90.0,0.0,sfr
06075025402,1128.0,13.0,80.0,573.0,351.0,111.0,0.0,sfr
06075025403,1567.0,49.0,255.0,647.0,433.0,88.0,95.0,sfr
06075025500,2388.0,61.0,254.0,1154.0,597.0,160.0,162.0,sfr
06075025600,1560.0,0.0,36.0,715.0,515.0,182.0,112.0,sfr
06075025701,1407.0,18.0,63.0,665.0,439.0,206.0,16.0,sfr
06075025702,1283.0,0.0,250.0,430.0,515.0,50.0,38.0,sfr
06075025800,638.0,39.0,178.0,134.0,237.0,19.0,31.0,sfr
06075025900,1383.0,0.0,47.0,339.0,528.0,375.0,94.0,sfr
06075026001,1593.0,13.0,231.0,570.0,420.0,243.0,116.0,sfr
06075026002,1028.0,23.0,93.0,427.0,337.0,148.0,0.0,sfr
06075026003,1368.0,10.0,81.0,654.0,342.0,236.0,45.0,sfr
06075026004,1211.0,21.0,114.0,582.0,256.0,116.0,122.0,sfr
06075026100,1796.0,120.0,184.0,647.0,552.0,226.0,67.0,sfr
06075026200,1984.0,58.0,376.0,773.0,418.0,205.0,154.0,sfr
06075026301,1206.0,63.0,141.0,449.0,340.0,172.0,41.0,sfr
06075026302,1453.0,32.0,182.0,589.0,485.0,71.0,94.0,sfr
06075026303,1286.0,0.0,63.0,447.0,469.0,219.0,88.0,sfr
06075026401,1040.0,0.0,61.0,354.0,377.0,220.0,28.0,sfr
06075026402,1105.0,0.0,91.0,332.0,449.0,218.0,15.0,sfr
06075026403,1132.0,49.0,47.0,410.0,387.0,169.0,70.0,sfr
06075026404,701.0,24.0,12.0,273.0,196.0,179.0,17.0,sfr
06075030101,2152.0,129.0,794.0,574.0,480.0,94.0,81.0,sfr
06075030102,2499.0,132.0,726.0,875.0,495.0,271.0,0.0,sfr
06075030201,1881.0,87.0,694.0,632.0,294.0,148.0,26.0,sfr
06075030202,2206.0,106.0,726.0,908.0,320.0,105.0,41.0,sfr
06075030301,2555.0,51.0,349.0,832.0,928.0,364.0,31.0,sfr
06075030302,1409.0,0.0,12.0,527.0,562.0,258.0,50.0,sfr
06075030400,2036.0,13.0,50.0,640.0,674.0,502.0,157.0,sfr
06075030500,1069.0,63.0,65.0,299.0,456.0,143.0,43.0,sfr
06075030600,899.0,0.0,30.0,336.0,397.0,136.0,0.0,sfr
06075030700,2795.0,0.0,19.0,990.0,1303.0,388.0,95.0,sfr
06075030800,2245.0,22.0,125.0,491.0,1020.0,374.0,213.0,sfr
06075030900,2469.0,24.0,31.0,349.0,1204.0,603.0,258.0,sfr
06075031000,1343.0,55.0,70.0,427.0,517.0,202.0,72.0,sfr
06075031100,2622.0,13.0,310.0,939.0,1040.0,230.0,90.0,sfr
06075031201,1758.0,53.0,252.0,821.0,391.0,212.0,29.0,sfr
06075031202,877.0,0.0,28.0,374.0,287.0,166.0,22.0,sfr
06075031301,1288.0,0.0,31.0,531.0,489.0,140.0,97.0,sfr
06075031302,1946.0,20.0,419.0,862.0,521.0,99.0,25.0,sfr
06075031400,1931.0,61.0,312.0,632.0,513.0,220.0,193.0,sfr
06075032601,1823.0,73.0,646.0,491.0,393.0,157.0,63.0,sfr
06075032602,1745.0,66.0,193.0,825.0,430.0,207.0,24.0,sfr
06075032700,2431.0,99.0,253.0,1198.0,560.0,299.0,22.0,sfr
06075032801,1542.0,0.0,197.0,629.0,500.0,178.0,38.0,sfr
06075032802,1511.0,0.0,150.0,724.0,479.0,91.0,67.0,sfr
06075032901,1789.0,0.0,69.0,680.0,844.0,131.0,65.0,sfr
06075032902,1326.0,0.0,65.0,695.0,400.0,120.0,46.0,sfr
06075033000,2746.0,19.0,319.0,1115.0,877.0,289.0,127.0,sfr
06075033100,1509.0,0.0,9.0,376.0,685.0,281.0,158.0,sfr
06075033201,883.0,0.0,306.0,411.0,131.0,26.0,9.0,sfr
06075033203,1609.0,0.0,546.0,975.0,77.0,11.0,0.0,sfr
06075033204,1749.0,0.0,607.0,1070.0,72.0,0.0,0.0,sfr
06075035100,2813.0,17.0,370.0,1309.0,823.0,235.0,59.0,sfr
06075035201,1991.0,48.0,280.0,987.0,470.0,176.0,30.0,sfr
06075035202,1862.0,70.0,477.0,751.0,444.0,101.0,19.0,sfr
06075035300,2486.0,54.0,155.0,684.0,1285.0,236.0,72.0,sfr
06075035400,2362.0,100.0,331.0,1147.0,577.0,177.0,30.0,sfr
06075040100,2133.0,139.0,780.0,806.0,240.0,132.0,36.0,sfr
06075040200,2524.0,129.0,706.0,829.0,604.0,132.0,124.0,sfr
06075042601,1863.0,101.0,481.0,917.0,283.0,67.0,14.0,sfr
06075042602,1570.0,12.0,578.0,428.0,464.0,60.0,28.0,sfr
06075042700,2541.0,252.0,635.0,926.0,570.0,43.0,115.0,sfr
06075042800,1032.0,9.0,10.0,232.0,341.0,204.0,236.0,sfr
06075045100,2232.0,78.0,532.0,900.0,451.0,198.0,73.0,sfr
06075045200,2983.0,142.0,713.0,1220.0,539.0,296.0,73.0,sfr
06075047600,2398.0,12.0,492.0,1144.0,651.0,61.0,38.0,sfr
06075047701,2071.0,117.0,589.0,805.0,376.0,167.0,17.0,sfr
06075047702,1636.0,71.0,301.0,580.0,453.0,131.0,100.0,sfr
06075047801,1778.0,19.0,237.0,937.0,449.0,109.0,27.0,sfr
06075047802,1679.0,123.0,286.0,632.0,497.0,89.0,52.0,sfr
06075047901,2776.0,152.0,435.0,1093.0,880.0,95.0,121.0,sfr
06075047902,1615.0,96.0,352.0,560.0,347.0,147.0,113.0,sfr
06075060100,1234.0,36.0,29.0,397.0,327.0,221.0,224.0,sfr
06075060400,1645.0,406.0,818.0,285.0,127.0,0.0,9.0,sfr
06075060502,1029.0,4.0,84.0,643.0,257.0,28.0,13.0,sfr
06075060700,3324.0,351.0,1434.0,1259.0,158.0,122.0,0.0,sfr
06075061000,1095.0,0.0,116.0,410.0,309.0,221.0,39.0,sfr
06075061100,2427.0,1413.0,426.0,336.0,124.0,73.0,55.0,sfr
06075061200,1218.0,0.0,229.0,385.0,346.0,187.0,71.0,sfr
06075061400,2596.0,126.0,551.0,943.0,832.0,134.0,10.0,sfr
06075061500,7206.0,1269.0,2858.0,2722.0,264.0,80.0,13.0,sfr
06075980200,93.0,0.0,9.0,53.0,22.0,0.0,9.0,sfr
06075980300,21.0,0.0,21.0,0.0,0.0,0.0,0.0,sfr
06075980401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sfr
06075980501,275.0,0.0,141.0,44.0,79.0,0.0,11.0,sfr
06075980600,163.0,0.0,0.0,80.0,71.0,12.0,0.0,sfr
06075980900,227.0,29.0,126.0,49.0,23.0,0.0,0.0,sfr
06075990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sfr
06081600100,2018.0,69.0,376.0,751.0,554.0,203.0,65.0,san
06081600200,1096.0,24.0,38.0,325.0,377.0,258.0,74.0,san
06081600300,1340.0,62.0,62.0,190.0,680.0,326.0,20.0,san
06081600401,1110.0,0.0,37.0,652.0,282.0,118.0,21.0,san
06081600402,1255.0,0.0,135.0,380.0,412.0,225.0,103.0,san
06081600500,2194.0,20.0,133.0,683.0,935.0,371.0,52.0,san
06081600600,1515.0,89.0,245.0,528.0,515.0,126.0,12.0,san
06081600700,2079.0,72.0,234.0,791.0,581.0,276.0,125.0,san
06081600800,3005.0,320.0,1625.0,907.0,81.0,0.0,72.0,san
06081600900,1522.0,11.0,67.0,557.0,628.0,208.0,51.0,san
06081601000,2059.0,18.0,0.0,200.0,1213.0,491.0,137.0,san
06081601100,1955.0,0.0,120.0,576.0,870.0,323.0,66.0,san
06081601200,2116.0,104.0,161.0,816.0,889.0,131.0,15.0,san
06081601300,2612.0,27.0,1030.0,747.0,673.0,118.0,17.0,san
06081601400,1966.0,30.0,269.0,253.0,890.0,345.0,179.0,san
06081601501,1355.0,0.0,59.0,106.0,617.0,413.0,160.0,san
06081601502,1700.0,275.0,706.0,443.0,98.0,87.0,91.0,san
06081601601,944.0,9.0,47.0,457.0,351.0,56.0,24.0,san
06081601603,1990.0,86.0,218.0,265.0,984.0,402.0,35.0,san
06081601604,1271.0,73.0,561.0,354.0,222.0,61.0,0.0,san
06081601605,1768.0,0.0,11.0,77.0,1016.0,609.0,55.0,san
06081601700,1353.0,14.0,0.0,121.0,1054.0,153.0,11.0,san
06081601800,2110.0,11.0,30.0,249.0,1405.0,380.0,35.0,san
06081601901,1497.0,0.0,254.0,380.0,656.0,138.0,69.0,san
06081601902,2074.0,45.0,553.0,978.0,344.0,154.0,0.0,san
06081602000,2647.0,38.0,53.0,738.0,1242.0,473.0,103.0,san
06081602100,1025.0,0.0,209.0,471.0,233.0,107.0,5.0,san
06081602200,2630.0,131.0,566.0,1154.0,636.0,87.0,56.0,san
06081602300,1199.0,37.0,122.0,258.0,555.0,210.0,17.0,san
06081602400,2702.0,227.0,501.0,590.0,939.0,351.0,94.0,san
06081602500,1546.0,13.0,38.0,114.0,353.0,887.0,141.0,san
06081602600,2619.0,0.0,68.0,918.0,1071.0,547.0,15.0,san
06081602700,1956.0,0.0,337.0,449.0,713.0,429.0,28.0,san
06081602800,1546.0,8.0,75.0,250.0,746.0,361.0,106.0,san
06081602900,1707.0,37.0,523.0,411.0,546.0,169.0,21.0,san
06081603000,1977.0,84.0,567.0,664.0,486.0,158.0,18.0,san
06081603100,1273.0,13.0,76.0,237.0,734.0,173.0,40.0,san
06081603200,1482.0,8.0,48.0,178.0,911.0,294.0,43.0,san
06081603300,2444.0,47.0,82.0,261.0,1412.0,478.0,164.0,san
06081603400,2167.0,0.0,196.0,357.0,726.0,797.0,91.0,san
06081603700,1704.0,0.0,0.0,77.0,1142.0,408.0,77.0,san
06081603801,2008.0,588.0,873.0,457.0,70.0,20.0,0.0,san
06081603802,1894.0,0.0,168.0,151.0,1165.0,347.0,63.0,san
06081603900,2047.0,81.0,484.0,441.0,826.0,193.0,22.0,san
06081604000,1132.0,0.0,21.0,231.0,561.0,288.0,31.0,san
06081604101,2615.0,59.0,568.0,1198.0,575.0,144.0,71.0,san
06081604102,1387.0,158.0,854.0,337.0,38.0,0.0,0.0,san
06081604200,1104.0,43.0,190.0,409.0,303.0,130.0,29.0,san
06081604400,1648.0,81.0,438.0,581.0,337.0,197.0,14.0,san
06081604500,1423.0,120.0,180.0,211.0,706.0,180.0,26.0,san
06081604600,976.0,0.0,0.0,15.0,628.0,299.0,34.0,san
06081604700,1065.0,10.0,104.0,138.0,435.0,285.0,93.0,san
06081604800,2086.0,0.0,375.0,795.0,707.0,167.0,42.0,san
06081604900,1339.0,0.0,104.0,251.0,563.0,341.0,80.0,san
06081605000,2910.0,15.0,495.0,377.0,887.0,803.0,333.0,san
06081605100,1362.0,72.0,476.0,371.0,302.0,141.0,0.0,san
06081605200,1296.0,0.0,100.0,200.0,499.0,416.0,81.0,san
06081605300,1864.0,143.0,358.0,502.0,514.0,269.0,78.0,san
06081605400,2676.0,308.0,648.0,866.0,605.0,150.0,99.0,san
06081605500,2769.0,254.0,1318.0,811.0,245.0,69.0,72.0,san
06081605600,2021.0,0.0,0.0,20.0,377.0,1020.0,604.0,san
06081605700,1834.0,0.0,0.0,20.0,409.0,823.0,582.0,san
06081605800,1067.0,0.0,131.0,269.0,269.0,223.0,175.0,san
06081605900,2709.0,315.0,867.0,1182.0,303.0,42.0,0.0,san
06081606000,2338.0,321.0,802.0,750.0,366.0,68.0,31.0,san
06081606100,1378.0,35.0,149.0,398.0,553.0,133.0,110.0,san
06081606200,2384.0,52.0,521.0,1072.0,584.0,133.0,22.0,san
06081606300,1982.0,149.0,511.0,1004.0,283.0,7.0,28.0,san
06081606400,2756.0,319.0,757.0,1152.0,381.0,134.0,13.0,san
06081606500,1383.0,10.0,92.0,191.0,495.0,470.0,125.0,san
06081606600,1453.0,22.0,286.0,549.0,425.0,139.0,32.0,san
06081606700,973.0,9.0,34.0,137.0,556.0,198.0,39.0,san
06081606800,1335.0,43.0,98.0,88.0,600.0,371.0,135.0,san
06081606900,894.0,0.0,0.0,86.0,250.0,500.0,58.0,san
06081607000,1474.0,4.0,267.0,369.0,533.0,212.0,89.0,san
06081607100,1150.0,0.0,13.0,112.0,666.0,305.0,54.0,san
06081607200,1761.0,120.0,510.0,793.0,322.0,8.0,8.0,san
06081607300,1373.0,0.0,41.0,154.0,901.0,205.0,72.0,san
06081607400,1897.0,42.0,465.0,774.0,405.0,199.0,12.0,san
06081607500,1684.0,37.0,521.0,514.0,525.0,87.0,0.0,san
06081607600,1306.0,57.0,227.0,284.0,529.0,158.0,51.0,san
06081607701,1238.0,8.0,175.0,355.0,401.0,259.0,40.0,san
06081607702,814.0,0.0,10.0,76.0,568.0,69.0,91.0,san
06081607800,959.0,0.0,51.0,20.0,731.0,106.0,51.0,san
06081607900,1799.0,30.0,671.0,788.0,292.0,18.0,0.0,san
06081608001,1505.0,21.0,364.0,656.0,209.0,178.0,77.0,san
06081608002,1390.0,0.0,0.0,301.0,649.0,409.0,31.0,san
06081608004,2902.0,38.0,731.0,1197.0,552.0,293.0,91.0,san
06081608013,1553.0,16.0,177.0,533.0,526.0,223.0,78.0,san
06081608023,881.0,0.0,0.0,26.0,380.0,455.0,20.0,san
06081608100,1330.0,0.0,146.0,327.0,447.0,318.0,92.0,san
06081608200,1344.0,0.0,209.0,249.0,397.0,400.0,89.0,san
06081608300,1363.0,34.0,411.0,240.0,276.0,326.0,76.0,san
06081608400,2345.0,31.0,580.0,920.0,581.0,198.0,35.0,san
06081608501,1820.0,17.0,182.0,424.0,1042.0,105.0,50.0,san
06081608502,1208.0,19.0,413.0,391.0,170.0,177.0,38.0,san
06081608600,1834.0,61.0,572.0,371.0,639.0,191.0,0.0,san
06081608700,2828.0,90.0,414.0,628.0,992.0,552.0,152.0,san
06081608800,2185.0,0.0,17.0,161.0,1116.0,676.0,215.0,san
06081608900,3121.0,322.0,918.0,868.0,570.0,324.0,119.0,san
06081609000,987.0,0.0,81.0,125.0,628.0,153.0,0.0,san
06081609100,581.0,0.0,61.0,238.0,192.0,81.0,9.0,san
06081609201,1597.0,117.0,195.0,630.0,516.0,130.0,9.0,san
06081609202,1898.0,49.0,805.0,566.0,385.0,61.0,32.0,san
06081609300,1268.0,0.0,125.0,276.0,620.0,176.0,71.0,san
06081609400,1129.0,0.0,8.0,266.0,525.0,272.0,58.0,san
06081609500,1798.0,9.0,76.0,262.0,827.0,504.0,120.0,san
06081609601,1218.0,10.0,74.0,325.0,469.0,219.0,121.0,san
06081609602,675.0,0.0,0.0,147.0,314.0,155.0,59.0,san
06081609603,2171.0,0.0,31.0,486.0,989.0,575.0,90.0,san
06081609700,1672.0,24.0,101.0,187.0,586.0,587.0,187.0,san
06081609800,1733.0,64.0,128.0,305.0,827.0,314.0,95.0,san
06081609900,1127.0,23.0,4.0,237.0,606.0,193.0,64.0,san
06081610000,2058.0,213.0,452.0,516.0,499.0,301.0,77.0,san
06081610100,912.0,68.0,196.0,321.0,319.0,8.0,0.0,san
06081610201,1827.0,157.0,872.0,333.0,287.0,104.0,74.0,san
06081610202,760.0,75.0,408.0,200.0,66.0,0.0,11.0,san
06081610203,987.0,126.0,381.0,408.0,48.0,24.0,0.0,san
06081610302,937.0,97.0,274.0,333.0,221.0,12.0,0.0,san
06081610303,3100.0,0.0,406.0,970.0,877.0,720.0,127.0,san
06081610304,1925.0,0.0,325.0,691.0,578.0,275.0,56.0,san
06081610400,1678.0,101.0,203.0,723.0,507.0,125.0,19.0,san
06081610500,1363.0,5.0,231.0,586.0,485.0,56.0,0.0,san
06081610601,1650.0,118.0,435.0,751.0,295.0,39.0,12.0,san
06081610602,1203.0,0.0,133.0,389.0,499.0,133.0,49.0,san
06081610700,2145.0,138.0,385.0,799.0,493.0,312.0,18.0,san
06081610800,1659.0,76.0,531.0,955.0,73.0,24.0,0.0,san
06081610900,2498.0,34.0,782.0,1020.0,580.0,82.0,0.0,san
06081611000,2355.0,68.0,292.0,1133.0,635.0,188.0,39.0,san
06081611100,2305.0,0.0,91.0,318.0,1189.0,506.0,201.0,san
06081611200,1101.0,12.0,27.0,169.0,715.0,139.0,39.0,san
06081611300,2024.0,61.0,219.0,512.0,726.0,472.0,34.0,san
06081611400,1464.0,16.0,0.0,58.0,351.0,455.0,584.0,san
06081611500,909.0,0.0,37.0,38.0,215.0,435.0,184.0,san
06081611600,855.0,0.0,11.0,215.0,526.0,95.0,8.0,san
06081611700,1478.0,8.0,261.0,326.0,573.0,240.0,70.0,san
06081611800,1043.0,0.0,5.0,44.0,789.0,108.0,97.0,san
06081611900,2853.0,225.0,153.0,539.0,1208.0,541.0,187.0,san
06081612000,1758.0,98.0,161.0,373.0,719.0,280.0,127.0,san
06081612100,3192.0,513.0,1425.0,822.0,409.0,23.0,0.0,san
06081612500,2257.0,78.0,595.0,761.0,601.0,201.0,21.0,san
06081612600,2317.0,47.0,656.0,1055.0,479.0,51.0,29.0,san
06081612700,855.0,0.0,0.0,130.0,384.0,231.0,110.0,san
06081612800,1234.0,0.0,7.0,127.0,457.0,488.0,155.0,san
06081612900,1884.0,24.0,135.0,525.0,743.0,359.0,98.0,san
06081613000,1631.0,21.0,117.0,610.0,453.0,330.0,100.0,san
06081613200,2671.0,88.0,241.0,394.0,668.0,833.0,447.0,san
06081613300,1034.0,9.0,67.0,104.0,344.0,442.0,68.0,san
06081613400,1385.0,15.0,65.0,197.0,594.0,234.0,280.0,san
06081613501,1306.0,17.0,9.0,300.0,432.0,490.0,58.0,san
06081613502,2242.0,0.0,210.0,443.0,952.0,481.0,156.0,san
06081613600,2090.0,25.0,41.0,347.0,1007.0,552.0,118.0,san
06081613700,3472.0,110.0,255.0,1047.0,1255.0,661.0,144.0,san
06081613800,1995.0,8.0,449.0,683.0,639.0,182.0,34.0,san
06081613900,2280.0,31.0,326.0,590.0,908.0,331.0,94.0,san
06081614000,1793.0,0.0,159.0,215.0,812.0,425.0,182.0,san
06081984300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,san
06081990100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,san
06085500100,2028.0,42.0,417.0,839.0,609.0,121.0,0.0,scl
06085500200,2093.0,84.0,737.0,944.0,247.0,70.0,11.0,scl
06085500300,1312.0,49.0,396.0,403.0,318.0,141.0,5.0,scl
06085500400,1056.0,12.0,357.0,245.0,315.0,95.0,32.0,scl
06085500500,2014.0,84.0,233.0,465.0,816.0,293.0,123.0,scl
06085500600,2221.0,135.0,675.0,821.0,371.0,141.0,78.0,scl
06085500800,1315.0,181.0,508.0,461.0,149.0,16.0,0.0,scl
06085500901,1881.0,298.0,829.0,635.0,69.0,0.0,50.0,scl
06085500902,653.0,86.0,230.0,286.0,17.0,28.0,6.0,scl
06085501000,2133.0,312.0,811.0,624.0,276.0,61.0,49.0,scl
06085501101,1756.0,115.0,743.0,677.0,172.0,6.0,43.0,scl
06085501102,1422.0,52.0,110.0,606.0,427.0,155.0,72.0,scl
06085501200,1409.0,144.0,221.0,652.0,339.0,41.0,12.0,scl
06085501300,1200.0,113.0,136.0,193.0,578.0,118.0,62.0,scl
06085501401,1025.0,30.0,561.0,345.0,89.0,0.0,0.0,scl
06085501402,832.0,0.0,85.0,483.0,239.0,11.0,14.0,scl
06085501501,1176.0,99.0,253.0,447.0,273.0,104.0,0.0,scl
06085501502,1131.0,88.0,172.0,343.0,220.0,226.0,82.0,scl
06085501600,2595.0,525.0,747.0,777.0,371.0,96.0,79.0,scl
06085501700,1284.0,27.0,417.0,291.0,448.0,69.0,32.0,scl
06085501800,1757.0,49.0,191.0,780.0,469.0,181.0,87.0,scl
06085501900,1920.0,110.0,585.0,745.0,459.0,4.0,17.0,scl
06085502001,2158.0,113.0,741.0,718.0,484.0,56.0,46.0,scl
06085502002,1723.0,36.0,426.0,934.0,237.0,82.0,8.0,scl
06085502101,2027.0,0.0,239.0,879.0,613.0,265.0,31.0,scl
06085502102,2790.0,97.0,1069.0,939.0,632.0,53.0,0.0,scl
06085502201,2837.0,175.0,837.0,1368.0,436.0,21.0,0.0,scl
06085502202,1477.0,55.0,430.0,538.0,353.0,88.0,13.0,scl
06085502301,1300.0,0.0,104.0,492.0,500.0,180.0,24.0,scl
06085502302,1317.0,10.0,421.0,333.0,392.0,109.0,52.0,scl
06085502400,2957.0,0.0,105.0,1027.0,1247.0,341.0,237.0,scl
06085502500,2517.0,0.0,79.0,537.0,1410.0,413.0,78.0,scl
06085502601,1232.0,66.0,35.0,255.0,422.0,322.0,132.0,scl
06085502603,1067.0,28.0,66.0,176.0,464.0,260.0,73.0,scl
06085502604,2326.0,144.0,891.0,1025.0,236.0,16.0,14.0,scl
06085502701,2049.0,55.0,322.0,684.0,562.0,339.0,87.0,scl
06085502702,3207.0,29.0,275.0,954.0,1323.0,626.0,0.0,scl
06085502800,1392.0,0.0,14.0,116.0,858.0,284.0,120.0,scl
06085502901,2285.0,13.0,316.0,377.0,1038.0,473.0,68.0,scl
06085502902,2677.0,0.0,0.0,226.0,1110.0,1092.0,249.0,scl
06085502903,1984.0,0.0,0.0,67.0,986.0,801.0,130.0,scl
06085502906,1679.0,0.0,160.0,427.0,784.0,308.0,0.0,scl
06085502907,1357.0,0.0,0.0,41.0,715.0,493.0,108.0,scl
06085502908,2386.0,133.0,49.0,432.0,1063.0,651.0,58.0,scl
06085502909,2092.0,106.0,364.0,667.0,436.0,458.0,61.0,scl
06085502910,1513.0,0.0,476.0,274.0,541.0,213.0,9.0,scl
06085503001,1591.0,3.0,0.0,284.0,974.0,272.0,58.0,scl
06085503002,1346.0,0.0,161.0,113.0,679.0,329.0,64.0,scl
06085503003,1821.0,0.0,27.0,79.0,1128.0,542.0,45.0,scl
06085503105,766.0,0.0,272.0,230.0,182.0,82.0,0.0,scl
06085503108,2937.0,164.0,667.0,805.0,739.0,513.0,49.0,scl
06085503110,1165.0,18.0,164.0,570.0,278.0,135.0,0.0,scl
06085503111,1115.0,7.0,5.0,84.0,659.0,276.0,84.0,scl
06085503112,1454.0,70.0,417.0,755.0,195.0,17.0,0.0,scl
06085503113,1283.0,0.0,415.0,619.0,217.0,7.0,25.0,scl
06085503115,2481.0,19.0,19.0,1185.0,965.0,247.0,46.0,scl
06085503116,2260.0,75.0,426.0,845.0,623.0,291.0,0.0,scl
06085503117,776.0,0.0,107.0,400.0,218.0,13.0,38.0,scl
06085503118,1751.0,151.0,305.0,795.0,454.0,46.0,0.0,scl
06085503121,1579.0,0.0,292.0,838.0,370.0,76.0,3.0,scl
06085503122,1193.0,341.0,260.0,346.0,202.0,12.0,32.0,scl
06085503123,1694.0,225.0,518.0,741.0,167.0,43.0,0.0,scl
06085503204,2255.0,0.0,142.0,1202.0,629.0,202.0,80.0,scl
06085503207,1034.0,0.0,28.0,165.0,352.0,450.0,39.0,scl
06085503208,874.0,11.0,0.0,25.0,453.0,338.0,47.0,scl
06085503210,964.0,8.0,49.0,129.0,401.0,319.0,58.0,scl
06085503211,1149.0,9.0,0.0,17.0,644.0,430.0,49.0,scl
06085503212,985.0,0.0,0.0,40.0,339.0,540.0,66.0,scl
06085503213,1262.0,10.0,56.0,671.0,391.0,115.0,19.0,scl
06085503214,1782.0,11.0,99.0,729.0,629.0,247.0,67.0,scl
06085503217,1105.0,0.0,20.0,348.0,533.0,204.0,0.0,scl
06085503218,1165.0,58.0,348.0,183.0,393.0,183.0,0.0,scl
06085503304,1865.0,15.0,342.0,617.0,518.0,317.0,56.0,scl
06085503305,1531.0,68.0,203.0,181.0,493.0,459.0,127.0,scl
06085503306,908.0,0.0,0.0,55.0,579.0,175.0,99.0,scl
06085503312,1115.0,9.0,23.0,113.0,420.0,429.0,121.0,scl
06085503313,1318.0,0.0,0.0,0.0,309.0,856.0,153.0,scl
06085503315,2024.0,0.0,183.0,458.0,691.0,583.0,109.0,scl
06085503321,1101.0,0.0,0.0,21.0,221.0,616.0,243.0,scl
06085503322,1056.0,0.0,0.0,46.0,374.0,561.0,75.0,scl
06085503323,1243.0,15.0,0.0,40.0,477.0,551.0,160.0,scl
06085503324,923.0,0.0,0.0,10.0,209.0,659.0,45.0,scl
06085503325,1207.0,0.0,9.0,27.0,541.0,523.0,107.0,scl
06085503326,1655.0,10.0,14.0,13.0,677.0,573.0,368.0,scl
06085503327,1359.0,155.0,0.0,37.0,500.0,480.0,187.0,scl
06085503329,949.0,0.0,0.0,42.0,284.0,410.0,213.0,scl
06085503330,2058.0,0.0,58.0,61.0,542.0,887.0,510.0,scl
06085503331,1448.0,37.0,156.0,527.0,346.0,357.0,25.0,scl
06085503332,2584.0,0.0,37.0,1573.0,438.0,417.0,119.0,scl
06085503333,1336.0,0.0,14.0,208.0,506.0,457.0,151.0,scl
06085503334,2686.0,11.0,0.0,117.0,451.0,1128.0,979.0,scl
06085503336,876.0,0.0,0.0,146.0,312.0,404.0,14.0,scl
06085503337,985.0,17.0,0.0,134.0,533.0,206.0,95.0,scl
06085503401,961.0,0.0,4.0,92.0,704.0,118.0,43.0,scl
06085503402,1192.0,17.0,124.0,195.0,583.0,254.0,19.0,scl
06085503504,1159.0,0.0,0.0,56.0,706.0,355.0,42.0,scl
06085503506,1309.0,0.0,74.0,86.0,688.0,405.0,56.0,scl
06085503507,359.0,0.0,0.0,10.0,244.0,26.0,79.0,scl
06085503508,1304.0,8.0,118.0,142.0,654.0,269.0,113.0,scl
06085503509,886.0,0.0,0.0,57.0,392.0,335.0,102.0,scl
06085503510,1405.0,66.0,65.0,265.0,842.0,163.0,4.0,scl
06085503511,848.0,0.0,0.0,116.0,355.0,365.0,12.0,scl
06085503601,967.0,24.0,258.0,317.0,315.0,53.0,0.0,scl
06085503602,1273.0,103.0,233.0,371.0,420.0,146.0,0.0,scl
