,P030001 Total: Workers 16 years and over,P030005 Total:  Public transportation:
06073008352,1769.0,19.0
06073008353,2718.0,59.0
06073008354,2879.0,32.0
06073008355,1766.0,22.0
06073008356,2016.0,16.0
06073008357,2164.0,60.0
06073008358,3396.0,108.0
06073008359,1669.0,60.0
06073008360,3241.0,52.0
06073008501,2947.0,23.0
06073008502,3128.0,121.0
06073008503,3497.0,15.0
06073008504,2769.0,36.0
06073008505,2499.0,51.0
06073008506,1865.0,41.0
06073008507,3973.0,244.0
06073008509,3118.0,120.0
06073008510,3132.0,194.0
06073008511,460.0,0.0
06073008512,1891.0,14.0
06073008513,1475.0,47.0
06073008600,2701.0,342.0
06073008701,1625.0,44.0
06073008702,2629.0,103.0
06073008800,2528.0,151.0
06073008901,2665.0,78.0
06073008902,927.0,32.0
06073009000,1749.0,111.0
06073009101,2882.0,47.0
06073009102,1921.0,40.0
06073009103,1772.0,32.0
06073009104,1285.0,20.0
06073009106,1810.0,20.0
06073009107,2161.0,54.0
06073009201,1881.0,54.0
06073009202,1499.0,0.0
06073009301,2264.0,65.0
06073009303,5164.0,176.0
06073009304,3182.0,54.0
06073009400,4589.0,46.0
06073009502,2008.0,49.0
06073009504,1883.0,7.0
06073009505,3952.0,18.0
06073009506,2336.0,20.0
06073009507,2025.0,8.0
06073009508,3523.0,48.0
06073009509,1889.0,11.0
06073009602,1758.0,29.0
06073009603,3000.0,87.0
06073009604,1611.0,7.0
06073009703,1523.0,24.0
06073009704,3009.0,26.0
06073009705,1498.0,41.0
06073009706,3020.0,25.0
06073009801,1997.0,43.0
06073009802,3117.0,150.0
06073009804,2427.0,12.0
06073009805,2581.0,46.0
06073009901,1146.0,0.0
06073009902,54.0,0.0
06073010001,1742.0,166.0
06073010003,2503.0,114.0
06073010004,1992.0,83.0
06073010005,2371.0,183.0
06073010009,1678.0,125.0
06073010010,2042.0,77.0
06073010011,1527.0,158.0
06073010012,1478.0,91.0
06073010013,1429.0,243.0
06073010014,669.0,26.0
06073010015,363.0,48.0
06073010103,2094.0,157.0
06073010104,1385.0,44.0
06073010106,1890.0,171.0
06073010107,2448.0,138.0
06073010109,2080.0,80.0
06073010110,2644.0,115.0
06073010111,1063.0,45.0
06073010112,1546.0,140.0
06073010200,3262.0,209.0
06073010300,1904.0,61.0
06073010401,1055.0,119.0
06073010402,2503.0,180.0
06073010501,583.0,13.0
06073010502,2208.0,184.0
06073010601,924.0,0.0
06073010602,1637.0,5.0
06073010603,175.0,7.0
06073010700,511.0,10.0
06073010800,1317.0,13.0
06073010900,873.0,31.0
06073011000,1295.0,17.0
06073011100,1845.0,28.0
06073011200,414.0,6.0
06073011300,4775.0,260.0
06073011400,3065.0,224.0
06073011500,77.0,21.0
06073011601,2116.0,213.0
06073011602,1114.0,103.0
06073011700,2203.0,210.0
06073011801,1191.0,84.0
06073011802,1808.0,146.0
06073011901,528.0,35.0
06073011902,1744.0,46.0
06073012001,987.0,7.0
06073012002,1011.0,93.0
06073012003,1050.0,40.0
06073012101,705.0,31.0
06073012102,1257.0,59.0
06073012200,1036.0,13.0
06073012302,595.0,13.0
06073012303,1390.0,64.0
06073012304,1332.0,91.0
06073012401,1367.0,72.0
06073012402,2154.0,119.0
06073012500,3067.0,398.0
06073012600,1820.0,169.0
06073012700,1895.0,153.0
06073012800,1591.0,41.0
06073012900,1195.0,9.0
06073013000,1985.0,93.0
06073013102,2445.0,157.0
06073013103,860.0,33.0
06073013104,2180.0,175.0
06073013203,2238.0,175.0
06073013204,1339.0,134.0
06073013205,636.0,61.0
06073013206,2035.0,182.0
06073013301,2061.0,57.0
06073013302,2018.0,62.0
06073013303,1802.0,122.0
06073013306,1848.0,73.0
06073013307,1600.0,38.0
06073013308,1501.0,158.0
06073013309,2741.0,44.0
06073013310,951.0,0.0
06073013311,3716.0,27.0
06073013312,1243.0,33.0
06073013313,517.0,0.0
06073013401,1896.0,8.0
06073013409,2416.0,52.0
06073013410,1660.0,7.0
06073013411,2454.0,7.0
06073013412,2228.0,0.0
06073013413,3717.0,30.0
06073013414,3184.0,70.0
06073013415,761.0,0.0
06073013416,2059.0,28.0
06073013417,1092.0,17.0
06073013418,2703.0,30.0
06073013419,1311.0,25.0
06073013503,2717.0,98.0
06073013504,1434.0,21.0
06073013505,2472.0,45.0
06073013506,1069.0,40.0
06073013601,2373.0,7.0
06073013604,3332.0,33.0
06073013605,2912.0,0.0
06073013606,3232.0,31.0
06073013701,1030.0,7.0
06073013702,2142.0,92.0
06073013801,2116.0,78.0
06073013802,1215.0,77.0
06073013903,1606.0,36.0
06073013905,1666.0,10.0
06073013906,1899.0,40.0
06073013907,1574.0,52.0
06073013908,1076.0,45.0
06073013909,2046.0,138.0
06073014001,1973.0,108.0
06073014002,1949.0,87.0
06073014101,1531.0,179.0
06073014102,1569.0,100.0
06073014200,2645.0,123.0
06073014300,1544.0,99.0
06073014400,1456.0,55.0
06073014500,1612.0,41.0
06073014601,2305.0,121.0
06073014602,2053.0,87.0
06073014700,3779.0,68.0
06073014801,3763.0,51.0
06073014803,2254.0,49.0
06073014804,2000.0,36.0
06073014900,3840.0,120.0
06073015000,2750.0,70.0
06073015100,2288.0,39.0
06073015200,1718.0,10.0
06073015301,1394.0,66.0
06073015302,1620.0,26.0
06073015403,1192.0,4.0
06073015404,3176.0,70.0
06073015405,2333.0,19.0
06073015406,1147.0,9.0
06073015501,2307.0,35.0
06073015502,1425.0,0.0
06073015601,2672.0,37.0
06073015602,1251.0,8.0
06073015701,2192.0,167.0
06073015703,2155.0,108.0
06073015704,1491.0,31.0
06073015801,1452.0,140.0
06073015802,1507.0,155.0
06073015901,1273.0,158.0
06073015902,2119.0,124.0
06073016000,1113.0,33.0
06073016100,2809.0,50.0
06073016201,2768.0,9.0
06073016202,1841.0,79.0
06073016301,2303.0,86.0
06073016302,2063.0,134.0
06073016401,2050.0,38.0
06073016402,3469.0,64.0
06073016501,3995.0,103.0
06073016502,2598.0,17.0
06073016605,3703.0,84.0
06073016606,1646.0,25.0
06073016607,3424.0,78.0
06073016608,1391.0,17.0
06073016609,2713.0,67.0
06073016610,2223.0,47.0
06073016612,3170.0,36.0
06073016613,1181.0,8.0
06073016614,2025.0,25.0
06073016615,947.0,0.0
06073016616,1941.0,20.0
06073016617,1318.0,42.0
06073016701,3559.0,39.0
06073016702,3198.0,82.0
06073016802,3507.0,8.0
06073016804,3419.0,117.0
06073016806,1756.0,35.0
06073016807,3743.0,63.0
06073016809,2466.0,16.0
06073016810,1487.0,8.0
06073016811,2025.0,7.0
06073016901,3193.0,0.0
06073016902,802.0,0.0
06073017006,1219.0,12.0
06073017007,4139.0,27.0
06073017009,2039.0,23.0
06073017010,1515.0,18.0
06073017014,401.0,8.0
06073017015,2842.0,22.0
06073017018,2132.0,55.0
06073017019,1746.0,0.0
06073017020,1484.0,4.0
06073017021,1440.0,0.0
06073017022,2643.0,22.0
06073017026,4129.0,52.0
06073017029,1100.0,0.0
06073017030,3593.0,48.0
06073017031,2058.0,58.0
06073017032,2677.0,38.0
06073017033,2753.0,64.0
06073017034,2692.0,27.0
06073017035,1234.0,50.0
06073017036,1851.0,10.0
06073017037,3162.0,39.0
06073017038,5060.0,0.0
06073017039,3082.0,42.0
06073017040,2312.0,45.0
06073017041,3341.0,20.0
06073017042,2976.0,21.0
06073017043,2061.0,24.0
06073017044,2899.0,15.0
06073017045,1311.0,0.0
06073017046,1730.0,0.0
06073017047,2148.0,18.0
06073017048,2945.0,49.0
06073017049,1231.0,27.0
06073017050,1402.0,13.0
06073017104,2042.0,75.0
06073017105,4124.0,31.0
06073017106,1928.0,23.0
06073017107,1455.0,64.0
06073017108,2562.0,56.0
06073017200,2441.0,0.0
06073017303,1528.0,72.0
06073017304,3261.0,127.0
06073017305,1450.0,18.0
06073017306,1393.0,26.0
06073017401,3551.0,52.0
06073017403,2308.0,33.0
06073017404,3251.0,108.0
06073017501,1891.0,67.0
06073017502,1622.0,84.0
06073017601,1789.0,31.0
06073017603,1387.0,53.0
06073017604,2790.0,51.0
06073017701,3082.0,188.0
06073017702,1933.0,44.0
06073017801,3270.0,23.0
06073017805,1107.0,27.0
06073017806,325.0,0.0
06073017808,2611.0,50.0
06073017809,1140.0,10.0
06073017810,2239.0,53.0
06073017811,2609.0,107.0
06073017812,1409.0,38.0
06073017900,3446.0,175.0
06073018000,2194.0,34.0
06073018100,3116.0,124.0
06073018200,3277.0,299.0
06073018300,1520.0,86.0
06073018400,1447.0,146.0
06073018504,3291.0,98.0
06073018507,2873.0,44.0
06073018509,2584.0,181.0
06073018510,1330.0,29.0
06073018511,2528.0,86.0
06073018512,766.0,37.0
06073018513,4071.0,58.0
06073018514,2900.0,25.0
06073018515,1978.0,40.0
06073018516,1961.0,97.0
06073018517,1687.0,18.0
06073018518,1347.0,28.0
06073018519,2157.0,91.0
06073018601,1571.0,40.0
06073018603,2581.0,137.0
06073018607,4217.0,271.0
06073018608,1201.0,32.0
06073018609,2540.0,105.0
06073018610,3002.0,217.0
06073018611,2028.0,65.0
06073018612,1604.0,9.0
06073018700,23495.0,196.0
06073018801,1405.0,7.0
06073018802,2954.0,15.0
06073018803,1654.0,26.0
06073018903,1972.0,40.0
06073018904,2278.0,12.0
06073018905,2594.0,41.0
06073018906,2417.0,83.0
06073019001,2118.0,5.0
06073019002,593.0,6.0
06073019101,2689.0,2.0
06073019103,2629.0,5.0
06073019105,2260.0,0.0
06073019106,2596.0,8.0
06073019107,852.0,6.0
06073019203,1224.0,11.0
06073019205,1879.0,31.0
06073019206,2099.0,102.0
06073019207,3330.0,166.0
06073019208,1282.0,16.0
06073019301,2952.0,88.0
06073019302,3592.0,62.0
06073019303,3052.0,79.0
06073019403,2450.0,40.0
06073019404,1393.0,32.0
06073019405,1795.0,68.0
06073019406,2184.0,71.0
06073019501,1436.0,143.0
06073019502,2045.0,103.0
06073019503,1957.0,107.0
06073019601,2668.0,82.0
06073019602,2260.0,108.0
06073019701,2546.0,57.0
06073019702,2241.0,34.0
06073019803,1931.0,66.0
06073019804,2247.0,37.0
06073019805,1533.0,62.0
06073019806,3601.0,81.0
06073019807,3334.0,52.0
06073019902,2145.0,60.0
06073019903,1673.0,17.0
06073019904,2174.0,9.0
06073019905,2643.0,47.0
06073020009,3032.0,140.0
06073020010,2802.0,17.0
06073020013,2453.0,22.0
06073020014,3146.0,59.0
06073020015,2074.0,42.0
06073020016,3607.0,20.0
06073020017,1325.0,25.0
06073020018,3070.0,73.0
06073020019,2319.0,31.0
06073020020,1758.0,37.0
06073020021,1973.0,57.0
06073020022,2372.0,38.0
06073020023,1752.0,17.0
06073020024,1675.0,4.0
06073020025,2341.0,30.0
06073020103,3699.0,39.0
06073020105,1772.0,17.0
06073020106,1573.0,6.0
06073020107,1692.0,9.0
06073020108,2356.0,120.0
06073020109,2220.0,84.0
06073020202,2401.0,112.0
06073020206,1919.0,48.0
06073020207,1664.0,154.0
06073020208,1138.0,0.0
06073020209,1890.0,21.0
06073020210,1601.0,0.0
06073020211,2755.0,113.0
06073020212,3222.0,328.0
06073020302,3848.0,80.0
06073020304,2551.0,14.0
06073020305,2292.0,27.0
06073020306,1781.0,16.0
06073020307,3264.0,67.0
06073020401,1271.0,9.0
06073020403,1704.0,8.0
06073020404,2425.0,64.0
06073020405,1569.0,14.0
06073020500,2184.0,60.0
06073020601,1856.0,97.0
06073020602,2453.0,47.0
06073020705,1797.0,16.0
06073020706,2733.0,43.0
06073020707,1952.0,78.0
06073020708,1433.0,32.0
06073020709,2877.0,9.0
06073020710,852.0,0.0
06073020801,2329.0,7.0
06073020805,1545.0,0.0
06073020806,2421.0,26.0
06073020807,1172.0,14.0
06073020808,4673.0,0.0
06073020809,3078.0,24.0
06073020902,1035.0,0.0
06073020903,1118.0,3.0
06073020904,1607.0,0.0
06073021000,1343.0,0.0
06073021100,2135.0,40.0
06073021202,1239.0,8.0
06073021203,4355.0,29.0
06073021204,2481.0,0.0
06073021302,1931.0,0.0
06073021303,2447.0,20.0
06073021304,1101.0,0.0
06075010100,1762.0,520.0
06075010200,2950.0,944.0
06075010300,2301.0,573.0
06075010400,3153.0,627.0
06075010500,1341.0,155.0
06075010600,2293.0,609.0
06075010700,2140.0,670.0
06075010800,2899.0,792.0
06075010900,3016.0,1159.0
06075011000,2957.0,1292.0
06075011100,3419.0,1303.0
06075011200,2274.0,551.0
06075011300,1403.0,613.0
06075011400,987.0,425.0
06075011500,279.0,126.0
06075011700,750.0,240.0
06075011800,627.0,216.0
06075011900,3341.0,1001.0
06075012000,2303.0,887.0
06075012100,2061.0,442.0
06075012200,3756.0,1674.0
06075012300,3189.0,1194.0
06075012400,3497.0,1597.0
06075012500,2370.0,1142.0
06075012600,3479.0,804.0
06075012700,2437.0,760.0
06075012800,2953.0,765.0
06075012900,4245.0,1614.0
06075013000,2991.0,996.0
06075013100,4485.0,1344.0
06075013200,2769.0,576.0
06075013300,2386.0,487.0
06075013400,2563.0,717.0
06075013500,1759.0,559.0
06075015100,1364.0,529.0
06075015200,2423.0,824.0
06075015300,1398.0,516.0
06075015400,3721.0,1216.0
06075015500,1435.0,650.0
06075015600,1774.0,530.0
06075015700,4245.0,1152.0
06075015800,4036.0,1493.0
06075015900,2133.0,920.0
06075016000,1162.0,385.0
06075016100,1900.0,676.0
06075016200,1581.0,542.0
06075016300,2603.0,1008.0
06075016400,2467.0,1124.0
06075016500,3309.0,1053.0
06075016600,3942.0,1621.0
06075016700,3497.0,1297.0
06075016800,4334.0,1981.0
06075016900,2142.0,866.0
06075017000,2616.0,655.0
06075017100,5338.0,1765.0
06075017601,2324.0,863.0
06075017602,273.0,10.0
06075017700,1025.0,359.0
06075017800,2300.0,576.0
06075017901,3908.0,748.0
06075017902,993.0,367.0
06075018000,719.0,171.0
06075020100,2677.0,1218.0
06075020200,3514.0,1644.0
06075020300,2321.0,1069.0
06075020400,5104.0,1435.0
06075020500,1877.0,709.0
06075020600,3637.0,1322.0
06075020700,3903.0,1433.0
06075020800,3885.0,1946.0
06075020900,2810.0,1140.0
06075021000,3104.0,1262.0
06075021100,2517.0,706.0
06075021200,1939.0,472.0
06075021300,1708.0,292.0
06075021400,2210.0,666.0
06075021500,3457.0,1035.0
06075021600,2503.0,650.0
06075021700,2281.0,469.0
06075021800,2498.0,675.0
06075022600,688.0,104.0
06075022701,1880.0,262.0
06075022702,1217.0,210.0
06075022703,2695.0,544.0
06075022801,2489.0,798.0
06075022802,742.0,186.0
06075022803,2407.0,991.0
06075022901,2577.0,1071.0
06075022902,1387.0,493.0
06075022903,2014.0,674.0
06075023001,1884.0,414.0
06075023002,654.0,142.0
06075023003,1639.0,438.0
06075023101,389.0,127.0
06075023102,1218.0,187.0
06075023103,893.0,404.0
06075023200,1427.0,351.0
06075023300,1059.0,314.0
06075023400,1146.0,243.0
06075025100,1807.0,292.0
06075025200,3224.0,852.0
06075025300,2626.0,859.0
06075025401,1949.0,672.0
06075025402,1801.0,543.0
06075025403,1953.0,704.0
06075025500,3470.0,1351.0
06075025600,2488.0,770.0
06075025700,3946.0,918.0
06075025800,810.0,229.0
06075025900,1869.0,326.0
06075026001,2364.0,914.0
06075026002,1455.0,434.0
06075026003,2193.0,549.0
06075026004,1812.0,540.0
06075026100,2758.0,971.0
06075026200,3381.0,1017.0
06075026301,1786.0,652.0
06075026302,1944.0,399.0
06075026303,1815.0,393.0
06075026401,1511.0,370.0
06075026402,1951.0,451.0
06075026403,1820.0,661.0
06075026404,978.0,213.0
06075030101,2962.0,944.0
06075030102,2878.0,583.0
06075030201,2342.0,816.0
06075030202,2833.0,1013.0
06075030301,3293.0,924.0
06075030302,1667.0,339.0
06075030400,2671.0,603.0
06075030500,1010.0,167.0
06075030600,1146.0,360.0
06075030700,3558.0,703.0
06075030800,2793.0,738.0
06075030900,3304.0,558.0
06075031000,1887.0,352.0
06075031100,3397.0,1021.0
06075031200,3844.0,1213.0
06075031300,3713.0,950.0
06075031400,2634.0,749.0
06075032600,4717.0,1512.0
06075032700,3421.0,913.0
06075032800,4196.0,1240.0
06075032900,4047.0,1128.0
06075033000,3716.0,869.0
06075033100,1651.0,390.0
06075033201,1478.0,482.0
06075033202,3554.0,1074.0
06075035100,4061.0,1132.0
06075035201,2957.0,765.0
06075035202,2445.0,707.0
06075035300,3467.0,1018.0
06075035400,3349.0,1086.0
06075040100,2456.0,817.0
06075040200,3071.0,1045.0
06075042600,4203.0,1521.0
06075042700,3083.0,1148.0
06075042800,1217.0,117.0
06075045100,2900.0,1010.0
06075045200,3652.0,1240.0
06075047600,2976.0,877.0
06075047701,2394.0,902.0
06075047702,2124.0,633.0
06075047800,4325.0,1437.0
06075047901,3701.0,1019.0
06075047902,1794.0,348.0
06075060100,1531.0,317.0
06075060200,194.0,115.0
06075060300,60.0,11.0
06075060400,1006.0,251.0
06075060501,189.0,16.0
06075060502,818.0,357.0
06075060600,239.0,40.0
06075060700,370.0,33.0
06075060900,60.0,14.0
06075061000,1041.0,247.0
06077000100,1353.0,46.0
06077000300,869.0,97.0
06077000401,1381.0,9.0
06077000402,1528.0,115.0
06077000500,802.0,14.0
06077000600,656.0,26.0
06077000700,1567.0,63.0
06077000800,417.0,0.0
06077000900,2110.0,28.0
06077001000,2057.0,51.0
06077001101,1841.0,21.0
06077001102,1965.0,20.0
06077001200,2351.0,20.0
06077001300,1984.0,76.0
06077001400,1468.0,27.0
06077001500,2097.0,8.0
06077001600,728.0,7.0
06077001700,1087.0,15.0
06077001800,1214.0,18.0
06077001900,1368.0,22.0
06077002000,1176.0,34.0
06077002100,1253.0,38.0
06077002200,1850.0,99.0
06077002300,1506.0,18.0
06077002400,2196.0,71.0
06077002501,1163.0,8.0
06077002502,1895.0,31.0
06077002701,1605.0,34.0
06077002702,1255.0,4.0
06077002800,829.0,15.0
06077003106,1908.0,8.0
06077003108,2132.0,14.0
06077003109,2459.0,34.0
06077003110,1554.0,61.0
06077003111,1713.0,13.0
06077003112,1435.0,0.0
06077003113,1788.0,55.0
06077003114,3033.0,66.0
06077003203,1619.0,29.0
06077003205,1605.0,20.0
06077003208,2412.0,28.0
06077003209,1827.0,11.0
06077003210,1210.0,15.0
06077003211,2497.0,37.0
06077003213,1718.0,15.0
06077003214,1806.0,0.0
06077003215,1907.0,26.0
06077003305,1511.0,14.0
06077003306,1631.0,50.0
06077003307,1663.0,38.0
06077003308,716.0,0.0
06077003309,1623.0,41.0
06077003310,1543.0,9.0
06077003311,1168.0,22.0
06077003403,2014.0,41.0
06077003404,1787.0,19.0
06077003405,1276.0,4.0
06077003406,1142.0,36.0
06077003407,780.0,11.0
06077003408,3646.0,41.0
06077003500,2880.0,31.0
06077003601,1239.0,0.0
06077003602,913.0,0.0
06077003700,1044.0,17.0
06077003801,1979.0,45.0
06077003802,1317.0,6.0
06077003803,1039.0,15.0
06077003900,774.0,3.0
06077004001,1133.0,12.0
06077004002,925.0,7.0
06077004102,1406.0,0.0
06077004103,3111.0,24.0
06077004104,1416.0,0.0
06077004201,2753.0,17.0
06077004202,742.0,12.0
06077004203,1513.0,47.0
06077004204,1353.0,0.0
06077004302,2171.0,0.0
06077004303,1817.0,6.0
06077004305,1777.0,0.0
06077004306,3124.0,11.0
06077004401,2742.0,15.0
06077004402,1714.0,7.0
06077004500,2519.0,9.0
06077004600,2187.0,0.0
06077004701,1154.0,0.0
06077004702,3514.0,27.0
06077004800,1592.0,0.0
06077004901,2700.0,0.0
06077004902,2238.0,7.0
06077005001,2323.0,16.0
06077005003,1380.0,7.0
06077005004,1855.0,7.0
06077005106,1106.0,15.0
06077005108,1589.0,26.0
06077005109,1231.0,12.0
06077005110,2716.0,40.0
06077005111,292.0,0.0
06077005112,1203.0,0.0
06077005113,1564.0,14.0
06077005114,935.0,0.0
06077005115,2921.0,44.0
06077005118,3076.0,34.0
06077005119,507.0,0.0
06077005122,1202.0,11.0
06077005123,1350.0,52.0
06077005124,1395.0,7.0
06077005125,925.0,24.0
06077005126,1633.0,38.0
06077005127,1030.0,2.0
06077005128,2981.0,42.0
06077005202,1208.0,29.0
06077005203,3864.0,70.0
06077005205,6780.0,191.0
06077005302,2708.0,26.0
06077005303,1845.0,38.0
06077005305,2817.0,42.0
06077005306,3106.0,54.0
06077005403,2815.0,57.0
06077005404,2574.0,49.0
06077005500,1218.0,7.0
06079010000,2868.0,9.0
06079010100,3878.0,53.0
06079010201,1589.0,9.0
06079010202,1568.0,6.0
06079010203,3622.0,16.0
06079010300,3752.0,23.0
06079010400,2789.0,23.0
06079010500,3753.0,0.0
06079010600,2173.0,0.0
06079010701,2504.0,37.0
06079010702,2509.0,31.0
06079010703,1817.0,27.0
06079010800,1307.0,0.0
06079010901,1784.0,37.0
06079010902,1892.0,31.0
06079011000,4046.0,87.0
06079011101,1976.0,111.0
06079011102,2937.0,58.0
06079011103,1153.0,49.0
06079011200,3536.0,156.0
06079011300,3262.0,74.0
06079011400,18.0,0.0
06079011501,778.0,5.0
06079011502,1880.0,27.0
06079011600,1781.0,0.0
06079011700,3860.0,17.0
06079011800,3081.0,0.0
06079011901,1167.0,16.0
06079011902,3157.0,0.0
06079012000,3337.0,0.0
06079012100,2914.0,23.0
06079012200,2921.0,54.0
06079012301,2557.0,0.0
06079012302,2192.0,0.0
06079012401,2186.0,9.0
06079012402,2944.0,14.0
06079012501,1879.0,5.0
06079012502,2546.0,0.0
06079012503,2015.0,16.0
06079012600,3654.0,28.0
06079012702,2771.0,9.0
06079012703,1906.0,9.0
06079012704,3441.0,0.0
06079012800,107.0,0.0
06081600100,2204.0,117.0
06081600200,1593.0,245.0
06081600300,1945.0,270.0
06081600400,3873.0,755.0
06081600500,3549.0,634.0
06081600600,2533.0,503.0
06081600700,3550.0,1060.0
06081600800,3432.0,954.0
06081600900,1764.0,287.0
06081601000,3667.0,532.0
06081601100,2808.0,521.0
06081601200,3054.0,426.0
06081601300,3436.0,682.0
06081601400,3127.0,532.0
06081601501,2745.0,331.0
06081601502,2406.0,337.0
06081601601,1035.0,110.0
06081601603,3403.0,335.0
06081601604,1500.0,396.0
06081601605,3283.0,373.0
06081601700,1979.0,145.0
06081601800,2585.0,205.0
06081601900,4345.0,539.0
06081602000,3531.0,235.0
06081602100,1683.0,207.0
06081602200,3779.0,416.0
06081602300,1510.0,152.0
06081602400,2990.0,198.0
06081602500,2532.0,170.0
06081602600,4029.0,413.0
06081602700,2869.0,206.0
06081602800,2593.0,266.0
06081602900,2319.0,234.0
06081603000,2523.0,279.0
06081603100,1661.0,83.0
06081603200,2069.0,140.0
06081603300,3534.0,259.0
06081603400,3298.0,217.0
06081603500,29.0,0.0
06081603600,3026.0,197.0
06081603700,2836.0,87.0
06081603800,4022.0,255.0
06081603900,2806.0,257.0
06081604000,1643.0,117.0
06081604101,3750.0,463.0
06081604102,1029.0,108.0
06081604200,1829.0,184.0
06081604300,0.0,0.0
06081604400,2013.0,142.0
06081604500,1605.0,61.0
06081604600,1103.0,44.0
06081604700,1291.0,63.0
06081604800,2051.0,77.0
06081604900,1403.0,113.0
06081605000,3225.0,171.0
06081605100,1794.0,180.0
06081605200,1705.0,82.0
06081605300,2493.0,150.0
06081605400,3340.0,312.0
06081605500,3179.0,249.0
06081605600,2305.0,74.0
06081605700,2303.0,38.0
06081605800,1311.0,46.0
06081605900,2772.0,286.0
06081606000,2590.0,111.0
06081606100,1963.0,120.0
06081606200,3202.0,275.0
06081606300,1655.0,87.0
06081606400,2263.0,219.0
06081606500,1613.0,42.0
06081606600,1782.0,230.0
06081606700,1067.0,44.0
06081606800,1721.0,90.0
06081606900,1148.0,37.0
06081607000,1808.0,35.0
06081607100,1479.0,37.0
06081607200,2004.0,130.0
06081607300,1582.0,107.0
06081607400,2261.0,120.0
06081607500,1011.0,45.0
06081607600,1942.0,155.0
06081607701,1945.0,144.0
06081607702,1244.0,45.0
06081607800,1629.0,79.0
06081607900,2057.0,156.0
06081608001,1532.0,41.0
06081608002,2103.0,66.0
06081608004,3683.0,109.0
06081608013,2178.0,81.0
06081608023,1208.0,36.0
06081608100,1715.0,101.0
06081608200,1646.0,55.0
06081608300,1764.0,79.0
06081608400,3116.0,110.0
06081608501,2661.0,156.0
06081608502,1545.0,102.0
06081608600,2436.0,165.0
06081608700,3468.0,131.0
06081608800,3096.0,99.0
06081608900,3793.0,88.0
06081609000,1253.0,50.0
06081609100,966.0,82.0
06081609200,3982.0,253.0
06081609300,1581.0,18.0
06081609400,1491.0,38.0
06081609500,2621.0,104.0
06081609601,1535.0,30.0
06081609602,820.0,5.0
06081609603,2724.0,21.0
06081609700,2335.0,48.0
06081609800,2316.0,68.0
06081609900,1489.0,32.0
06081610000,2593.0,116.0
06081610100,1391.0,100.0
06081610201,2623.0,103.0
06081610202,577.0,75.0
06081610203,1541.0,308.0
06081610302,1162.0,25.0
06081610303,3860.0,118.0
06081610304,2519.0,113.0
06081610400,2801.0,112.0
06081610500,2362.0,67.0
06081610601,2714.0,325.0
06081610602,1773.0,30.0
06081610700,2620.0,108.0
06081610800,2246.0,124.0
06081610900,3795.0,276.0
06081611000,2979.0,94.0
06081611100,3070.0,79.0
06081611200,1518.0,34.0
06081611300,2498.0,50.0
06081611400,1874.0,66.0
06081611500,1206.0,34.0
06081611600,1132.0,17.0
06081611700,2425.0,233.0
06081611800,1777.0,82.0
06081611900,3257.0,213.0
06081612000,2763.0,195.0
06081612100,3810.0,213.0
06081612200,2339.0,89.0
06081612400,676.0,19.0
06081612500,2374.0,119.0
06081612600,2317.0,67.0
06081612700,829.0,22.0
06081612800,1402.0,16.0
06081612900,2041.0,28.0
06081613000,1463.0,27.0
06081613200,3104.0,0.0
06081613300,1208.0,0.0
06081613400,1681.0,7.0
06081613501,2197.0,55.0
06081613502,3077.0,45.0
06081613600,3072.0,128.0
06081613700,4204.0,58.0
06081613800,2604.0,43.0
06083000101,2257.0,19.0
06083000102,2589.0,120.0
06083000103,1376.0,7.0
06083000200,2177.0,47.0
06083000300,3982.0,265.0
06083000400,2781.0,68.0
06083000501,1862.0,7.0
06083000502,2857.0,39.0
06083000600,2779.0,22.0
06083000700,2970.0,44.0
06083000801,2137.0,132.0
06083000802,3109.0,340.0
06083000900,1452.0,132.0
06083001000,3485.0,210.0
06083001101,2378.0,102.0
06083001102,2117.0,171.0
06083001202,2173.0,68.0
06083001203,1433.0,46.0
06083001204,2265.0,196.0
06083001301,1538.0,15.0
06083001302,4029.0,155.0
06083001400,1495.0,11.0
06083001500,1339.0,5.0
06083001601,2889.0,52.0
06083001602,2745.0,84.0
06083001701,2716.0,54.0
06083001702,1364.0,67.0
06083001800,510.0,5.0
06083001901,3067.0,32.0
06083001903,2810.0,39.0
06083001905,1638.0,4.0
06083001906,2959.0,12.0
06083002005,1919.0,18.0
06083002006,967.0,0.0
06083002007,2219.0,0.0
06083002008,2794.0,40.0
06083002009,1503.0,17.0
06083002010,2096.0,0.0
06083002011,2004.0,51.0
06083002012,1456.0,7.0
06083002013,1029.0,0.0
06083002101,1221.0,0.0
06083002102,863.0,0.0
06083002103,1745.0,15.0
06083002205,1636.0,8.0
06083002206,1573.0,5.0
06083002209,1201.0,8.0
06083002210,1702.0,14.0
06083002211,1806.0,0.0
06083002303,2236.0,5.0
06083002304,2192.0,19.0
06083002305,2566.0,30.0
06083002306,1644.0,2.0
06083002402,2757.0,7.0
06083002403,2024.0,27.0
06083002404,2703.0,25.0
06083002500,2203.0,24.0
06083002603,2908.0,0.0
06083002604,139.0,0.0
06083002702,2378.0,12.0
06083002703,1527.0,20.0
06083002705,1562.0,15.0
06083002706,2357.0,11.0
06083002707,1085.0,19.0
06083002708,1043.0,12.0
06083002802,3493.0,65.0
06083002805,440.0,0.0
06083002806,852.0,14.0
06083002807,976.0,23.0
06083002808,2539.0,25.0
