,P030001 Total: Workers 16 years and over,P030005 Total:  Public transportation:
06037404200,2962.0,136.0
06037404301,1941.0,190.0
06037404302,945.0,28.0
06037404401,1398.0,20.0
06037404402,1728.0,40.0
06037404501,991.0,38.0
06037404502,2868.0,156.0
06037404600,571.0,47.0
06037404701,2022.0,94.0
06037404702,1880.0,120.0
06037404703,1112.0,68.0
06037404801,2331.0,153.0
06037404802,1490.0,40.0
06037404803,559.0,0.0
06037404901,1729.0,64.0
06037404902,1239.0,31.0
06037404903,922.0,38.0
06037405001,2125.0,114.0
06037405002,939.0,78.0
06037405101,2089.0,38.0
06037405102,1664.0,80.0
06037405201,1750.0,130.0
06037405202,1734.0,137.0
06037405203,1222.0,16.0
06037405300,3382.0,139.0
06037405400,1906.0,69.0
06037405500,2815.0,66.0
06037405600,2010.0,50.0
06037405700,3605.0,151.0
06037405800,2449.0,111.0
06037405900,1527.0,62.0
06037406000,1998.0,61.0
06037406101,1369.0,90.0
06037406102,2629.0,114.0
06037406200,2130.0,183.0
06037406300,2260.0,104.0
06037406402,883.0,24.0
06037406411,935.0,44.0
06037406412,952.0,17.0
06037406500,2800.0,134.0
06037406601,1924.0,72.0
06037406602,1922.0,78.0
06037406700,3586.0,142.0
06037406800,2112.0,39.0
06037406900,2923.0,164.0
06037407001,2230.0,120.0
06037407002,1333.0,49.0
06037407101,1773.0,57.0
06037407102,2085.0,114.0
06037407200,2563.0,91.0
06037407301,1646.0,80.0
06037407302,1342.0,18.0
06037407400,680.0,20.0
06037407500,2784.0,113.0
06037407600,3048.0,163.0
06037407701,2057.0,125.0
06037407702,2590.0,157.0
06037407800,3087.0,153.0
06037407900,2400.0,100.0
06037408001,3423.0,173.0
06037408002,3148.0,209.0
06037408101,3838.0,156.0
06037408102,3227.0,99.0
06037408132,3869.0,377.0
06037408133,2534.0,145.0
06037408134,1298.0,102.0
06037408135,1957.0,91.0
06037408202,635.0,32.0
06037408211,2335.0,53.0
06037408212,1716.0,54.0
06037408301,1715.0,73.0
06037408302,1594.0,24.0
06037408303,1501.0,48.0
06037408401,1539.0,28.0
06037408402,2357.0,27.0
06037408501,1241.0,51.0
06037408502,2835.0,55.0
06037408503,2769.0,24.0
06037408601,3015.0,118.0
06037408623,1249.0,13.0
06037408624,1476.0,38.0
06037408625,1801.0,41.0
06037408626,2213.0,74.0
06037408627,1414.0,6.0
06037408628,2446.0,37.0
06037408629,1250.0,0.0
06037408703,2885.0,45.0
06037408704,1184.0,31.0
06037408705,2497.0,49.0
06037408706,701.0,15.0
06037408721,3511.0,199.0
06037408722,2091.0,20.0
06037408800,1034.0,121.0
06037430001,2350.0,36.0
06037430002,3037.0,120.0
06037430101,1770.0,101.0
06037430102,2067.0,88.0
06037430200,409.0,8.0
06037430301,2314.0,22.0
06037430302,2966.0,18.0
06037430400,1927.0,30.0
06037430501,2262.0,36.0
06037430502,3605.0,47.0
06037430600,1750.0,12.0
06037430701,2274.0,43.0
06037430721,1439.0,27.0
06037430723,1770.0,123.0
06037430724,1853.0,26.0
06037430801,2626.0,88.0
06037430802,1731.0,40.0
06037430803,2226.0,48.0
06037430900,4172.0,119.0
06037431001,3283.0,143.0
06037431002,1158.0,29.0
06037431100,2489.0,131.0
06037431200,2226.0,80.0
06037431300,1118.0,12.0
06037431400,1601.0,46.0
06037431500,3929.0,162.0
06037431600,1555.0,41.0
06037431700,2720.0,48.0
06037431800,2055.0,53.0
06037431900,1599.0,46.0
06037432000,3306.0,41.0
06037432101,1814.0,76.0
06037432102,2350.0,66.0
06037432201,1386.0,81.0
06037432202,1684.0,99.0
06037432300,1519.0,54.0
06037432401,1355.0,129.0
06037432402,2095.0,161.0
06037432500,3016.0,152.0
06037432601,2622.0,184.0
06037432602,1582.0,55.0
06037432700,1851.0,180.0
06037432801,665.0,48.0
06037432802,1931.0,171.0
06037432901,1820.0,71.0
06037432902,1345.0,37.0
06037433100,2862.0,159.0
06037433200,2145.0,156.0
06037433301,3090.0,341.0
06037433302,428.0,34.0
06037433303,2525.0,249.0
06037433401,1219.0,132.0
06037433402,1659.0,96.0
06037433403,1364.0,79.0
06037433501,574.0,22.0
06037433502,2922.0,114.0
06037433601,1935.0,41.0
06037433602,1067.0,54.0
06037433700,1244.0,24.0
06037433801,2120.0,164.0
06037433802,991.0,43.0
06037433901,1569.0,126.0
06037433902,1151.0,90.0
06037434001,1434.0,31.0
06037434002,2599.0,181.0
06037460000,2306.0,36.0
06037460100,3312.0,0.0
06037460200,2800.0,109.0
06037460301,2022.0,50.0
06037460302,1824.0,72.0
06037460400,374.0,14.0
06037460501,2412.0,0.0
06037460502,1948.0,19.0
06037460600,1957.0,18.0
06037460700,2081.0,17.0
06037460800,1537.0,0.0
06037460900,2614.0,198.0
06037461000,2150.0,84.0
06037461100,2004.0,105.0
06037461200,2279.0,48.0
06037461300,2954.0,63.0
06037461400,1471.0,69.0
06037461500,3825.0,338.0
06037461600,1999.0,152.0
06037461700,734.0,14.0
06037461900,2837.0,248.0
06037462000,2857.0,349.0
06037462100,2264.0,219.0
06037462200,2220.0,87.0
06037462300,3702.0,340.0
06037462400,1928.0,46.0
06037462500,3093.0,41.0
06037462600,1186.0,4.0
06037462700,2914.0,109.0
06037462800,1418.0,61.0
06037462900,1741.0,33.0
06037463000,981.0,5.0
06037463101,1146.0,38.0
06037463102,1531.0,24.0
06037463200,1555.0,80.0
06037463300,1192.0,40.0
06037463400,3002.0,100.0
06037463500,3027.0,65.0
06037463600,5498.0,188.0
06037463700,666.0,0.0
06037463800,1984.0,16.0
06037463900,1651.0,7.0
06037464000,3199.0,78.0
06037464100,2932.0,18.0
06037464200,2226.0,0.0
06037480002,1466.0,17.0
06037480011,2276.0,96.0
06037480012,2261.0,26.0
06037480101,1724.0,45.0
06037480102,1761.0,51.0
06037480201,1793.0,0.0
06037480202,1109.0,10.0
06037480301,3690.0,180.0
06037480302,1939.0,62.0
06037480400,2593.0,86.0
06037480500,2745.0,41.0
06037480600,3908.0,61.0
06037480702,2271.0,28.0
06037480703,1554.0,0.0
06037480704,2267.0,10.0
06037480802,1313.0,62.0
06037480803,1759.0,70.0
06037480804,2244.0,167.0
06037480901,2068.0,152.0
06037480902,1826.0,86.0
06037480903,1231.0,19.0
06037481001,1673.0,31.0
06037481002,2180.0,157.0
06037481101,1689.0,73.0
06037481102,1545.0,64.0
06037481103,2073.0,130.0
06037481201,1369.0,37.0
06037481202,2778.0,181.0
06037481300,1309.0,54.0
06037481401,2564.0,131.0
06037481402,2796.0,111.0
06037481500,1842.0,61.0
06037481602,3477.0,222.0
06037481603,1697.0,95.0
06037481604,1729.0,65.0
06037481711,1581.0,92.0
06037481712,1795.0,99.0
06037481713,1063.0,75.0
06037481714,853.0,76.0
06037481800,1162.0,12.0
06037481901,2895.0,108.0
06037481902,1220.0,39.0
06037482001,1124.0,34.0
06037482002,2883.0,59.0
06037482101,1836.0,69.0
06037482102,1245.0,23.0
06037482201,1412.0,60.0
06037482202,2115.0,112.0
06037482301,1914.0,80.0
06037482303,1793.0,114.0
06037482304,1333.0,154.0
06037482401,1355.0,101.0
06037482402,2635.0,120.0
06037482502,1119.0,49.0
06037482503,1466.0,77.0
06037482521,1999.0,78.0
06037482522,2006.0,78.0
06037482600,2943.0,62.0
06037482701,1597.0,133.0
06037482702,1047.0,33.0
06037482800,1670.0,52.0
06037500100,1481.0,12.0
06037500201,2720.0,40.0
06037500202,2007.0,25.0
06037500300,1568.0,4.0
06037500401,3494.0,87.0
06037500402,1806.0,125.0
06037500500,1063.0,31.0
06037500600,2023.0,163.0
06037500700,2534.0,91.0
06037500800,2105.0,64.0
06037500900,1899.0,78.0
06037501000,3043.0,99.0
06037501200,2041.0,40.0
06037501300,3124.0,105.0
06037501400,1592.0,77.0
06037501501,1012.0,11.0
06037501503,2452.0,35.0
06037501504,1344.0,76.0
06037501600,3219.0,81.0
06037501700,1502.0,12.0
06037501801,2495.0,116.0
06037501802,1599.0,62.0
06037501900,1865.0,20.0
06037502001,1727.0,16.0
06037502002,2621.0,104.0
06037502100,1845.0,45.0
06037502200,2518.0,69.0
06037502301,2175.0,11.0
06037502302,1084.0,39.0
06037502401,1540.0,37.0
06037502402,1450.0,69.0
06037502500,1260.0,80.0
06037502601,2590.0,40.0
06037502602,1578.0,41.0
06037502700,2564.0,70.0
06037502800,3050.0,46.0
06037502901,2362.0,55.0
06037502902,1220.0,4.0
06037503000,1945.0,67.0
06037503101,2972.0,65.0
06037503102,2758.0,38.0
06037503201,1648.0,19.0
06037503202,1547.0,42.0
06037503301,1387.0,10.0
06037503302,2721.0,32.0
06037503401,2770.0,33.0
06037503402,1787.0,48.0
06037503501,2584.0,39.0
06037503502,1849.0,26.0
06037503601,1841.0,8.0
06037503602,1630.0,11.0
06037503701,2052.0,33.0
06037503702,2258.0,51.0
06037503703,3371.0,76.0
06037503801,1806.0,27.0
06037503802,2440.0,73.0
06037503901,1294.0,12.0
06037503902,1920.0,12.0
06037504001,2153.0,4.0
06037504002,2157.0,19.0
06037504101,2141.0,56.0
06037504102,3.0,0.0
06037530003,1360.0,0.0
06037530004,1209.0,23.0
06037530005,2068.0,30.0
06037530006,1845.0,89.0
06037530101,1706.0,123.0
06037530102,1722.0,109.0
06037530202,1395.0,91.0
06037530203,1285.0,128.0
06037530204,1265.0,120.0
06037530301,799.0,103.0
06037530302,1984.0,171.0
06037530400,1159.0,96.0
06037530500,1179.0,143.0
06037530601,1019.0,92.0
06037530602,386.0,39.0
06037530700,619.0,85.0
06037530801,2076.0,310.0
06037530802,967.0,117.0
06037530901,935.0,157.0
06037530902,1240.0,186.0
06037531000,1673.0,228.0
06037531101,1534.0,280.0
06037531102,942.0,202.0
06037531201,1632.0,209.0
06037531202,1530.0,286.0
06037531301,1803.0,264.0
06037531302,1968.0,328.0
06037531501,2174.0,374.0
06037531502,1021.0,136.0
06037531602,1274.0,204.0
06037531603,945.0,109.0
06037531604,1057.0,130.0
06037531701,1833.0,300.0
06037531702,1519.0,265.0
06037531800,1618.0,199.0
06037531901,1949.0,186.0
06037531902,1392.0,153.0
06037532001,951.0,80.0
06037532002,987.0,59.0
06037532101,2012.0,238.0
06037532102,1067.0,60.0
06037532200,2072.0,203.0
06037532302,1178.0,48.0
06037532303,1577.0,89.0
06037532304,1184.0,127.0
06037532400,36.0,0.0
06037532500,1504.0,242.0
06037532603,1025.0,61.0
06037532604,920.0,122.0
06037532605,1259.0,310.0
06037532606,1546.0,215.0
06037532700,723.0,153.0
06037532800,1073.0,188.0
06037532900,1549.0,430.0
06037533000,2022.0,338.0
06037533103,1365.0,460.0
06037533104,1339.0,463.0
06037533105,566.0,157.0
06037533106,533.0,67.0
06037533107,1225.0,164.0
06037533201,925.0,131.0
06037533202,965.0,111.0
06037533203,821.0,112.0
06037533300,1216.0,236.0
06037533401,1618.0,123.0
06037533402,1296.0,190.0
06037533403,1180.0,66.0
06037533501,1062.0,116.0
06037533502,681.0,52.0
06037533503,708.0,88.0
06037533601,1249.0,117.0
06037533602,2312.0,269.0
06037533603,2104.0,234.0
06037533701,1099.0,167.0
06037533702,1264.0,154.0
06037533703,1398.0,112.0
06037533801,2608.0,253.0
06037533803,2026.0,211.0
06037533804,1661.0,164.0
06037533901,1943.0,201.0
06037533902,1164.0,128.0
06037534001,1521.0,152.0
06037534002,1285.0,80.0
06037534101,710.0,185.0
06037534102,1835.0,253.0
06037534201,1198.0,148.0
06037534202,1834.0,211.0
06037534203,984.0,92.0
06037534301,1425.0,118.0
06037534302,1082.0,109.0
06037534403,991.0,110.0
06037534404,1148.0,128.0
06037534405,1266.0,74.0
06037534406,1365.0,192.0
06037534501,1857.0,130.0
06037534502,1388.0,27.0
06037534700,1147.0,84.0
06037534802,1132.0,138.0
06037534803,1373.0,227.0
06037534804,1077.0,80.0
06037534900,1829.0,246.0
06037535000,1969.0,339.0
06037535101,1838.0,219.0
06037535102,919.0,114.0
06037535200,1200.0,147.0
06037535300,1604.0,241.0
06037535400,760.0,104.0
06037535501,1059.0,196.0
06037535502,1702.0,181.0
06037535503,716.0,41.0
06037535603,1182.0,130.0
06037535604,1331.0,116.0
06037535605,1304.0,188.0
06037535606,648.0,75.0
06037535607,1430.0,134.0
06037535701,1898.0,83.0
06037535702,1849.0,159.0
06037535802,2106.0,151.0
06037535803,1291.0,155.0
06037535804,1878.0,156.0
06037535901,1943.0,117.0
06037535902,2466.0,139.0
06037536000,1107.0,85.0
06037536101,3453.0,272.0
06037536102,1161.0,37.0
06037536200,2809.0,104.0
06037540000,1936.0,161.0
06037540101,2056.0,95.0
06037540102,2117.0,110.0
06037540201,718.0,135.0
06037540202,1820.0,133.0
06037540203,1419.0,117.0
06037540300,1632.0,114.0
06037540400,472.0,44.0
06037540501,1466.0,114.0
06037540502,1824.0,205.0
06037540600,892.0,79.0
06037540700,793.0,67.0
06037540800,1598.0,114.0
06037540901,1279.0,78.0
06037540902,1245.0,81.0
06037541001,481.0,0.0
06037541002,1317.0,41.0
06037541100,920.0,64.0
06037541200,1797.0,83.0
06037541300,1619.0,112.0
06037541400,1723.0,140.0
06037541500,1360.0,71.0
06037541603,802.0,42.0
06037541604,1375.0,166.0
06037541605,1421.0,43.0
06037541606,764.0,120.0
06037541700,2153.0,132.0
06037541801,1631.0,82.0
06037541802,1628.0,191.0
06037542000,1697.0,122.0
06037542101,2120.0,118.0
06037542102,2095.0,226.0
06037542200,2034.0,130.0
06037542401,1717.0,141.0
06037542402,857.0,24.0
06037542501,1018.0,142.0
06037542502,1238.0,163.0
06037542601,773.0,85.0
06037542602,1372.0,157.0
06037542700,1435.0,134.0
06037542800,852.0,71.0
06037542900,959.0,51.0
06037543000,1259.0,86.0
06037543100,1884.0,111.0
06037543201,1109.0,75.0
06037543202,1261.0,89.0
06037543303,3256.0,100.0
06037543304,2702.0,81.0
06037543305,1169.0,15.0
06037543321,1635.0,79.0
06037543322,3173.0,95.0
06037543400,1651.0,79.0
06037543501,2781.0,47.0
06037543502,2021.0,47.0
06037543503,2254.0,54.0
06037543601,1666.0,47.0
06037543602,3364.0,83.0
06037543603,1806.0,22.0
06037543604,2238.0,29.0
06037543701,1149.0,24.0
06037543702,2812.0,63.0
06037543703,1484.0,34.0
06037543801,2072.0,49.0
06037543802,2598.0,67.0
06037543903,1450.0,70.0
06037543904,1465.0,105.0
06037544000,2798.0,60.0
06037550000,268.0,8.0
06037550100,2863.0,86.0
06037550200,3278.0,146.0
06037550300,2979.0,50.0
06037550400,612.0,37.0
06037550500,3248.0,115.0
06037550600,3741.0,99.0
06037550700,2585.0,69.0
06037550800,2615.0,29.0
06037550900,3783.0,179.0
06037551000,2600.0,17.0
06037551100,3262.0,119.0
06037551201,1416.0,39.0
06037551202,2948.0,159.0
06037551300,2144.0,83.0
06037551400,3565.0,119.0
06037551500,3581.0,33.0
06037551600,0.0,0.0
06037551700,2399.0,140.0
06037551800,2869.0,126.0
06037551900,1959.0,35.0
06037552000,2998.0,132.0
06037552100,1919.0,62.0
06037552200,2528.0,58.0
06037552300,3163.0,97.0
06037552400,914.0,6.0
06037552601,1728.0,42.0
06037552602,1538.0,80.0
06037552700,2547.0,43.0
06037552800,2076.0,107.0
06037552900,2622.0,79.0
06037553000,1750.0,9.0
06037553100,2632.0,63.0
06037553200,2664.0,46.0
06037553300,1306.0,13.0
06037553400,1552.0,60.0
06037553501,2699.0,134.0
06037553502,1448.0,50.0
06037553601,1601.0,107.0
06037553602,1612.0,79.0
06037553701,1261.0,97.0
06037553702,1564.0,55.0
06037553801,1209.0,57.0
06037553802,2215.0,46.0
06037553901,2555.0,18.0
06037553902,2108.0,43.0
06037554001,1617.0,44.0
06037554002,2120.0,88.0
06037554101,1158.0,54.0
06037554102,3006.0,134.0
06037554201,1501.0,53.0
06037554202,2930.0,94.0
06037554300,2612.0,113.0
06037554401,3379.0,127.0
06037554403,2026.0,67.0
06037554404,1591.0,66.0
06037554511,1892.0,21.0
06037554512,2964.0,33.0
06037554513,1273.0,19.0
06037554514,2124.0,30.0
06037554515,1809.0,18.0
06037554516,2091.0,33.0
06037554517,2065.0,19.0
06037554518,2530.0,42.0
06037554519,1672.0,28.0
06037554521,2866.0,44.0
06037554522,2636.0,12.0
06037554600,1558.0,57.0
06037554700,1616.0,42.0
06037554801,1365.0,61.0
06037554802,2425.0,88.0
06037554900,2806.0,42.0
06037555001,2521.0,23.0
06037555002,1523.0,10.0
06037555102,2688.0,80.0
06037555103,1981.0,0.0
06037555104,1886.0,32.0
06037555202,1402.0,7.0
06037555211,1907.0,62.0
06037555212,1558.0,35.0
06037570001,2049.0,13.0
06037570002,1167.0,8.0
06037570003,2007.0,52.0
06037570100,935.0,8.0
06037570202,2383.0,99.0
06037570203,1098.0,92.0
06037570204,1230.0,51.0
06037570301,2326.0,202.0
06037570303,1173.0,36.0
06037570304,1430.0,127.0
06037570401,2586.0,230.0
06037570402,1183.0,67.0
06037570501,2652.0,223.0
06037570502,2275.0,45.0
06037570601,1748.0,148.0
06037570602,2041.0,83.0
06037570603,1469.0,97.0
06037570701,2720.0,76.0
06037570702,1121.0,24.0
06037570800,2563.0,7.0
06037570901,2627.0,36.0
06037570902,1653.0,0.0
06037571000,2638.0,41.0
06037571101,2208.0,37.0
06037571102,1903.0,21.0
06037571200,3711.0,62.0
06037571300,2045.0,19.0
06037571400,2292.0,37.0
06037571501,3803.0,118.0
06037571502,2113.0,77.0
06037571600,328.0,97.0
06037571701,2201.0,196.0
06037571702,2456.0,90.0
06037571800,1567.0,47.0
06037571900,2604.0,52.0
06037572001,2851.0,97.0
06037572002,1700.0,62.0
06037572100,607.0,35.0
06037572201,2589.0,114.0
06037572202,1668.0,44.0
06037572301,1165.0,95.0
06037572302,1094.0,24.0
06037572400,518.0,5.0
06037572500,870.0,119.0
06037572600,1724.0,112.0
06037572700,1940.0,119.0
06037572800,53.0,0.0
06037572900,1681.0,251.0
06037573001,2136.0,257.0
06037573002,1050.0,120.0
06037573100,2656.0,313.0
06037573201,1513.0,153.0
06037573202,1669.0,211.0
06037573300,1013.0,30.0
06037573401,652.0,21.0
06037573402,3045.0,94.0
06037573403,1007.0,36.0
06037573500,0.0,0.0
06037573600,2883.0,38.0
06037573700,2276.0,29.0
06037573800,2101.0,7.0
06037573901,0.0,0.0
06037573902,1273.0,11.0
06037574000,2479.0,30.0
06037574100,2373.0,54.0
06037574201,1514.0,14.0
06037574202,799.0,27.0
06037574300,2845.0,52.0
06037574400,2570.0,53.0
06037574500,3239.0,27.0
06037574601,511.0,10.0
06037574602,624.0,6.0
06037574700,29.0,0.0
06037574800,1557.0,28.0
06037574901,1850.0,20.0
06037574902,2585.0,72.0
06037575001,1726.0,50.0
06037575002,2290.0,62.0
06037575101,1478.0,167.0
06037575102,1201.0,126.0
06037575103,2156.0,138.0
06037575201,1217.0,99.0
06037575202,1349.0,297.0
06037575300,1257.0,248.0
06037575401,1226.0,276.0
06037575402,854.0,200.0
06037575500,101.0,10.0
06037575600,2.0,0.0
06037575801,627.0,62.0
06037575802,1457.0,318.0
06037575803,790.0,202.0
06037575901,1377.0,198.0
06037575902,2206.0,307.0
06037576000,266.0,11.0
06037576100,1385.0,123.0
06037576200,1740.0,454.0
06037576300,2595.0,513.0
06037576401,1140.0,278.0
06037576402,1318.0,231.0
06037576403,1440.0,254.0
06037576501,1383.0,301.0
06037576502,1830.0,204.0
06037576503,1750.0,283.0
06037576601,2624.0,205.0
06037576602,2544.0,161.0
06037576700,2619.0,181.0
06037576801,2049.0,72.0
06037576802,2313.0,117.0
06037576901,1896.0,291.0
06037576902,2527.0,320.0
06037577000,3668.0,116.0
06037577100,4096.0,175.0
06037577200,3836.0,48.0
06037577300,4066.0,125.0
06037577400,1987.0,51.0
06037577501,1995.0,10.0
06037577502,1007.0,0.0
06037577601,766.0,16.0
06037577602,1931.0,16.0
06037577603,4734.0,51.0
06037599000,1563.0,59.0
06037599100,336.0,12.0
06037600100,1475.0,278.0
06037600201,1067.0,210.0
06037600202,1427.0,216.0
06037600301,1833.0,286.0
06037600302,1082.0,129.0
06037600400,1573.0,73.0
06037600501,1109.0,50.0
06037600502,940.0,53.0
06037600601,1043.0,68.0
06037600602,877.0,140.0
06037600702,1166.0,71.0
06037600703,821.0,0.0
06037600704,1222.0,64.0
06037600801,1335.0,29.0
06037600802,1274.0,22.0
06037600902,2501.0,284.0
06037600911,1469.0,76.0
06037600912,1928.0,113.0
06037601001,825.0,101.0
06037601002,2043.0,164.0
06037601100,2043.0,338.0
06037601202,1677.0,48.0
06037601211,900.0,23.0
06037601212,2146.0,216.0
06037601301,990.0,28.0
06037601302,2778.0,188.0
06037601303,2188.0,217.0
06037601401,1634.0,120.0
06037601402,1815.0,121.0
06037601501,1177.0,179.0
06037601502,1339.0,84.0
06037601600,1478.0,178.0
06037601700,1626.0,173.0
06037601801,1190.0,149.0
06037601802,1429.0,206.0
06037601900,1658.0,202.0
06037602002,1176.0,107.0
06037602003,1948.0,108.0
06037602004,1363.0,56.0
06037602103,2457.0,214.0
06037602104,1904.0,214.0
06037602105,1600.0,85.0
06037602106,2218.0,132.0
06037602200,2628.0,90.0
06037602301,2790.0,82.0
06037602302,1485.0,12.0
06037602402,2758.0,124.0
06037602403,1757.0,61.0
06037602404,2012.0,167.0
06037602501,3555.0,317.0
06037602502,3250.0,353.0
06037602503,3542.0,239.0
06037602600,3206.0,175.0
06037602700,1405.0,49.0
06037602800,3039.0,319.0
06037602900,1553.0,143.0
06037603001,2376.0,144.0
06037603003,3071.0,169.0
06037603004,798.0,55.0
06037603101,1749.0,38.0
06037603102,1434.0,44.0
06037603200,994.0,19.0
06037603301,1862.0,16.0
06037603302,1482.0,52.0
06037603400,1752.0,51.0
06037603500,1294.0,17.0
06037603600,1847.0,29.0
06037603702,2075.0,27.0
06037603703,1286.0,60.0
06037603704,2321.0,198.0
06037603800,3189.0,218.0
06037603900,2940.0,271.0
06037604000,3979.0,222.0
06037604100,2731.0,173.0
06037609900,811.0,7.0
06037620001,2031.0,12.0
06037620002,1984.0,10.0
06037620003,0.0,0.0
06037620101,2922.0,59.0
06037620102,2155.0,26.0
06037620201,1377.0,13.0
06037620301,2218.0,0.0
06037620302,4302.0,7.0
06037620303,2222.0,5.0
06037620400,2417.0,12.0
06037620501,2913.0,25.0
06037620521,2314.0,65.0
06037620522,2491.0,69.0
06037620601,2897.0,73.0
06037620602,2678.0,7.0
06037620701,3662.0,44.0
06037620702,3676.0,30.0
06037620800,3635.0,36.0
06037620901,1209.0,0.0
06037620902,1650.0,0.0
06037621001,2547.0,36.0
06037621002,3807.0,11.0
06037621101,4712.0,59.0
06037621102,1718.0,16.0
06037621201,3712.0,24.0
06037621202,2277.0,37.0
06037621301,3824.0,57.0
06037621321,2585.0,59.0
06037621322,2225.0,27.0
06037621400,2407.0,38.0
06037650001,2787.0,10.0
06037650002,3090.0,129.0
06037650101,2438.0,56.0
06037650102,1067.0,28.0
06037650200,2601.0,32.0
06037650300,3091.0,80.0
06037650400,1959.0,11.0
06037650501,1562.0,0.0
06037650502,1948.0,7.0
06037650601,4137.0,65.0
06037650602,3245.0,67.0
06037650603,1743.0,25.0
06037650701,968.0,5.0
06037650702,2122.0,30.0
06037650800,2830.0,16.0
06037650901,2949.0,43.0
06037650902,2739.0,33.0
06037651001,2285.0,14.0
06037651002,2351.0,40.0
06037651101,2441.0,5.0
06037651102,1623.0,9.0
06037651201,2394.0,16.0
06037651221,1468.0,4.0
06037651222,2844.0,25.0
06037651301,2949.0,10.0
06037651302,2808.0,0.0
06037651400,4105.0,75.0
06037670001,1516.0,8.0
06037670002,1743.0,49.0
06037670003,2858.0,62.0
06037670100,2872.0,58.0
06037670201,1914.0,8.0
06037670202,1172.0,6.0
06037670301,2149.0,9.0
06037670321,1420.0,14.0
06037670322,2105.0,32.0
06037670403,955.0,36.0
06037670405,981.0,5.0
06037670406,773.0,22.0
06037670407,2760.0,27.0
06037670411,1884.0,25.0
06037670413,2025.0,10.0
06037670414,1801.0,23.0
06037670500,776.0,4.0
06037670600,3221.0,45.0
06037670701,2865.0,27.0
06037670702,2452.0,0.0
06037700100,4841.0,450.0
06037700200,4001.0,280.0
06037700300,3934.0,193.0
06037700400,3281.0,117.0
06037700500,5581.0,137.0
06037700600,2294.0,49.0
06037700700,1417.0,111.0
06037700800,4107.0,174.0
06037700901,1710.0,13.0
06037700902,3208.0,71.0
06037701000,2917.0,38.0
06037701100,113.0,47.0
06037701201,1771.0,12.0
06037701202,1820.0,46.0
06037701301,3057.0,61.0
06037701302,2760.0,42.0
06037701400,3522.0,164.0
06037701501,2921.0,73.0
06037701502,2111.0,136.0
06037701601,1942.0,48.0
06037701602,2156.0,133.0
06037701701,2007.0,93.0
06037701702,1711.0,162.0
06037701801,2622.0,342.0
06037701802,1922.0,111.0
06037701900,1034.0,27.0
06037702000,3428.0,115.0
06037702100,3598.0,93.0
06037702201,2265.0,36.0
06037702202,1970.0,78.0
06037702300,3316.0,125.0
06037702400,2292.0,133.0
06037702501,2415.0,158.0
06037702502,2335.0,23.0
06037702600,2965.0,71.0
06037702700,1610.0,42.0
06037702801,2515.0,138.0
06037702802,1071.0,43.0
06037702803,1312.0,214.0
06037702901,5649.0,72.0
06037703001,3320.0,68.0
06037703002,3467.0,50.0
06037703100,2615.0,37.0
06037703200,2513.0,52.0
06037800101,2682.0,8.0
06037800102,3761.0,9.0
06037800201,4096.0,39.0
06037800202,2279.0,17.0
06037800302,4065.0,34.0
06037800303,3782.0,0.0
06037800323,3615.0,40.0
06037800324,3634.0,16.0
06037800325,1755.0,0.0
06037800326,2411.0,9.0
06037800401,1853.0,0.0
06037800403,3296.0,11.0
06037800404,1415.0,9.0
06037800501,1648.0,12.0
06037800502,1211.0,12.0
06037900101,3628.0,45.0
06037900102,428.0,0.0
06037900200,408.0,0.0
06037900300,667.0,0.0
06037900501,2037.0,16.0
06037900502,2842.0,87.0
06037900503,2763.0,21.0
06037900504,1499.0,62.0
06037900602,936.0,27.0
06037900604,3019.0,79.0
06037900605,1612.0,31.0
06037900606,1123.0,49.0
06037900607,1147.0,26.0
06037900701,1771.0,8.0
06037900703,1829.0,80.0
06037900704,1254.0,75.0
06037900705,1937.0,33.0
06037900803,2119.0,49.0
06037900804,899.0,59.0
06037900805,1617.0,21.0
06037900806,755.0,44.0
06037900900,862.0,0.0
06037901003,0.0,0.0
06037901004,1718.0,7.0
06037901005,3180.0,40.0
06037901006,4324.0,77.0
06037901007,843.0,11.0
06037901101,1724.0,9.0
06037901102,1851.0,0.0
06037901203,587.0,2.0
06037901204,1119.0,0.0
06037901205,2412.0,15.0
06037901206,563.0,0.0
06037901207,1152.0,0.0
06037910000,3477.0,52.0
06037910100,552.0,8.0
06037910201,1075.0,0.0
06037910202,1337.0,9.0
06037910203,3787.0,75.0
06037910204,2862.0,44.0
06037910205,464.0,0.0
06037910206,45.0,0.0
06037910301,1944.0,17.0
06037910302,1990.0,0.0
06037910401,2018.0,21.0
06037910402,1131.0,148.0
06037910403,766.0,22.0
06037910404,1346.0,11.0
06037910501,1182.0,109.0
06037910502,987.0,37.0
06037910503,2550.0,33.0
06037910601,1401.0,0.0
06037910602,994.0,38.0
06037910603,2416.0,119.0
06037910604,2371.0,39.0
06037910703,3134.0,107.0
06037910704,2856.0,81.0
06037910705,1664.0,87.0
06037910706,1241.0,34.0
06037910707,1439.0,34.0
06037910708,237.0,31.0
06037910709,713.0,0.0
06037910710,3973.0,95.0
06037910803,1717.0,9.0
06037910804,1095.0,8.0
06037910805,2163.0,15.0
06037910806,130.0,0.0
06037910807,2489.0,67.0
06037910808,1897.0,22.0
06037910809,888.0,25.0
06037910810,1009.0,18.0
06037910901,594.0,23.0
06037910902,495.0,0.0
06037911000,484.0,0.0
