,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,state,county,tract
06061020710,1712.0,0.0,0.0,159.0,804.0,650.0,99.0,06,061,020710
06061020711,2050.0,44.0,446.0,634.0,591.0,335.0,0.0,06,061,020711
06061020712,1592.0,115.0,227.0,311.0,611.0,229.0,99.0,06,061,020712
06061020713,1382.0,0.0,317.0,465.0,278.0,318.0,4.0,06,061,020713
06061020714,1467.0,0.0,109.0,215.0,547.0,526.0,70.0,06,061,020714
06061020715,1186.0,0.0,14.0,239.0,566.0,367.0,0.0,06,061,020715
06061020717,1407.0,8.0,295.0,293.0,323.0,339.0,149.0,06,061,020717
06061020805,1750.0,11.0,12.0,417.0,926.0,354.0,30.0,06,061,020805
06061020806,1674.0,29.0,204.0,569.0,678.0,171.0,23.0,06,061,020806
06061020901,1055.0,28.0,188.0,452.0,283.0,97.0,7.0,06,061,020901
06061020908,2670.0,0.0,258.0,981.0,1286.0,129.0,16.0,06,061,020908
06061021003,2574.0,56.0,280.0,748.0,806.0,489.0,195.0,06,061,021003
06061021034,1362.0,0.0,0.0,143.0,501.0,623.0,95.0,06,061,021034
06061021035,2586.0,0.0,0.0,267.0,1394.0,707.0,218.0,06,061,021035
06061021037,1055.0,10.0,207.0,269.0,421.0,112.0,36.0,06,061,021037
06061021038,2636.0,0.0,0.0,324.0,1337.0,819.0,156.0,06,061,021038
06061021039,1148.0,0.0,31.0,660.0,446.0,11.0,0.0,06,061,021039
06061021040,2283.0,0.0,121.0,1295.0,795.0,55.0,17.0,06,061,021040
06061021043,1224.0,0.0,105.0,116.0,462.0,370.0,171.0,06,061,021043
06061021044,1820.0,17.0,39.0,171.0,605.0,718.0,270.0,06,061,021044
06061021045,1147.0,12.0,11.0,436.0,450.0,183.0,55.0,06,061,021045
06061021046,2281.0,68.0,610.0,901.0,444.0,180.0,78.0,06,061,021046
06061021103,1507.0,23.0,99.0,306.0,813.0,236.0,30.0,06,061,021103
06061021106,924.0,0.0,64.0,158.0,385.0,276.0,41.0,06,061,021106
06061021108,1325.0,11.0,254.0,468.0,468.0,115.0,9.0,06,061,021108
06061021109,1857.0,10.0,116.0,216.0,500.0,756.0,259.0,06,061,021109
06061021122,1350.0,0.0,28.0,365.0,224.0,553.0,180.0,06,061,021122
06061021123,2864.0,15.0,19.0,404.0,1068.0,1162.0,196.0,06,061,021123
06061021128,1063.0,0.0,38.0,196.0,473.0,291.0,65.0,06,061,021128
06061021129,1472.0,0.0,189.0,548.0,631.0,91.0,13.0,06,061,021129
06061021130,1355.0,11.0,467.0,679.0,106.0,74.0,18.0,06,061,021130
06061021131,2152.0,32.0,329.0,434.0,701.0,648.0,8.0,06,061,021131
06061021203,2211.0,27.0,113.0,194.0,1181.0,604.0,92.0,06,061,021203
06061021204,890.0,0.0,78.0,97.0,344.0,260.0,111.0,06,061,021204
06061021304,1998.0,11.0,54.0,390.0,1051.0,351.0,141.0,06,061,021304
06061021309,3066.0,0.0,67.0,441.0,773.0,1192.0,593.0,06,061,021309
06061021322,3227.0,29.0,177.0,322.0,1515.0,896.0,288.0,06,061,021322
06061021401,958.0,0.0,31.0,211.0,531.0,165.0,20.0,06,061,021401
06061021403,2415.0,23.0,216.0,751.0,1124.0,265.0,36.0,06,061,021403
06061021501,2282.0,34.0,224.0,570.0,969.0,365.0,120.0,06,061,021501
06061021502,1549.0,11.0,41.0,382.0,811.0,255.0,49.0,06,061,021502
06061021603,2040.0,16.0,168.0,1200.0,347.0,212.0,97.0,06,061,021603
06061021604,1374.0,0.0,15.0,283.0,797.0,171.0,108.0,06,061,021604
06061021801,1887.0,0.0,44.0,161.0,1074.0,523.0,85.0,06,061,021801
06061021802,2602.0,28.0,160.0,920.0,1163.0,267.0,64.0,06,061,021802
06061021901,1280.0,36.0,34.0,417.0,544.0,181.0,68.0,06,061,021901
06061021902,1831.0,33.0,115.0,361.0,887.0,352.0,83.0,06,061,021902
06061022002,2794.0,0.0,255.0,951.0,1257.0,302.0,29.0,06,061,022002
06061022011,2551.0,10.0,77.0,635.0,737.0,739.0,353.0,06,061,022011
06061022013,1530.0,37.0,168.0,576.0,590.0,100.0,59.0,06,061,022013
06061022014,2718.0,106.0,127.0,523.0,909.0,738.0,315.0,06,061,022014
06061022100,1374.0,29.0,62.0,302.0,471.0,351.0,159.0,06,061,022100
06061022200,1257.0,30.0,57.0,182.0,549.0,340.0,99.0,06,061,022200
06061022300,1547.0,48.0,35.0,255.0,659.0,418.0,132.0,06,061,022300
06061022400,1840.0,0.0,349.0,277.0,373.0,712.0,129.0,06,061,022400
06061022500,1423.0,0.0,0.0,235.0,406.0,416.0,366.0,06,061,022500
06061022600,2094.0,67.0,475.0,396.0,608.0,423.0,125.0,06,061,022600
06061022800,1608.0,0.0,65.0,506.0,523.0,368.0,146.0,06,061,022800
06061022900,1874.0,35.0,290.0,406.0,453.0,383.0,307.0,06,061,022900
06061023000,941.0,0.0,0.0,21.0,343.0,459.0,118.0,06,061,023000
06061023100,2077.0,0.0,26.0,160.0,632.0,630.0,629.0,06,061,023100
06061023200,1581.0,0.0,12.0,54.0,389.0,798.0,328.0,06,061,023200
06061023300,1432.0,0.0,0.0,126.0,446.0,608.0,252.0,06,061,023300
06061023400,1419.0,0.0,22.0,149.0,801.0,357.0,90.0,06,061,023400
06061023500,1634.0,0.0,0.0,0.0,461.0,747.0,426.0,06,061,023500
06061023600,2668.0,0.0,68.0,1923.0,653.0,24.0,0.0,06,061,023600
06061023700,2052.0,0.0,9.0,1326.0,710.0,7.0,0.0,06,061,023700
06061023800,1970.0,0.0,52.0,1328.0,485.0,96.0,9.0,06,061,023800
06061023900,1018.0,0.0,0.0,59.0,416.0,433.0,110.0,06,061,023900
06061990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,061,990000
06063000100,2594.0,78.0,239.0,955.0,1088.0,214.0,20.0,06,063,000100
06063000201,2135.0,26.0,129.0,708.0,917.0,338.0,17.0,06,063,000201
06063000202,1335.0,60.0,186.0,481.0,443.0,165.0,0.0,06,063,000202
06063000300,2932.0,14.0,338.0,1036.0,1209.0,231.0,104.0,06,063,000300
06063000400,1745.0,136.0,266.0,747.0,381.0,209.0,6.0,06,063,000400
06063000501,1264.0,37.0,198.0,386.0,539.0,104.0,0.0,06,063,000501
06063000502,3537.0,0.0,64.0,810.0,2050.0,550.0,63.0,06,063,000502
06065030101,373.0,0.0,5.0,139.0,117.0,98.0,14.0,06,065,030101
06065030103,715.0,0.0,101.0,283.0,183.0,109.0,39.0,06,065,030103
06065030104,1966.0,56.0,68.0,440.0,922.0,423.0,57.0,06,065,030104
06065030200,2049.0,89.0,461.0,700.0,509.0,255.0,35.0,06,065,030200
06065030300,1684.0,357.0,662.0,435.0,153.0,57.0,20.0,06,065,030300
06065030400,1733.0,0.0,495.0,420.0,518.0,182.0,118.0,06,065,030400
06065030501,1496.0,62.0,185.0,485.0,510.0,245.0,9.0,06,065,030501
06065030502,558.0,8.0,81.0,275.0,158.0,27.0,9.0,06,065,030502
06065030503,1191.0,26.0,544.0,373.0,170.0,78.0,0.0,06,065,030503
06065030601,1840.0,0.0,0.0,17.0,350.0,939.0,534.0,06,065,030601
06065030602,1333.0,0.0,0.0,43.0,596.0,591.0,103.0,06,065,030602
06065030603,1107.0,0.0,0.0,72.0,542.0,415.0,78.0,06,065,030603
06065030700,2314.0,12.0,375.0,787.0,898.0,169.0,73.0,06,065,030700
06065030800,2606.0,66.0,199.0,558.0,1458.0,280.0,45.0,06,065,030800
06065030900,896.0,15.0,4.0,100.0,469.0,235.0,73.0,06,065,030900
06065031001,2405.0,70.0,661.0,595.0,843.0,208.0,28.0,06,065,031001
06065031002,1253.0,0.0,64.0,270.0,690.0,229.0,0.0,06,065,031002
06065031100,1715.0,0.0,92.0,507.0,994.0,122.0,0.0,06,065,031100
06065031200,2271.0,28.0,108.0,361.0,1327.0,429.0,18.0,06,065,031200
06065031300,707.0,10.0,15.0,135.0,383.0,155.0,9.0,06,065,031300
06065031401,2348.0,33.0,386.0,831.0,802.0,235.0,61.0,06,065,031401
06065031402,2437.0,174.0,396.0,820.0,785.0,252.0,10.0,06,065,031402
06065031501,1922.0,45.0,418.0,502.0,598.0,349.0,10.0,06,065,031501
06065031502,2716.0,0.0,360.0,484.0,1198.0,588.0,86.0,06,065,031502
06065031601,1325.0,43.0,109.0,443.0,460.0,234.0,36.0,06,065,031601
06065031602,1734.0,34.0,158.0,811.0,584.0,125.0,22.0,06,065,031602
06065031701,870.0,14.0,27.0,74.0,483.0,198.0,74.0,06,065,031701
06065031702,782.0,0.0,0.0,40.0,413.0,283.0,46.0,06,065,031702
06065031703,1203.0,0.0,190.0,148.0,393.0,402.0,70.0,06,065,031703
06065031704,1855.0,25.0,295.0,345.0,653.0,511.0,26.0,06,065,031704
06065040101,953.0,17.0,12.0,237.0,295.0,278.0,114.0,06,065,040101
06065040102,1109.0,27.0,36.0,153.0,490.0,386.0,17.0,06,065,040102
06065040201,1852.0,59.0,184.0,354.0,634.0,541.0,80.0,06,065,040201
06065040202,916.0,0.0,44.0,190.0,417.0,256.0,9.0,06,065,040202
06065040203,1001.0,0.0,212.0,364.0,357.0,50.0,18.0,06,065,040203
06065040204,878.0,81.0,82.0,362.0,268.0,40.0,45.0,06,065,040204
06065040301,2212.0,59.0,470.0,582.0,753.0,341.0,7.0,06,065,040301
06065040302,2189.0,18.0,0.0,43.0,977.0,1047.0,104.0,06,065,040302
06065040303,868.0,93.0,55.0,168.0,224.0,262.0,66.0,06,065,040303
06065040402,1076.0,0.0,130.0,146.0,552.0,228.0,20.0,06,065,040402
06065040403,1443.0,15.0,45.0,326.0,624.0,317.0,116.0,06,065,040403
06065040404,910.0,0.0,0.0,98.0,579.0,223.0,10.0,06,065,040404
06065040405,1737.0,170.0,0.0,79.0,590.0,731.0,167.0,06,065,040405
06065040501,1848.0,14.0,135.0,537.0,634.0,433.0,95.0,06,065,040501
06065040502,1667.0,50.0,138.0,671.0,692.0,95.0,21.0,06,065,040502
06065040503,1901.0,143.0,488.0,707.0,278.0,285.0,0.0,06,065,040503
06065040603,663.0,39.0,65.0,163.0,240.0,156.0,0.0,06,065,040603
06065040604,1542.0,0.0,0.0,44.0,465.0,980.0,53.0,06,065,040604
06065040605,808.0,50.0,30.0,307.0,255.0,153.0,13.0,06,065,040605
06065040606,828.0,25.0,20.0,173.0,446.0,151.0,13.0,06,065,040606
06065040607,2699.0,19.0,126.0,976.0,432.0,679.0,467.0,06,065,040607
06065040609,2411.0,0.0,17.0,89.0,317.0,622.0,1366.0,06,065,040609
06065040611,1977.0,0.0,0.0,61.0,224.0,748.0,944.0,06,065,040611
06065040613,3397.0,8.0,0.0,14.0,773.0,1253.0,1349.0,06,065,040613
06065040615,2466.0,15.0,40.0,201.0,343.0,1277.0,590.0,06,065,040615
06065040616,1924.0,35.0,0.0,14.0,180.0,636.0,1059.0,06,065,040616
06065040701,694.0,13.0,0.0,7.0,284.0,196.0,194.0,06,065,040701
06065040702,1018.0,0.0,75.0,180.0,469.0,222.0,72.0,06,065,040702
06065040703,1017.0,17.0,24.0,276.0,367.0,268.0,65.0,06,065,040703
06065040806,883.0,0.0,0.0,8.0,388.0,435.0,52.0,06,065,040806
06065040807,1008.0,0.0,0.0,43.0,514.0,394.0,57.0,06,065,040807
06065040808,2180.0,36.0,274.0,755.0,544.0,522.0,49.0,06,065,040808
06065040809,1026.0,0.0,0.0,118.0,463.0,280.0,165.0,06,065,040809
06065040812,1228.0,0.0,106.0,189.0,476.0,368.0,89.0,06,065,040812
06065040813,1960.0,12.0,12.0,31.0,627.0,848.0,430.0,06,065,040813
06065040814,1666.0,0.0,162.0,534.0,652.0,253.0,65.0,06,065,040814
06065040815,1164.0,43.0,241.0,156.0,263.0,395.0,66.0,06,065,040815
06065040816,909.0,0.0,195.0,176.0,85.0,344.0,109.0,06,065,040816
06065040821,2003.0,14.0,243.0,746.0,530.0,350.0,120.0,06,065,040821
06065040901,2301.0,21.0,514.0,545.0,538.0,511.0,172.0,06,065,040901
06065040902,1705.0,0.0,145.0,486.0,539.0,379.0,156.0,06,065,040902
06065040903,793.0,0.0,54.0,170.0,318.0,142.0,109.0,06,065,040903
06065040904,991.0,16.0,9.0,141.0,508.0,290.0,27.0,06,065,040904
06065041001,806.0,66.0,161.0,142.0,307.0,102.0,28.0,06,065,041001
06065041002,870.0,0.0,42.0,133.0,325.0,328.0,42.0,06,065,041002
06065041003,687.0,11.0,21.0,42.0,308.0,289.0,16.0,06,065,041003
06065041004,1433.0,59.0,287.0,342.0,421.0,287.0,37.0,06,065,041004
06065041101,1219.0,132.0,175.0,429.0,345.0,138.0,0.0,06,065,041101
06065041102,1057.0,27.0,31.0,363.0,478.0,131.0,27.0,06,065,041102
06065041201,1135.0,63.0,88.0,259.0,509.0,203.0,13.0,06,065,041201
06065041202,1052.0,15.0,46.0,189.0,654.0,129.0,19.0,06,065,041202
06065041203,1017.0,0.0,198.0,258.0,375.0,186.0,0.0,06,065,041203
06065041301,887.0,3.0,13.0,223.0,361.0,238.0,49.0,06,065,041301
06065041302,1093.0,12.0,133.0,197.0,555.0,178.0,18.0,06,065,041302
06065041403,1157.0,6.0,303.0,76.0,531.0,230.0,11.0,06,065,041403
06065041404,992.0,0.0,17.0,115.0,558.0,265.0,37.0,06,065,041404
06065041405,1276.0,40.0,29.0,343.0,508.0,349.0,7.0,06,065,041405
06065041406,2071.0,32.0,373.0,659.0,376.0,457.0,174.0,06,065,041406
06065041407,1859.0,27.0,360.0,776.0,451.0,232.0,13.0,06,065,041407
06065041408,1482.0,18.0,372.0,692.0,256.0,144.0,0.0,06,065,041408
06065041409,4548.0,11.0,18.0,121.0,1062.0,2235.0,1101.0,06,065,041409
06065041410,691.0,9.0,102.0,266.0,225.0,89.0,0.0,06,065,041410
06065041411,808.0,0.0,26.0,194.0,269.0,252.0,67.0,06,065,041411
06065041412,1521.0,5.0,20.0,504.0,641.0,263.0,88.0,06,065,041412
06065041500,467.0,0.0,0.0,248.0,160.0,59.0,0.0,06,065,041500
06065041600,1702.0,51.0,308.0,767.0,449.0,105.0,22.0,06,065,041600
06065041702,1300.0,0.0,12.0,144.0,655.0,398.0,91.0,06,065,041702
06065041703,1704.0,54.0,451.0,1051.0,138.0,10.0,0.0,06,065,041703
06065041704,959.0,29.0,74.0,453.0,272.0,102.0,29.0,06,065,041704
06065041803,1783.0,0.0,9.0,4.0,651.0,620.0,499.0,06,065,041803
06065041804,1207.0,0.0,5.0,35.0,311.0,747.0,109.0,06,065,041804
06065041805,1925.0,53.0,262.0,395.0,679.0,463.0,73.0,06,065,041805
06065041806,1178.0,0.0,0.0,24.0,319.0,731.0,104.0,06,065,041806
06065041807,663.0,0.0,0.0,41.0,414.0,177.0,31.0,06,065,041807
06065041808,1878.0,57.0,87.0,51.0,355.0,724.0,604.0,06,065,041808
06065041809,2075.0,9.0,430.0,493.0,590.0,430.0,123.0,06,065,041809
06065041810,1591.0,39.0,0.0,0.0,385.0,701.0,466.0,06,065,041810
06065041812,1059.0,14.0,30.0,40.0,459.0,386.0,130.0,06,065,041812
06065041813,2084.0,99.0,431.0,539.0,598.0,367.0,50.0,06,065,041813
06065041904,1510.0,0.0,29.0,56.0,732.0,684.0,9.0,06,065,041904
06065041905,904.0,0.0,84.0,297.0,253.0,232.0,38.0,06,065,041905
06065041906,1970.0,0.0,251.0,653.0,600.0,466.0,0.0,06,065,041906
06065041909,1444.0,48.0,105.0,252.0,379.0,494.0,166.0,06,065,041909
06065041910,2321.0,0.0,66.0,836.0,798.0,429.0,192.0,06,065,041910
06065041911,3755.0,0.0,80.0,663.0,871.0,1507.0,634.0,06,065,041911
06065041912,1760.0,6.0,0.0,160.0,529.0,866.0,199.0,06,065,041912
06065041913,2004.0,0.0,287.0,445.0,694.0,467.0,111.0,06,065,041913
06065042003,1635.0,11.0,0.0,71.0,504.0,764.0,285.0,06,065,042003
06065042004,1080.0,0.0,33.0,47.0,368.0,549.0,83.0,06,065,042004
06065042005,1511.0,9.0,25.0,79.0,301.0,623.0,474.0,06,065,042005
06065042007,1565.0,38.0,5.0,308.0,522.0,500.0,192.0,06,065,042007
06065042008,2220.0,13.0,0.0,57.0,891.0,1055.0,204.0,06,065,042008
06065042009,1880.0,0.0,48.0,160.0,825.0,621.0,226.0,06,065,042009
06065042010,1561.0,32.0,53.0,362.0,735.0,352.0,27.0,06,065,042010
06065042012,2156.0,0.0,166.0,553.0,578.0,430.0,429.0,06,065,042012
06065042013,2400.0,0.0,23.0,19.0,409.0,1402.0,547.0,06,065,042013
06065042014,2874.0,0.0,69.0,38.0,517.0,1439.0,811.0,06,065,042014
06065042206,2799.0,0.0,634.0,1281.0,480.0,389.0,15.0,06,065,042206
06065042207,1264.0,0.0,118.0,259.0,315.0,414.0,158.0,06,065,042207
06065042208,956.0,7.0,0.0,40.0,422.0,376.0,111.0,06,065,042208
06065042209,1586.0,32.0,390.0,869.0,262.0,26.0,7.0,06,065,042209
06065042210,2047.0,64.0,856.0,914.0,94.0,119.0,0.0,06,065,042210
06065042212,2102.0,93.0,172.0,295.0,712.0,592.0,238.0,06,065,042212
06065042213,1641.0,0.0,288.0,122.0,589.0,561.0,81.0,06,065,042213
06065042214,1872.0,0.0,7.0,62.0,714.0,805.0,284.0,06,065,042214
06065042217,2169.0,0.0,178.0,541.0,423.0,844.0,183.0,06,065,042217
06065042300,2250.0,0.0,290.0,436.0,1059.0,456.0,9.0,06,065,042300
06065042401,620.0,0.0,0.0,5.0,165.0,383.0,67.0,06,065,042401
06065042402,1339.0,11.0,6.0,94.0,576.0,434.0,218.0,06,065,042402
06065042403,1194.0,0.0,21.0,20.0,503.0,565.0,85.0,06,065,042403
06065042404,597.0,17.0,0.0,47.0,329.0,192.0,12.0,06,065,042404
06065042405,1960.0,93.0,543.0,872.0,274.0,125.0,53.0,06,065,042405
06065042406,1303.0,14.0,24.0,244.0,741.0,238.0,42.0,06,065,042406
06065042407,919.0,4.0,32.0,54.0,547.0,282.0,0.0,06,065,042407
06065042408,898.0,6.0,21.0,70.0,436.0,331.0,34.0,06,065,042408
06065042409,968.0,22.0,14.0,196.0,633.0,65.0,38.0,06,065,042409
06065042410,1418.0,0.0,0.0,11.0,354.0,902.0,151.0,06,065,042410
06065042411,793.0,0.0,0.0,0.0,338.0,427.0,28.0,06,065,042411
06065042412,1599.0,0.0,23.0,43.0,485.0,801.0,247.0,06,065,042412
06065042505,926.0,0.0,92.0,468.0,281.0,85.0,0.0,06,065,042505
06065042506,2941.0,136.0,387.0,749.0,1145.0,393.0,131.0,06,065,042506
06065042507,1209.0,8.0,0.0,25.0,345.0,634.0,197.0,06,065,042507
06065042508,1300.0,55.0,60.0,298.0,817.0,65.0,5.0,06,065,042508
06065042509,870.0,0.0,18.0,257.0,243.0,352.0,0.0,06,065,042509
06065042510,1231.0,0.0,0.0,99.0,591.0,541.0,0.0,06,065,042510
06065042511,955.0,50.0,24.0,221.0,428.0,232.0,0.0,06,065,042511
06065042512,968.0,67.0,79.0,329.0,414.0,73.0,6.0,06,065,042512
06065042513,837.0,0.0,0.0,58.0,414.0,362.0,3.0,06,065,042513
06065042514,874.0,47.0,152.0,135.0,475.0,65.0,0.0,06,065,042514
06065042515,1072.0,71.0,182.0,430.0,339.0,29.0,21.0,06,065,042515
06065042516,996.0,22.0,27.0,132.0,387.0,378.0,50.0,06,065,042516
06065042517,879.0,0.0,65.0,184.0,392.0,237.0,1.0,06,065,042517
06065042518,1011.0,32.0,44.0,130.0,495.0,262.0,48.0,06,065,042518
06065042519,536.0,20.0,115.0,244.0,141.0,16.0,0.0,06,065,042519
06065042520,1311.0,47.0,187.0,322.0,571.0,153.0,31.0,06,065,042520
06065042521,1271.0,0.0,15.0,89.0,824.0,299.0,44.0,06,065,042521
06065042617,2794.0,93.0,85.0,548.0,1271.0,702.0,95.0,06,065,042617
06065042618,1957.0,0.0,0.0,442.0,1023.0,415.0,77.0,06,065,042618
06065042619,2785.0,0.0,42.0,27.0,1339.0,1085.0,292.0,06,065,042619
06065042620,2671.0,0.0,47.0,190.0,740.0,1343.0,351.0,06,065,042620
06065042621,1796.0,33.0,63.0,255.0,805.0,427.0,213.0,06,065,042621
06065042622,1362.0,40.0,104.0,366.0,160.0,526.0,166.0,06,065,042622
06065042623,1292.0,6.0,42.0,233.0,593.0,264.0,154.0,06,065,042623
06065042624,1089.0,16.0,0.0,0.0,443.0,327.0,303.0,06,065,042624
06065042706,1994.0,17.0,48.0,234.0,847.0,707.0,141.0,06,065,042706
06065042708,1509.0,0.0,0.0,83.0,913.0,428.0,85.0,06,065,042708
06065042709,2255.0,0.0,47.0,1093.0,732.0,168.0,215.0,06,065,042709
06065042711,2940.0,49.0,0.0,2126.0,765.0,0.0,0.0,06,065,042711
06065042714,1395.0,0.0,8.0,57.0,937.0,303.0,90.0,06,065,042714
06065042715,4242.0,0.0,241.0,395.0,916.0,1559.0,1131.0,06,065,042715
06065042716,2119.0,0.0,8.0,255.0,1369.0,392.0,95.0,06,065,042716
06065042717,1607.0,19.0,49.0,326.0,766.0,375.0,72.0,06,065,042717
06065042719,1601.0,0.0,240.0,298.0,569.0,432.0,62.0,06,065,042719
06065042720,1485.0,20.0,58.0,492.0,614.0,288.0,13.0,06,065,042720
06065042723,2126.0,18.0,207.0,873.0,715.0,193.0,120.0,06,065,042723
06065042724,990.0,0.0,0.0,105.0,193.0,431.0,261.0,06,065,042724
06065042726,1704.0,41.0,26.0,308.0,410.0,642.0,277.0,06,065,042726
06065042728,799.0,7.0,42.0,164.0,239.0,299.0,48.0,06,065,042728
06065042729,4161.0,0.0,87.0,2116.0,1049.0,706.0,203.0,06,065,042729
06065042730,1453.0,0.0,0.0,372.0,636.0,372.0,73.0,06,065,042730
06065042731,1846.0,12.0,20.0,405.0,692.0,627.0,90.0,06,065,042731
06065042732,1724.0,0.0,0.0,125.0,953.0,474.0,172.0,06,065,042732
06065042733,1420.0,20.0,23.0,138.0,576.0,554.0,109.0,06,065,042733
06065042737,775.0,0.0,35.0,51.0,190.0,300.0,199.0,06,065,042737
06065042738,2076.0,0.0,309.0,194.0,632.0,707.0,234.0,06,065,042738
06065042739,2011.0,26.0,18.0,16.0,617.0,670.0,664.0,06,065,042739
06065042740,1275.0,0.0,0.0,940.0,335.0,0.0,0.0,06,065,042740
06065042741,1577.0,0.0,236.0,1072.0,269.0,0.0,0.0,06,065,042741
06065042742,1337.0,7.0,0.0,60.0,710.0,496.0,64.0,06,065,042742
06065042743,608.0,3.0,0.0,97.0,264.0,213.0,31.0,06,065,042743
06065042744,978.0,0.0,25.0,119.0,658.0,135.0,41.0,06,065,042744
06065042745,2071.0,0.0,46.0,648.0,983.0,333.0,61.0,06,065,042745
06065042800,2647.0,114.0,188.0,1096.0,904.0,345.0,0.0,06,065,042800
06065042901,1927.0,0.0,97.0,594.0,923.0,258.0,55.0,06,065,042901
06065042902,1496.0,27.0,144.0,409.0,750.0,142.0,24.0,06,065,042902
06065042903,1505.0,0.0,133.0,422.0,720.0,214.0,16.0,06,065,042903
06065042904,2213.0,12.0,142.0,734.0,910.0,388.0,27.0,06,065,042904
06065043001,1695.0,117.0,387.0,538.0,474.0,149.0,30.0,06,065,043001
06065043003,1968.0,0.0,185.0,628.0,1055.0,88.0,12.0,06,065,043003
06065043005,1629.0,12.0,56.0,638.0,639.0,273.0,11.0,06,065,043005
06065043006,1421.0,28.0,278.0,424.0,437.0,233.0,21.0,06,065,043006
06065043007,2114.0,0.0,0.0,51.0,949.0,890.0,224.0,06,065,043007
06065043008,1775.0,45.0,58.0,207.0,935.0,453.0,77.0,06,065,043008
06065043009,1377.0,8.0,0.0,0.0,587.0,664.0,118.0,06,065,043009
06065043010,1634.0,25.0,35.0,30.0,577.0,822.0,145.0,06,065,043010
06065043206,2919.0,27.0,381.0,965.0,520.0,735.0,291.0,06,065,043206
06065043211,1705.0,0.0,0.0,48.0,764.0,718.0,175.0,06,065,043211
06065043216,2624.0,85.0,301.0,1196.0,439.0,505.0,98.0,06,065,043216
06065043217,1051.0,0.0,0.0,39.0,644.0,324.0,44.0,06,065,043217
06065043218,1729.0,0.0,0.0,115.0,540.0,795.0,279.0,06,065,043218
06065043220,1750.0,0.0,338.0,887.0,475.0,50.0,0.0,06,065,043220
06065043222,1308.0,0.0,9.0,31.0,554.0,606.0,108.0,06,065,043222
06065043227,2169.0,8.0,165.0,172.0,473.0,587.0,764.0,06,065,043227
06065043228,1507.0,0.0,219.0,355.0,567.0,328.0,38.0,06,065,043228
06065043229,2538.0,48.0,124.0,1022.0,1041.0,191.0,112.0,06,065,043229
06065043235,1216.0,0.0,11.0,38.0,256.0,442.0,469.0,06,065,043235
06065043239,2340.0,0.0,131.0,321.0,1139.0,609.0,140.0,06,065,043239
06065043240,2853.0,12.0,232.0,67.0,707.0,1126.0,709.0,06,065,043240
06065043242,2511.0,0.0,0.0,149.0,928.0,1038.0,396.0,06,065,043242
06065043244,2495.0,0.0,0.0,392.0,1111.0,663.0,329.0,06,065,043244
06065043246,1632.0,45.0,16.0,0.0,596.0,706.0,269.0,06,065,043246
06065043247,2298.0,0.0,0.0,0.0,830.0,857.0,611.0,06,065,043247
06065043248,1339.0,0.0,0.0,18.0,366.0,835.0,120.0,06,065,043248
06065043250,2685.0,0.0,107.0,619.0,1057.0,450.0,452.0,06,065,043250
06065043252,2025.0,0.0,4.0,61.0,583.0,896.0,481.0,06,065,043252
06065043254,1588.0,43.0,0.0,186.0,720.0,520.0,119.0,06,065,043254
06065043256,1043.0,0.0,0.0,56.0,598.0,376.0,13.0,06,065,043256
06065043257,2361.0,0.0,187.0,52.0,720.0,775.0,627.0,06,065,043257
06065043262,1770.0,0.0,0.0,207.0,566.0,894.0,103.0,06,065,043262
06065043264,2253.0,0.0,0.0,132.0,1001.0,920.0,200.0,06,065,043264
06065043265,1753.0,0.0,13.0,17.0,750.0,770.0,203.0,06,065,043265
06065043266,1878.0,32.0,225.0,686.0,643.0,249.0,43.0,06,065,043266
06065043267,2315.0,0.0,14.0,187.0,885.0,979.0,250.0,06,065,043267
06065043270,1707.0,14.0,139.0,41.0,555.0,710.0,248.0,06,065,043270
06065043271,1147.0,0.0,0.0,135.0,576.0,273.0,163.0,06,065,043271
06065043272,1888.0,0.0,0.0,345.0,503.0,626.0,414.0,06,065,043272
06065043274,704.0,13.0,96.0,116.0,293.0,152.0,34.0,06,065,043274
06065043276,1070.0,0.0,0.0,0.0,95.0,678.0,297.0,06,065,043276
06065043278,1818.0,16.0,66.0,26.0,396.0,618.0,696.0,06,065,043278
06065043279,1912.0,0.0,50.0,620.0,724.0,387.0,131.0,06,065,043279
06065043291,3435.0,0.0,225.0,1501.0,825.0,647.0,237.0,06,065,043291
06065043304,2672.0,10.0,107.0,894.0,843.0,594.0,224.0,06,065,043304
06065043306,1891.0,0.0,10.0,791.0,825.0,260.0,5.0,06,065,043306
06065043307,2728.0,105.0,369.0,1692.0,433.0,129.0,0.0,06,065,043307
06065043308,1099.0,62.0,238.0,521.0,202.0,71.0,5.0,06,065,043308
06065043309,1165.0,112.0,172.0,414.0,441.0,26.0,0.0,06,065,043309
06065043310,1142.0,11.0,75.0,589.0,361.0,106.0,0.0,06,065,043310
06065043311,749.0,0.0,31.0,94.0,489.0,122.0,13.0,06,065,043311
06065043312,1336.0,14.0,8.0,637.0,625.0,52.0,0.0,06,065,043312
06065043313,1125.0,38.0,59.0,510.0,416.0,102.0,0.0,06,065,043313
06065043314,1232.0,0.0,31.0,265.0,578.0,339.0,19.0,06,065,043314
06065043315,666.0,0.0,0.0,37.0,422.0,194.0,13.0,06,065,043315
