,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,state,county,tract
06037407502,878.0,18.0,73.0,180.0,291.0,249.0,67.0,06,037,407502
06037407601,1204.0,64.0,364.0,256.0,304.0,216.0,0.0,06,037,407601
06037407602,966.0,0.0,43.0,139.0,600.0,184.0,0.0,06,037,407602
06037407701,1267.0,17.0,285.0,348.0,342.0,243.0,32.0,06,037,407701
06037407702,1732.0,29.0,0.0,331.0,980.0,319.0,73.0,06,037,407702
06037407801,1101.0,0.0,35.0,48.0,480.0,505.0,33.0,06,037,407801
06037407802,823.0,0.0,6.0,76.0,476.0,226.0,39.0,06,037,407802
06037407900,1510.0,14.0,11.0,90.0,751.0,558.0,86.0,06,037,407900
06037408003,1282.0,27.0,20.0,158.0,626.0,378.0,73.0,06,037,408003
06037408004,917.0,6.0,161.0,347.0,329.0,74.0,0.0,06,037,408004
06037408005,1642.0,0.0,21.0,431.0,373.0,642.0,175.0,06,037,408005
06037408006,1098.0,16.0,111.0,500.0,268.0,158.0,45.0,06,037,408006
06037408133,1627.0,6.0,267.0,434.0,570.0,301.0,49.0,06,037,408133
06037408134,844.0,0.0,3.0,132.0,342.0,367.0,0.0,06,037,408134
06037408135,1245.0,0.0,63.0,72.0,825.0,275.0,10.0,06,037,408135
06037408136,1067.0,0.0,89.0,109.0,568.0,283.0,18.0,06,037,408136
06037408137,1372.0,30.0,129.0,525.0,612.0,76.0,0.0,06,037,408137
06037408138,1341.0,63.0,49.0,390.0,564.0,233.0,42.0,06,037,408138
06037408139,790.0,10.0,10.0,113.0,468.0,145.0,44.0,06,037,408139
06037408140,771.0,41.0,25.0,60.0,424.0,221.0,0.0,06,037,408140
06037408141,1161.0,19.0,45.0,169.0,630.0,252.0,46.0,06,037,408141
06037408202,475.0,29.0,2.0,101.0,237.0,98.0,8.0,06,037,408202
06037408211,1851.0,16.0,228.0,436.0,752.0,393.0,26.0,06,037,408211
06037408212,1323.0,10.0,21.0,162.0,641.0,386.0,103.0,06,037,408212
06037408301,1193.0,22.0,27.0,311.0,403.0,316.0,114.0,06,037,408301
06037408302,1129.0,6.0,30.0,153.0,486.0,394.0,60.0,06,037,408302
06037408303,1191.0,10.0,9.0,79.0,452.0,594.0,47.0,06,037,408303
06037408401,1274.0,17.0,120.0,185.0,574.0,355.0,23.0,06,037,408401
06037408402,1892.0,7.0,18.0,349.0,788.0,516.0,214.0,06,037,408402
06037408501,823.0,15.0,102.0,107.0,367.0,139.0,93.0,06,037,408501
06037408503,2045.0,0.0,39.0,31.0,739.0,933.0,303.0,06,037,408503
06037408504,1653.0,9.0,256.0,350.0,616.0,327.0,95.0,06,037,408504
06037408505,788.0,21.0,0.0,44.0,265.0,363.0,95.0,06,037,408505
06037408623,1040.0,0.0,0.0,128.0,429.0,327.0,156.0,06,037,408623
06037408624,1049.0,0.0,0.0,39.0,447.0,369.0,194.0,06,037,408624
06037408625,1390.0,0.0,77.0,130.0,571.0,514.0,98.0,06,037,408625
06037408626,1717.0,30.0,255.0,483.0,94.0,694.0,161.0,06,037,408626
06037408627,953.0,2.0,5.0,25.0,328.0,543.0,50.0,06,037,408627
06037408628,1960.0,10.0,282.0,223.0,670.0,696.0,79.0,06,037,408628
06037408629,1017.0,0.0,0.0,46.0,486.0,382.0,103.0,06,037,408629
06037408630,578.0,5.0,0.0,67.0,403.0,103.0,0.0,06,037,408630
06037408631,1392.0,12.0,0.0,40.0,897.0,428.0,15.0,06,037,408631
06037408703,2017.0,21.0,10.0,8.0,267.0,1010.0,701.0,06,037,408703
06037408704,1091.0,56.0,271.0,110.0,287.0,276.0,91.0,06,037,408704
06037408705,1614.0,37.0,13.0,184.0,761.0,513.0,106.0,06,037,408705
06037408706,508.0,0.0,10.0,20.0,142.0,200.0,136.0,06,037,408706
06037408722,1297.0,0.0,20.0,48.0,690.0,497.0,42.0,06,037,408722
06037408723,815.0,0.0,0.0,32.0,521.0,161.0,101.0,06,037,408723
06037408724,1575.0,27.0,207.0,1178.0,137.0,26.0,0.0,06,037,408724
06037408800,1387.0,159.0,613.0,377.0,145.0,50.0,43.0,06,037,408800
06037430002,2499.0,82.0,118.0,786.0,1329.0,165.0,19.0,06,037,430002
06037430003,1590.0,0.0,8.0,119.0,962.0,471.0,30.0,06,037,430003
06037430101,1809.0,61.0,549.0,738.0,309.0,117.0,35.0,06,037,430101
06037430102,1288.0,15.0,72.0,434.0,678.0,75.0,14.0,06,037,430102
06037430200,472.0,31.0,50.0,39.0,136.0,103.0,113.0,06,037,430200
06037430301,1706.0,0.0,55.0,367.0,764.0,434.0,86.0,06,037,430301
06037430302,2541.0,40.0,346.0,927.0,870.0,261.0,97.0,06,037,430302
06037430400,1522.0,0.0,48.0,146.0,857.0,349.0,122.0,06,037,430400
06037430501,1785.0,50.0,226.0,394.0,698.0,341.0,76.0,06,037,430501
06037430502,3090.0,30.0,408.0,1319.0,823.0,411.0,99.0,06,037,430502
06037430600,1532.0,0.0,26.0,102.0,536.0,485.0,383.0,06,037,430600
06037430701,2010.0,45.0,344.0,372.0,802.0,280.0,167.0,06,037,430701
06037430721,1290.0,24.0,97.0,477.0,544.0,119.0,29.0,06,037,430721
06037430723,1740.0,44.0,453.0,640.0,555.0,42.0,6.0,06,037,430723
06037430724,2123.0,49.0,276.0,1151.0,555.0,92.0,0.0,06,037,430724
06037430801,2312.0,0.0,470.0,854.0,768.0,142.0,78.0,06,037,430801
06037430802,1432.0,11.0,97.0,99.0,637.0,371.0,217.0,06,037,430802
06037430803,1844.0,10.0,60.0,383.0,796.0,426.0,169.0,06,037,430803
06037430901,1608.0,20.0,206.0,1065.0,264.0,53.0,0.0,06,037,430901
06037430902,1694.0,22.0,268.0,659.0,548.0,197.0,0.0,06,037,430902
06037431001,2977.0,28.0,815.0,1461.0,563.0,96.0,14.0,06,037,431001
06037431002,1398.0,7.0,195.0,534.0,484.0,178.0,0.0,06,037,431002
06037431100,2186.0,144.0,491.0,581.0,669.0,213.0,88.0,06,037,431100
06037431200,1541.0,46.0,167.0,427.0,720.0,145.0,36.0,06,037,431200
06037431300,925.0,0.0,18.0,180.0,500.0,182.0,45.0,06,037,431300
06037431400,1404.0,30.0,41.0,386.0,720.0,219.0,8.0,06,037,431400
06037431501,1563.0,82.0,118.0,558.0,643.0,162.0,0.0,06,037,431501
06037431502,1534.0,0.0,82.0,280.0,1068.0,99.0,5.0,06,037,431502
06037431600,1338.0,6.0,111.0,212.0,450.0,407.0,152.0,06,037,431600
06037431700,2172.0,27.0,124.0,275.0,756.0,569.0,421.0,06,037,431700
06037431800,2021.0,30.0,102.0,660.0,966.0,169.0,94.0,06,037,431800
06037431900,1439.0,11.0,282.0,442.0,472.0,149.0,83.0,06,037,431900
06037432000,2626.0,38.0,298.0,643.0,1022.0,604.0,21.0,06,037,432000
06037432101,1389.0,36.0,86.0,249.0,747.0,216.0,55.0,06,037,432101
06037432102,1812.0,6.0,38.0,442.0,994.0,312.0,20.0,06,037,432102
06037432201,1403.0,96.0,183.0,430.0,444.0,226.0,24.0,06,037,432201
06037432202,1270.0,41.0,97.0,400.0,431.0,268.0,33.0,06,037,432202
06037432300,1177.0,0.0,119.0,167.0,740.0,113.0,38.0,06,037,432300
06037432401,1050.0,12.0,166.0,432.0,347.0,85.0,8.0,06,037,432401
06037432402,1760.0,5.0,461.0,610.0,482.0,159.0,43.0,06,037,432402
06037432500,2344.0,66.0,198.0,562.0,1173.0,255.0,90.0,06,037,432500
06037432601,1674.0,34.0,190.0,563.0,617.0,231.0,39.0,06,037,432601
06037432602,1210.0,0.0,86.0,332.0,581.0,174.0,37.0,06,037,432602
06037432700,1337.0,0.0,195.0,497.0,537.0,97.0,11.0,06,037,432700
06037432801,911.0,80.0,380.0,151.0,262.0,28.0,10.0,06,037,432801
06037432802,1575.0,72.0,537.0,677.0,165.0,124.0,0.0,06,037,432802
06037432901,1226.0,62.0,124.0,460.0,378.0,129.0,73.0,06,037,432901
06037432902,913.0,29.0,41.0,294.0,379.0,107.0,63.0,06,037,432902
06037433101,626.0,14.0,58.0,122.0,356.0,50.0,26.0,06,037,433101
06037433102,1269.0,27.0,299.0,407.0,407.0,129.0,0.0,06,037,433102
06037433200,1637.0,17.0,356.0,583.0,489.0,156.0,36.0,06,037,433200
06037433302,419.0,5.0,129.0,211.0,14.0,60.0,0.0,06,037,433302
06037433304,1389.0,168.0,312.0,415.0,349.0,122.0,23.0,06,037,433304
06037433305,1215.0,0.0,175.0,757.0,201.0,82.0,0.0,06,037,433305
06037433306,770.0,14.0,70.0,303.0,252.0,100.0,31.0,06,037,433306
06037433307,810.0,42.0,76.0,237.0,319.0,134.0,2.0,06,037,433307
06037433401,748.0,0.0,71.0,348.0,239.0,74.0,16.0,06,037,433401
06037433402,1158.0,55.0,250.0,602.0,102.0,137.0,12.0,06,037,433402
06037433403,1260.0,114.0,387.0,460.0,196.0,56.0,47.0,06,037,433403
06037433501,510.0,15.0,152.0,217.0,119.0,7.0,0.0,06,037,433501
06037433503,681.0,64.0,0.0,325.0,198.0,56.0,38.0,06,037,433503
06037433504,1031.0,31.0,98.0,646.0,143.0,76.0,37.0,06,037,433504
06037433601,1333.0,0.0,153.0,376.0,469.0,242.0,93.0,06,037,433601
06037433602,803.0,11.0,186.0,270.0,248.0,88.0,0.0,06,037,433602
06037433700,806.0,0.0,25.0,217.0,399.0,141.0,24.0,06,037,433700
06037433801,1347.0,33.0,153.0,652.0,383.0,126.0,0.0,06,037,433801
06037433802,720.0,20.0,24.0,50.0,496.0,124.0,6.0,06,037,433802
06037433901,1357.0,43.0,363.0,593.0,133.0,225.0,0.0,06,037,433901
06037433902,915.0,21.0,72.0,314.0,368.0,131.0,9.0,06,037,433902
06037434001,1068.0,30.0,60.0,288.0,460.0,221.0,9.0,06,037,434001
06037434003,1003.0,0.0,193.0,347.0,314.0,99.0,50.0,06,037,434003
06037434004,688.0,6.0,11.0,219.0,420.0,32.0,0.0,06,037,434004
06037460000,1818.0,0.0,60.0,135.0,1155.0,356.0,112.0,06,037,460000
06037460100,2491.0,0.0,153.0,426.0,1289.0,481.0,142.0,06,037,460100
06037460200,2160.0,37.0,107.0,690.0,1036.0,208.0,82.0,06,037,460200
06037460301,1748.0,0.0,0.0,432.0,849.0,250.0,217.0,06,037,460301
06037460302,1457.0,10.0,24.0,512.0,669.0,233.0,9.0,06,037,460302
06037460401,330.0,0.0,0.0,100.0,108.0,85.0,37.0,06,037,460401
06037460501,1972.0,0.0,10.0,87.0,927.0,722.0,226.0,06,037,460501
06037460502,1543.0,0.0,12.0,149.0,750.0,551.0,81.0,06,037,460502
06037460600,1591.0,7.0,53.0,154.0,706.0,516.0,155.0,06,037,460600
06037460700,1763.0,15.0,0.0,180.0,613.0,410.0,545.0,06,037,460700
06037460800,1350.0,0.0,20.0,136.0,553.0,512.0,129.0,06,037,460800
06037460900,2081.0,0.0,195.0,1051.0,606.0,184.0,45.0,06,037,460900
06037461000,1800.0,46.0,130.0,704.0,686.0,205.0,29.0,06,037,461000
06037461100,1726.0,36.0,202.0,549.0,676.0,192.0,71.0,06,037,461100
06037461200,1779.0,40.0,75.0,410.0,782.0,326.0,146.0,06,037,461200
06037461300,2655.0,73.0,301.0,1229.0,829.0,191.0,32.0,06,037,461300
06037461400,1415.0,37.0,414.0,476.0,275.0,201.0,12.0,06,037,461400
06037461501,1353.0,86.0,220.0,540.0,440.0,36.0,31.0,06,037,461501
06037461502,1672.0,25.0,392.0,600.0,423.0,150.0,82.0,06,037,461502
06037461600,1779.0,0.0,166.0,737.0,709.0,118.0,49.0,06,037,461600
06037461700,714.0,4.0,33.0,239.0,191.0,174.0,73.0,06,037,461700
06037461901,1833.0,182.0,872.0,369.0,315.0,72.0,23.0,06,037,461901
06037461902,1113.0,158.0,724.0,200.0,31.0,0.0,0.0,06,037,461902
06037462001,1226.0,25.0,317.0,406.0,291.0,70.0,117.0,06,037,462001
06037462002,1165.0,107.0,288.0,558.0,127.0,67.0,18.0,06,037,462002
06037462100,1822.0,171.0,581.0,525.0,412.0,83.0,50.0,06,037,462100
06037462201,1885.0,217.0,995.0,451.0,178.0,7.0,37.0,06,037,462201
06037462202,1701.0,85.0,820.0,527.0,269.0,0.0,0.0,06,037,462202
06037462301,1949.0,92.0,579.0,1067.0,144.0,25.0,42.0,06,037,462301
06037462302,1545.0,59.0,521.0,741.0,111.0,82.0,31.0,06,037,462302
06037462400,1667.0,150.0,211.0,417.0,661.0,173.0,55.0,06,037,462400
06037462500,2472.0,50.0,236.0,762.0,1133.0,261.0,30.0,06,037,462500
06037462600,917.0,0.0,38.0,162.0,447.0,169.0,101.0,06,037,462600
06037462700,2309.0,166.0,647.0,1080.0,317.0,99.0,0.0,06,037,462700
06037462800,1197.0,10.0,261.0,527.0,377.0,22.0,0.0,06,037,462800
06037462900,1399.0,69.0,64.0,512.0,629.0,105.0,20.0,06,037,462900
06037463000,949.0,5.0,86.0,309.0,389.0,160.0,0.0,06,037,463000
06037463101,945.0,66.0,113.0,285.0,342.0,108.0,31.0,06,037,463101
06037463102,1209.0,20.0,57.0,375.0,504.0,176.0,77.0,06,037,463102
06037463200,1468.0,18.0,395.0,372.0,491.0,163.0,29.0,06,037,463200
06037463300,981.0,45.0,182.0,289.0,338.0,107.0,20.0,06,037,463300
06037463400,2768.0,30.0,779.0,812.0,785.0,225.0,137.0,06,037,463400
06037463500,2983.0,136.0,1040.0,1372.0,231.0,149.0,55.0,06,037,463500
06037463601,3545.0,249.0,1390.0,1570.0,273.0,50.0,13.0,06,037,463601
06037463602,3381.0,551.0,1618.0,950.0,262.0,0.0,0.0,06,037,463602
06037463700,1265.0,71.0,101.0,675.0,252.0,60.0,106.0,06,037,463700
06037463800,1690.0,0.0,25.0,399.0,862.0,308.0,96.0,06,037,463800
06037463900,1675.0,34.0,218.0,782.0,414.0,181.0,46.0,06,037,463900
06037464000,2834.0,26.0,528.0,1037.0,735.0,353.0,155.0,06,037,464000
06037464100,2587.0,0.0,9.0,279.0,909.0,983.0,407.0,06,037,464100
06037464200,2134.0,0.0,15.0,152.0,928.0,792.0,247.0,06,037,464200
06037480002,1235.0,0.0,41.0,216.0,744.0,158.0,76.0,06,037,480002
06037480011,1925.0,210.0,265.0,619.0,621.0,200.0,10.0,06,037,480011
06037480012,1814.0,112.0,330.0,448.0,743.0,140.0,41.0,06,037,480012
06037480101,1286.0,0.0,117.0,495.0,423.0,210.0,41.0,06,037,480101
06037480102,1480.0,16.0,151.0,442.0,673.0,161.0,37.0,06,037,480102
06037480201,1348.0,43.0,59.0,337.0,610.0,225.0,74.0,06,037,480201
06037480202,918.0,0.0,24.0,187.0,545.0,138.0,24.0,06,037,480202
06037480302,1808.0,40.0,429.0,588.0,509.0,228.0,14.0,06,037,480302
06037480303,1517.0,102.0,175.0,878.0,299.0,63.0,0.0,06,037,480303
06037480304,1786.0,93.0,420.0,1026.0,231.0,16.0,0.0,06,037,480304
06037480400,2299.0,41.0,444.0,987.0,637.0,132.0,58.0,06,037,480400
06037480500,2229.0,58.0,459.0,551.0,586.0,517.0,58.0,06,037,480500
06037480600,3608.0,119.0,1455.0,1367.0,434.0,208.0,25.0,06,037,480600
06037480702,1771.0,47.0,144.0,424.0,641.0,382.0,133.0,06,037,480702
06037480703,1376.0,9.0,272.0,497.0,335.0,225.0,38.0,06,037,480703
06037480704,1959.0,57.0,520.0,700.0,499.0,162.0,21.0,06,037,480704
06037480802,1065.0,19.0,109.0,583.0,312.0,28.0,14.0,06,037,480802
06037480803,1331.0,67.0,246.0,461.0,347.0,183.0,27.0,06,037,480803
06037480804,1976.0,8.0,627.0,681.0,571.0,44.0,45.0,06,037,480804
06037480901,1712.0,33.0,472.0,647.0,477.0,36.0,47.0,06,037,480901
06037480902,1455.0,81.0,348.0,683.0,267.0,56.0,20.0,06,037,480902
06037480903,1068.0,9.0,214.0,408.0,301.0,123.0,13.0,06,037,480903
06037481001,1499.0,62.0,502.0,618.0,256.0,50.0,11.0,06,037,481001
06037481002,2171.0,88.0,601.0,790.0,583.0,94.0,15.0,06,037,481002
06037481101,1492.0,220.0,262.0,832.0,155.0,11.0,12.0,06,037,481101
06037481102,1505.0,35.0,366.0,927.0,148.0,6.0,23.0,06,037,481102
06037481103,1581.0,52.0,129.0,537.0,612.0,237.0,14.0,06,037,481103
06037481201,1233.0,50.0,282.0,431.0,222.0,219.0,29.0,06,037,481201
06037481202,2071.0,102.0,254.0,691.0,713.0,247.0,64.0,06,037,481202
06037481300,847.0,10.0,6.0,265.0,427.0,125.0,14.0,06,037,481300
06037481401,1908.0,92.0,200.0,807.0,511.0,230.0,68.0,06,037,481401
06037481402,2198.0,165.0,120.0,797.0,732.0,374.0,10.0,06,037,481402
06037481500,1596.0,53.0,179.0,381.0,699.0,255.0,29.0,06,037,481500
06037481603,1393.0,21.0,242.0,665.0,337.0,95.0,33.0,06,037,481603
06037481604,1436.0,53.0,188.0,730.0,390.0,37.0,38.0,06,037,481604
06037481605,1113.0,15.0,306.0,304.0,433.0,55.0,0.0,06,037,481605
06037481606,1667.0,78.0,255.0,830.0,467.0,29.0,8.0,06,037,481606
06037481711,1393.0,80.0,288.0,543.0,300.0,176.0,6.0,06,037,481711
06037481712,1609.0,51.0,284.0,682.0,473.0,81.0,38.0,06,037,481712
06037481713,814.0,72.0,67.0,304.0,201.0,170.0,0.0,06,037,481713
06037481714,908.0,117.0,173.0,348.0,218.0,42.0,10.0,06,037,481714
06037481800,925.0,0.0,25.0,208.0,526.0,137.0,29.0,06,037,481800
06037481901,2009.0,0.0,149.0,824.0,807.0,163.0,66.0,06,037,481901
06037481902,1279.0,120.0,277.0,428.0,329.0,61.0,64.0,06,037,481902
06037482001,1031.0,49.0,67.0,66.0,443.0,292.0,114.0,06,037,482001
06037482002,2472.0,142.0,294.0,578.0,751.0,611.0,96.0,06,037,482002
06037482101,1529.0,96.0,132.0,554.0,570.0,87.0,90.0,06,037,482101
06037482102,959.0,31.0,116.0,192.0,517.0,76.0,27.0,06,037,482102
06037482201,1265.0,41.0,270.0,368.0,342.0,138.0,106.0,06,037,482201
06037482202,1554.0,114.0,114.0,617.0,324.0,344.0,41.0,06,037,482202
06037482301,1370.0,37.0,116.0,611.0,424.0,171.0,11.0,06,037,482301
06037482303,1571.0,27.0,219.0,683.0,508.0,128.0,6.0,06,037,482303
06037482304,953.0,77.0,194.0,369.0,251.0,54.0,8.0,06,037,482304
06037482401,937.0,24.0,63.0,452.0,304.0,82.0,12.0,06,037,482401
06037482402,2134.0,40.0,78.0,844.0,901.0,236.0,35.0,06,037,482402
06037482502,918.0,36.0,54.0,320.0,312.0,171.0,25.0,06,037,482502
06037482503,1080.0,9.0,144.0,498.0,269.0,113.0,47.0,06,037,482503
06037482521,1605.0,64.0,64.0,545.0,542.0,268.0,122.0,06,037,482521
06037482522,1550.0,88.0,146.0,542.0,585.0,127.0,62.0,06,037,482522
06037482600,2370.0,32.0,200.0,266.0,1351.0,428.0,93.0,06,037,482600
06037482701,1355.0,64.0,93.0,553.0,540.0,52.0,53.0,06,037,482701
06037482702,796.0,6.0,12.0,226.0,382.0,111.0,59.0,06,037,482702
06037482800,1316.0,0.0,27.0,277.0,776.0,185.0,51.0,06,037,482800
06037500100,1189.0,23.0,9.0,79.0,410.0,470.0,198.0,06,037,500100
06037500201,1974.0,0.0,18.0,61.0,1170.0,599.0,126.0,06,037,500201
06037500202,1669.0,70.0,82.0,129.0,513.0,439.0,436.0,06,037,500202
06037500300,1108.0,0.0,131.0,218.0,183.0,391.0,185.0,06,037,500300
06037500402,1172.0,106.0,179.0,475.0,319.0,83.0,10.0,06,037,500402
06037500403,1069.0,43.0,0.0,122.0,573.0,201.0,130.0,06,037,500403
06037500404,1288.0,0.0,29.0,482.0,551.0,147.0,79.0,06,037,500404
06037500500,904.0,0.0,59.0,386.0,388.0,66.0,5.0,06,037,500500
06037500600,1444.0,124.0,74.0,398.0,590.0,221.0,37.0,06,037,500600
06037500700,1775.0,33.0,55.0,582.0,776.0,264.0,65.0,06,037,500700
06037500800,1456.0,45.0,152.0,410.0,608.0,220.0,21.0,06,037,500800
06037500900,1683.0,154.0,314.0,375.0,681.0,135.0,24.0,06,037,500900
06037501001,735.0,0.0,31.0,255.0,390.0,26.0,33.0,06,037,501001
06037501002,1424.0,62.0,38.0,237.0,737.0,270.0,80.0,06,037,501002
06037501200,1554.0,5.0,89.0,367.0,903.0,166.0,24.0,06,037,501200
06037501300,2490.0,31.0,227.0,949.0,1097.0,139.0,47.0,06,037,501300
06037501400,1278.0,41.0,213.0,594.0,396.0,34.0,0.0,06,037,501400
06037501501,861.0,5.0,26.0,159.0,446.0,197.0,28.0,06,037,501501
06037501503,2076.0,285.0,670.0,644.0,311.0,139.0,27.0,06,037,501503
06037501504,1656.0,221.0,845.0,384.0,169.0,21.0,16.0,06,037,501504
06037501600,2329.0,13.0,381.0,364.0,803.0,622.0,146.0,06,037,501600
06037501700,1309.0,37.0,101.0,312.0,638.0,183.0,38.0,06,037,501700
06037501802,1232.0,76.0,133.0,601.0,320.0,91.0,11.0,06,037,501802
06037501803,1561.0,94.0,735.0,519.0,181.0,32.0,0.0,06,037,501803
06037501804,818.0,108.0,156.0,332.0,173.0,49.0,0.0,06,037,501804
06037501900,1374.0,0.0,40.0,421.0,770.0,97.0,46.0,06,037,501900
06037502003,811.0,36.0,154.0,273.0,268.0,80.0,0.0,06,037,502003
06037502004,985.0,23.0,63.0,411.0,297.0,148.0,43.0,06,037,502004
06037502005,1299.0,0.0,100.0,257.0,787.0,119.0,36.0,06,037,502005
06037502100,1611.0,24.0,239.0,671.0,543.0,121.0,13.0,06,037,502100
06037502200,1848.0,25.0,165.0,623.0,812.0,207.0,16.0,06,037,502200
06037502301,1412.0,53.0,104.0,185.0,712.0,338.0,20.0,06,037,502301
06037502302,768.0,3.0,251.0,287.0,140.0,83.0,4.0,06,037,502302
06037502401,1304.0,37.0,116.0,309.0,663.0,179.0,0.0,06,037,502401
06037502402,990.0,9.0,0.0,141.0,637.0,123.0,80.0,06,037,502402
06037502500,1118.0,35.0,150.0,464.0,382.0,74.0,13.0,06,037,502500
06037502601,1844.0,0.0,17.0,393.0,1033.0,342.0,59.0,06,037,502601
06037502602,1357.0,77.0,283.0,403.0,411.0,115.0,68.0,06,037,502602
06037502700,1914.0,165.0,120.0,542.0,759.0,314.0,14.0,06,037,502700
06037502801,1761.0,120.0,31.0,184.0,1151.0,200.0,75.0,06,037,502801
06037502802,883.0,284.0,332.0,195.0,68.0,0.0,4.0,06,037,502802
06037502901,1444.0,0.0,10.0,238.0,1023.0,102.0,71.0,06,037,502901
06037502902,928.0,25.0,80.0,286.0,383.0,152.0,2.0,06,037,502902
06037503000,1299.0,32.0,18.0,574.0,488.0,166.0,21.0,06,037,503000
06037503103,1153.0,29.0,26.0,279.0,644.0,147.0,28.0,06,037,503103
06037503104,634.0,0.0,7.0,221.0,323.0,58.0,25.0,06,037,503104
06037503105,1068.0,154.0,79.0,298.0,492.0,33.0,12.0,06,037,503105
06037503106,1112.0,212.0,19.0,159.0,629.0,80.0,13.0,06,037,503106
06037503201,1162.0,0.0,47.0,56.0,693.0,303.0,63.0,06,037,503201
06037503202,1314.0,42.0,142.0,333.0,584.0,190.0,23.0,06,037,503202
06037503301,1094.0,0.0,32.0,134.0,823.0,70.0,35.0,06,037,503301
06037503302,1945.0,252.0,151.0,399.0,835.0,301.0,7.0,06,037,503302
06037503401,2390.0,265.0,169.0,490.0,1113.0,353.0,0.0,06,037,503401
06037503402,1429.0,0.0,0.0,134.0,977.0,308.0,10.0,06,037,503402
06037503501,2044.0,309.0,173.0,412.0,867.0,204.0,79.0,06,037,503501
06037503502,1288.0,25.0,28.0,136.0,943.0,149.0,7.0,06,037,503502
06037503601,1205.0,21.0,74.0,14.0,844.0,242.0,10.0,06,037,503601
06037503602,1215.0,19.0,7.0,111.0,483.0,499.0,96.0,06,037,503602
06037503701,1702.0,202.0,316.0,228.0,740.0,189.0,27.0,06,037,503701
06037503702,1724.0,204.0,98.0,237.0,585.0,566.0,34.0,06,037,503702
06037503703,3000.0,205.0,513.0,330.0,797.0,991.0,164.0,06,037,503703
06037503801,1220.0,97.0,25.0,86.0,719.0,210.0,83.0,06,037,503801
06037503802,1602.0,202.0,101.0,108.0,624.0,500.0,67.0,06,037,503802
06037503901,799.0,0.0,6.0,57.0,515.0,185.0,36.0,06,037,503901
06037503902,1395.0,18.0,31.0,136.0,901.0,246.0,63.0,06,037,503902
06037504001,1146.0,139.0,50.0,35.0,686.0,190.0,46.0,06,037,504001
06037504002,1598.0,64.0,84.0,96.0,1161.0,187.0,6.0,06,037,504002
06037504101,1402.0,205.0,128.0,99.0,352.0,516.0,102.0,06,037,504101
06037504102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,037,504102
06037530003,984.0,11.0,0.0,59.0,557.0,317.0,40.0,06,037,530003
06037530004,1281.0,11.0,264.0,260.0,480.0,230.0,36.0,06,037,530004
06037530005,1525.0,10.0,96.0,46.0,671.0,576.0,126.0,06,037,530005
06037530006,1542.0,33.0,439.0,695.0,189.0,139.0,47.0,06,037,530006
06037530101,1724.0,32.0,510.0,728.0,395.0,59.0,0.0,06,037,530101
06037530102,1703.0,188.0,311.0,480.0,500.0,187.0,37.0,06,037,530102
06037530202,1273.0,0.0,112.0,576.0,458.0,110.0,17.0,06,037,530202
06037530203,1128.0,13.0,473.0,397.0,189.0,51.0,5.0,06,037,530203
06037530204,1159.0,47.0,201.0,480.0,389.0,42.0,0.0,06,037,530204
06037530301,636.0,12.0,241.0,161.0,218.0,4.0,0.0,06,037,530301
06037530302,1882.0,152.0,446.0,760.0,454.0,49.0,21.0,06,037,530302
06037530400,1245.0,14.0,202.0,328.0,557.0,127.0,17.0,06,037,530400
06037530500,1193.0,25.0,255.0,383.0,449.0,81.0,0.0,06,037,530500
06037530601,893.0,44.0,149.0,390.0,215.0,90.0,5.0,06,037,530601
06037530602,408.0,20.0,40.0,199.0,124.0,3.0,22.0,06,037,530602
06037530700,539.0,8.0,87.0,174.0,188.0,70.0,12.0,06,037,530700
06037530801,1572.0,32.0,341.0,681.0,360.0,89.0,69.0,06,037,530801
06037530802,958.0,55.0,143.0,358.0,249.0,107.0,46.0,06,037,530802
06037530901,962.0,26.0,158.0,340.0,329.0,103.0,6.0,06,037,530901
06037530902,1157.0,91.0,237.0,366.0,442.0,17.0,4.0,06,037,530902
06037531000,1351.0,8.0,269.0,597.0,390.0,40.0,47.0,06,037,531000
06037531101,1270.0,75.0,315.0,334.0,376.0,143.0,27.0,06,037,531101
06037531102,909.0,115.0,290.0,279.0,165.0,40.0,20.0,06,037,531102
06037531201,1319.0,157.0,304.0,479.0,304.0,59.0,16.0,06,037,531201
06037531202,1198.0,263.0,143.0,486.0,214.0,85.0,7.0,06,037,531202
06037531301,1302.0,199.0,247.0,477.0,334.0,11.0,34.0,06,037,531301
06037531302,1530.0,249.0,232.0,607.0,344.0,90.0,8.0,06,037,531302
06037531502,825.0,76.0,145.0,332.0,217.0,49.0,6.0,06,037,531502
06037531503,803.0,55.0,153.0,327.0,204.0,54.0,10.0,06,037,531503
06037531504,1166.0,40.0,255.0,534.0,246.0,51.0,40.0,06,037,531504
06037531602,1199.0,0.0,384.0,390.0,276.0,107.0,42.0,06,037,531602
06037531603,881.0,26.0,158.0,307.0,369.0,10.0,11.0,06,037,531603
06037531604,941.0,74.0,272.0,392.0,181.0,12.0,10.0,06,037,531604
06037531701,1384.0,31.0,222.0,519.0,500.0,106.0,6.0,06,037,531701
06037531702,1340.0,190.0,329.0,628.0,138.0,19.0,36.0,06,037,531702
