,P052001 Total: Households,"P052002 Total:  Less than $10,000"
06035040400,512.0,54.0
06035040500,1129.0,54.0
06035040600,1124.0,151.0
06037101110,1637.0,120.0
06037101120,1203.0,59.0
06037101210,2058.0,269.0
06037101220,1259.0,213.0
06037101300,1488.0,42.0
06037101400,1410.0,37.0
06037102101,1106.0,73.0
06037102102,2373.0,142.0
06037103101,919.0,33.0
06037103102,1570.0,118.0
06037103200,1992.0,173.0
06037103300,1405.0,49.0
06037103400,2429.0,119.0
06037104103,785.0,20.0
06037104104,890.0,67.0
06037104105,1341.0,153.0
06037104106,1229.0,158.0
06037104107,265.0,16.0
06037104201,833.0,65.0
06037104202,1708.0,194.0
06037104310,527.0,45.0
06037104320,1217.0,138.0
06037104401,851.0,24.0
06037104402,958.0,88.0
06037104500,941.0,60.0
06037104610,753.0,99.0
06037104620,680.0,61.0
06037104701,848.0,154.0
06037104702,1629.0,133.0
06037104810,1054.0,26.0
06037104820,1256.0,189.0
06037106010,1294.0,41.0
06037106020,1537.0,81.0
06037106111,1175.0,54.0
06037106112,1195.0,55.0
06037106113,807.0,50.0
06037106114,1395.0,118.0
06037106402,2170.0,144.0
06037106403,802.0,40.0
06037106404,1257.0,158.0
06037106510,964.0,60.0
06037106520,1399.0,97.0
06037106602,1960.0,51.0
06037106603,967.0,12.0
06037106604,1180.0,118.0
06037106605,1378.0,107.0
06037106606,0.0,0.0
06037106641,771.0,10.0
06037106642,992.0,14.0
06037106643,1132.0,17.0
06037107010,661.0,16.0
06037107020,914.0,30.0
06037108101,828.0,21.0
06037108102,1253.0,17.0
06037108103,1062.0,7.0
06037108104,575.0,8.0
06037108200,1595.0,21.0
06037109100,576.0,31.0
06037109200,945.0,44.0
06037109300,1116.0,19.0
06037109400,1347.0,106.0
06037109500,675.0,65.0
06037109601,898.0,23.0
06037109602,1331.0,98.0
06037109700,1377.0,61.0
06037109800,1778.0,124.0
06037111100,1673.0,69.0
06037111201,810.0,6.0
06037111202,1728.0,87.0
06037111203,2298.0,67.0
06037111204,1920.0,72.0
06037111301,2663.0,241.0
06037111302,2128.0,89.0
06037111400,2524.0,163.0
06037113100,2016.0,60.0
06037113202,1898.0,131.0
06037113211,1542.0,31.0
06037113212,1067.0,18.0
06037113213,1630.0,54.0
06037113231,769.0,32.0
06037113232,1328.0,64.0
06037113233,2256.0,169.0
06037113234,1474.0,200.0
06037113301,591.0,5.0
06037113303,1391.0,66.0
06037113321,2308.0,141.0
06037113322,1377.0,32.0
06037113401,1614.0,58.0
06037113421,1992.0,202.0
06037113422,2111.0,137.0
06037115101,1672.0,48.0
06037115102,1492.0,233.0
06037115201,2655.0,402.0
06037115202,1858.0,229.0
06037115301,1489.0,119.0
06037115302,1015.0,125.0
06037115401,1972.0,133.0
06037115402,1833.0,109.0
06037117100,1825.0,122.0
06037117200,1700.0,111.0
06037117301,1214.0,64.0
06037117302,1702.0,72.0
06037117303,998.0,47.0
06037117404,1279.0,93.0
06037117405,756.0,92.0
06037117406,1685.0,243.0
06037117510,1069.0,222.0
06037117520,856.0,128.0
06037117530,1420.0,306.0
06037119000,1390.0,90.0
06037119100,1043.0,48.0
06037119200,950.0,79.0
06037119310,809.0,65.0
06037119320,911.0,70.0
06037119330,1440.0,130.0
06037119340,1875.0,336.0
06037119400,1532.0,42.0
06037119700,1200.0,34.0
06037119800,1388.0,61.0
06037119900,1594.0,96.0
06037120010,858.0,49.0
06037120020,1118.0,106.0
06037120030,668.0,91.0
06037120101,2073.0,286.0
06037120102,2817.0,384.0
06037120300,1402.0,63.0
06037120400,1743.0,170.0
06037121010,1221.0,105.0
06037121020,973.0,54.0
06037121100,1219.0,77.0
06037121210,1148.0,117.0
06037121220,926.0,55.0
06037121600,803.0,15.0
06037121800,1774.0,150.0
06037121900,1065.0,161.0
06037122000,1443.0,108.0
06037122110,1318.0,150.0
06037122120,1059.0,114.0
06037122200,1450.0,137.0
06037122410,1042.0,218.0
06037122420,1306.0,133.0
06037123010,997.0,100.0
06037123020,728.0,67.0
06037123103,1453.0,192.0
06037123104,1551.0,138.0
06037123203,1065.0,158.0
06037123204,887.0,139.0
06037123205,734.0,50.0
06037123206,903.0,185.0
06037123301,1484.0,138.0
06037123303,925.0,125.0
06037123304,1274.0,98.0
06037123410,1262.0,232.0
06037123420,1262.0,187.0
06037123510,1447.0,188.0
06037123520,900.0,81.0
06037123601,1802.0,296.0
06037123602,1281.0,110.0
06037123700,1482.0,188.0
06037123800,2267.0,217.0
06037123900,2430.0,233.0
06037124000,1980.0,142.0
06037124101,2483.0,322.0
06037124102,1501.0,164.0
06037124201,1114.0,89.0
06037124202,1883.0,235.0
06037124300,1286.0,75.0
06037124400,1652.0,171.0
06037124500,1155.0,60.0
06037124600,2014.0,110.0
06037124700,2137.0,66.0
06037124901,3001.0,398.0
06037125100,2830.0,296.0
06037125200,1647.0,110.0
06037125310,1310.0,187.0
06037125320,1762.0,385.0
06037125400,4007.0,538.0
06037125500,3096.0,276.0
06037125600,1085.0,66.0
06037127101,2233.0,297.0
06037127102,1453.0,125.0
06037127210,1761.0,258.0
06037127220,1601.0,290.0
06037127300,1741.0,155.0
06037127400,1283.0,108.0
06037127510,1516.0,114.0
06037127520,951.0,140.0
06037127601,1983.0,280.0
06037127602,1986.0,223.0
06037127710,2543.0,278.0
06037127801,2731.0,582.0
06037127802,2177.0,271.0
06037127910,1471.0,139.0
06037127920,1258.0,155.0
06037128100,2510.0,274.0
06037128210,1462.0,296.0
06037128220,1176.0,145.0
06037128302,1324.0,150.0
06037128303,1089.0,138.0
06037128400,1685.0,97.0
06037128500,2436.0,241.0
06037128600,2424.0,310.0
06037128702,2697.0,169.0
06037128800,3526.0,349.0
06037128910,1814.0,137.0
06037131010,1931.0,247.0
06037131020,1527.0,145.0
06037131100,1051.0,37.0
06037131200,1076.0,51.0
06037131300,1216.0,37.0
06037131400,1704.0,196.0
06037131600,1378.0,77.0
06037131700,2691.0,210.0
06037131800,1422.0,100.0
06037131900,1344.0,70.0
06037132000,2185.0,154.0
06037132100,1998.0,97.0
06037132300,2046.0,282.0
06037132500,2355.0,232.0
06037132700,1448.0,120.0
06037132900,1276.0,99.0
06037133000,1160.0,26.0
06037133100,1652.0,195.0
06037134000,1856.0,151.0
06037134101,1388.0,120.0
06037134103,1316.0,64.0
06037134104,1218.0,90.0
06037134201,1165.0,53.0
06037134302,1236.0,32.0
06037134303,1649.0,86.0
06037134304,792.0,24.0
06037134305,1070.0,108.0
06037134306,1189.0,113.0
06037134401,2019.0,32.0
06037134421,1375.0,31.0
06037134422,1568.0,33.0
06037134510,1772.0,149.0
06037134520,1665.0,160.0
06037134710,1518.0,214.0
06037134720,1583.0,143.0
06037134800,1694.0,87.0
06037134901,1156.0,103.0
06037134902,2697.0,199.0
06037135102,1154.0,14.0
06037135111,1136.0,71.0
06037135112,3589.0,585.0
06037135201,807.0,18.0
06037135202,1476.0,58.0
06037135203,2453.0,74.0
06037137000,1667.0,38.0
06037137102,3454.0,244.0
06037137201,2350.0,186.0
06037137301,761.0,15.0
06037137302,1580.0,38.0
06037137401,1833.0,65.0
06037137402,1995.0,34.0
06037137501,1609.0,55.0
06037137502,1605.0,104.0
06037137504,726.0,12.0
06037138000,1765.0,64.0
06037139000,2194.0,201.0
06037139200,2204.0,248.0
06037139301,1508.0,42.0
06037139302,1914.0,172.0
06037139303,1980.0,188.0
06037139400,2039.0,137.0
06037139501,4432.0,509.0
06037139502,1208.0,98.0
06037139600,2143.0,188.0
06037139701,1814.0,103.0
06037139702,2202.0,48.0
06037139703,1004.0,16.0
06037139801,1271.0,30.0
06037139802,1300.0,28.0
06037141100,2888.0,246.0
06037141200,3333.0,243.0
06037141301,3051.0,219.0
06037141302,2850.0,267.0
06037141400,1818.0,114.0
06037141500,1122.0,27.0
06037141600,1659.0,33.0
06037141700,1158.0,55.0
06037143100,1931.0,108.0
06037143200,2009.0,121.0
06037143300,2933.0,194.0
06037143400,2745.0,150.0
06037143500,2133.0,87.0
06037143601,3098.0,206.0
06037143602,1963.0,163.0
06037143700,2132.0,124.0
06037143800,2404.0,151.0
06037143901,1640.0,35.0
06037143902,1453.0,73.0
06037181000,2135.0,112.0
06037181300,1328.0,40.0
06037181400,1561.0,159.0
06037181500,1316.0,63.0
06037181600,1546.0,161.0
06037183101,1267.0,105.0
06037183102,2094.0,228.0
06037183210,1856.0,214.0
06037183220,1140.0,196.0
06037183300,1372.0,142.0
06037183400,1210.0,102.0
06037183510,728.0,41.0
06037183520,1056.0,162.0
06037183610,978.0,94.0
06037183620,974.0,93.0
06037183700,2130.0,241.0
06037183810,1251.0,235.0
06037183820,1020.0,117.0
06037185100,2199.0,177.0
06037185201,1529.0,141.0
06037185202,1253.0,105.0
06037185310,816.0,106.0
06037185320,857.0,164.0
06037186100,1785.0,160.0
06037186200,2826.0,267.0
06037186300,1964.0,152.0
06037186401,1485.0,255.0
06037186402,1448.0,111.0
06037187100,2335.0,228.0
06037187200,802.0,104.0
06037187300,1517.0,180.0
06037188100,1720.0,171.0
06037188200,3136.0,296.0
06037188300,1376.0,74.0
06037189100,3356.0,418.0
06037189200,3271.0,409.0
06037189300,1291.0,51.0
06037189400,1673.0,149.0
06037189500,2788.0,348.0
06037189600,2054.0,175.0
06037189701,1897.0,174.0
06037189702,1034.0,64.0
06037189800,1509.0,201.0
06037189901,4492.0,675.0
06037189902,3060.0,396.0
06037190100,3261.0,565.0
06037190200,3578.0,1116.0
06037190301,2632.0,460.0
06037190400,3013.0,617.0
06037190510,1440.0,296.0
06037190520,1604.0,432.0
06037190700,1433.0,354.0
06037190800,2772.0,700.0
06037190901,1509.0,337.0
06037190902,1580.0,338.0
06037191000,1304.0,200.0
06037191110,1212.0,336.0
06037191120,1577.0,350.0
06037191201,1754.0,435.0
06037191203,1200.0,297.0
06037191204,873.0,170.0
06037191300,1959.0,395.0
06037191410,1530.0,409.0
06037191420,1151.0,198.0
06037191500,1665.0,315.0
06037191610,1521.0,228.0
06037191620,825.0,149.0
06037191710,1256.0,297.0
06037191720,1366.0,366.0
06037191810,1320.0,201.0
06037191820,1241.0,241.0
06037191900,3292.0,470.0
06037192000,2652.0,323.0
06037192300,1475.0,133.0
06037192410,1709.0,166.0
06037192420,1438.0,226.0
06037192510,1137.0,103.0
06037192520,1676.0,238.0
06037192610,1408.0,239.0
06037192620,1280.0,283.0
06037192700,1097.0,183.0
06037194100,3358.0,256.0
06037194200,2935.0,166.0
06037194300,988.0,50.0
06037194400,3392.0,432.0
06037194500,952.0,74.0
06037195100,2075.0,133.0
06037195200,3063.0,211.0
06037195300,1512.0,193.0
06037195400,2181.0,240.0
06037195500,2256.0,212.0
06037195600,1236.0,228.0
06037195710,1289.0,289.0
06037195720,974.0,134.0
06037195801,2293.0,382.0
06037195802,879.0,126.0
06037195900,3035.0,417.0
06037197110,231.0,51.0
06037197200,1510.0,150.0
06037197300,1672.0,230.0
06037197410,1103.0,115.0
06037197420,1296.0,203.0
06037197500,1629.0,164.0
06037197600,909.0,120.0
06037197700,1784.0,323.0
06037199000,948.0,179.0
06037199110,766.0,115.0
06037199120,909.0,181.0
06037199201,1134.0,237.0
06037199202,802.0,86.0
06037199300,1116.0,117.0
06037199400,1311.0,234.0
06037199700,917.0,165.0
06037199800,1488.0,322.0
06037199900,730.0,164.0
06037201110,493.0,63.0
06037201120,1358.0,197.0
06037201200,696.0,119.0
06037201301,941.0,155.0
06037201302,1806.0,149.0
06037201401,1255.0,178.0
06037201402,1369.0,132.0
06037201501,1549.0,208.0
06037201503,867.0,111.0
06037201504,623.0,74.0
06037201600,1409.0,111.0
06037201700,1372.0,178.0
06037203100,1137.0,263.0
06037203200,1211.0,150.0
06037203300,206.0,57.0
06037203500,1106.0,182.0
06037203600,1494.0,295.0
06037203710,803.0,105.0
06037203720,1078.0,176.0
06037203800,1137.0,158.0
06037203900,706.0,125.0
06037204110,788.0,146.0
06037204120,665.0,92.0
06037204200,907.0,196.0
06037204300,1278.0,296.0
06037204410,595.0,129.0
06037204420,1065.0,297.0
06037204600,1029.0,200.0
06037204700,1181.0,149.0
06037204810,1064.0,157.0
06037204820,505.0,52.0
06037204910,750.0,87.0
06037204920,611.0,38.0
06037205110,787.0,116.0
06037205120,925.0,185.0
06037206010,893.0,159.0
06037206020,9.0,0.0
06037206030,268.0,85.0
06037206040,1124.0,279.0
06037206050,801.0,131.0
06037206200,1100.0,499.0
06037206300,1557.0,1043.0
06037207100,2202.0,833.0
06037207300,2952.0,1935.0
06037207400,7.0,7.0
06037207500,3054.0,1116.0
06037207710,590.0,280.0
06037207900,960.0,320.0
06037208000,1102.0,222.0
06037208300,1939.0,388.0
06037208400,1779.0,425.0
06037208500,1916.0,355.0
06037208610,1390.0,213.0
06037208620,1671.0,221.0
06037208710,1872.0,331.0
06037208720,1195.0,335.0
06037208800,2426.0,740.0
06037208902,623.0,141.0
06037208903,1122.0,290.0
06037208904,1195.0,363.0
06037209101,1742.0,502.0
06037209102,1502.0,508.0
06037209200,507.0,195.0
06037209300,1102.0,399.0
06037209401,1204.0,376.0
06037209402,1149.0,342.0
06037209403,1107.0,381.0
06037209510,779.0,219.0
06037209520,976.0,182.0
06037209810,695.0,130.0
06037209820,792.0,241.0
06037210010,1134.0,337.0
06037211000,1560.0,77.0
06037211110,2262.0,382.0
06037211120,2082.0,453.0
06037211200,2013.0,459.0
06037211310,1310.0,215.0
06037211320,1237.0,318.0
06037211410,1193.0,277.0
06037211420,1267.0,230.0
06037211500,1753.0,218.0
06037211701,1273.0,207.0
06037211702,3503.0,775.0
06037211801,3037.0,713.0
06037211802,1999.0,421.0
06037211910,1825.0,387.0
06037211920,2464.0,652.0
06037212100,2539.0,659.0
06037212202,1170.0,245.0
06037212203,1053.0,424.0
06037212204,1189.0,274.0
06037212303,1066.0,365.0
06037212304,735.0,132.0
06037212305,1006.0,194.0
06037212306,1168.0,289.0
06037212410,1521.0,311.0
06037212420,1194.0,277.0
06037212500,2104.0,491.0
06037212610,1503.0,303.0
06037212620,1786.0,293.0
06037212700,2259.0,349.0
06037212800,1431.0,142.0
06037212900,1507.0,392.0
06037213100,900.0,120.0
06037213201,1262.0,279.0
06037213202,1234.0,238.0
06037213310,1066.0,240.0
06037213320,1036.0,333.0
06037213401,1682.0,462.0
06037213402,1638.0,339.0
06037214000,1366.0,78.0
06037214100,1745.0,125.0
06037214400,1767.0,186.0
06037214500,4568.0,413.0
06037214600,1394.0,135.0
06037214700,1251.0,73.0
06037214800,1455.0,151.0
06037214900,3658.0,488.0
06037215100,3735.0,445.0
06037216100,1173.0,93.0
06037216200,2126.0,261.0
06037216300,2337.0,175.0
06037216400,3453.0,452.0
06037216700,1544.0,185.0
06037216800,1592.0,176.0
06037216900,2471.0,272.0
06037217000,2939.0,331.0
06037217100,2488.0,373.0
06037217200,1582.0,220.0
06037218110,1169.0,225.0
06037218120,1305.0,254.0
06037218210,1154.0,245.0
06037218220,1413.0,173.0
06037218300,1993.0,389.0
06037218400,1741.0,344.0
06037218500,1059.0,212.0
06037218600,1332.0,352.0
06037218700,1371.0,267.0
06037218800,899.0,217.0
06037218900,1995.0,481.0
06037219010,787.0,143.0
06037219020,1296.0,284.0
06037219300,1327.0,334.0
06037219500,741.0,39.0
06037219700,954.0,79.0
06037219800,1415.0,248.0
06037219900,1648.0,270.0
06037220000,1891.0,372.0
06037220100,1017.0,211.0
06037221110,1066.0,264.0
06037221120,785.0,102.0
06037221210,804.0,103.0
06037221220,1055.0,271.0
06037221301,1767.0,363.0
06037221302,1304.0,347.0
06037221400,1596.0,542.0
06037221500,1677.0,515.0
06037221600,1276.0,191.0
06037221710,1400.0,344.0
06037221810,1033.0,364.0
06037221820,1170.0,491.0
06037221900,1459.0,675.0
06037222000,2107.0,325.0
06037222100,1093.0,227.0
06037222200,1171.0,241.0
06037222500,1222.0,234.0
06037222600,1601.0,387.0
06037222700,148.0,117.0
06037224010,855.0,278.0
06037224020,583.0,153.0
06037224200,867.0,229.0
06037224310,591.0,144.0
06037224320,1009.0,327.0
06037224410,1054.0,299.0
06037224420,683.0,194.0
06037224600,864.0,149.0
06037224700,1022.0,642.0
06037226000,1314.0,419.0
06037226410,833.0,120.0
06037226420,1132.0,177.0
06037226700,1328.0,240.0
06037227010,896.0,134.0
06037227020,706.0,132.0
06037228100,981.0,168.0
06037228210,739.0,126.0
06037228220,804.0,206.0
06037228310,1015.0,164.0
06037228320,690.0,144.0
06037228410,1092.0,208.0
06037228420,622.0,108.0
06037228500,982.0,185.0
06037228600,1037.0,191.0
06037228710,914.0,263.0
06037228720,879.0,242.0
06037228800,1143.0,269.0
06037228900,715.0,191.0
06037229100,836.0,141.0
06037229200,1087.0,360.0
06037229300,1171.0,272.0
06037229410,783.0,136.0
06037229420,974.0,208.0
06037231100,336.0,129.0
06037231210,1002.0,194.0
06037231220,1007.0,230.0
06037231300,1328.0,323.0
06037231400,1358.0,254.0
06037231500,1292.0,194.0
06037231600,1860.0,477.0
06037231710,1130.0,429.0
06037231720,1117.0,380.0
06037231800,1484.0,432.0
06037231900,1454.0,387.0
06037232110,739.0,235.0
06037232120,976.0,296.0
06037232200,850.0,234.0
06037232300,955.0,175.0
06037232400,1857.0,345.0
06037232500,1299.0,279.0
06037232600,1546.0,315.0
06037232700,1187.0,346.0
06037232800,1034.0,234.0
06037234000,1890.0,335.0
06037234200,1096.0,191.0
06037234300,2230.0,457.0
06037234500,1889.0,335.0
06037234600,1542.0,146.0
06037234700,1349.0,253.0
06037234800,1036.0,161.0
06037234900,2333.0,634.0
06037235100,1715.0,130.0
06037235201,920.0,173.0
06037235202,1668.0,328.0
06037236000,2071.0,156.0
06037236100,2505.0,818.0
06037236201,2598.0,801.0
06037236202,2194.0,641.0
06037236400,1998.0,203.0
06037237100,1729.0,396.0
06037237200,1680.0,322.0
06037237300,1852.0,294.0
06037237400,2180.0,304.0
06037237500,1052.0,266.0
06037237600,1504.0,367.0
06037237710,1158.0,255.0
06037237720,962.0,310.0
06037237800,1302.0,218.0
06037237900,1286.0,195.0
06037238000,1938.0,241.0
06037238100,1625.0,301.0
06037238200,2072.0,483.0
06037238310,1380.0,396.0
06037238320,1174.0,373.0
06037238400,1518.0,177.0
06037239200,1519.0,309.0
06037239310,663.0,124.0
06037239320,645.0,161.0
06037239330,614.0,107.0
06037239500,1547.0,370.0
06037239600,1245.0,292.0
06037239700,1452.0,324.0
06037239800,1929.0,522.0
06037240010,862.0,320.0
06037240020,1135.0,287.0
06037240200,1373.0,311.0
06037240300,1530.0,455.0
06037240400,1631.0,320.0
06037240500,1550.0,414.0
06037240600,1115.0,254.0
06037240700,1428.0,304.0
06037240800,945.0,245.0
06037240900,1075.0,274.0
06037241000,1560.0,377.0
06037241110,664.0,171.0
06037241120,1401.0,300.0
06037241200,1463.0,364.0
06037241300,865.0,186.0
06037241400,1033.0,225.0
06037242000,802.0,253.0
06037242100,693.0,255.0
06037242200,1276.0,335.0
06037242300,930.0,260.0
06037242600,1210.0,504.0
06037242700,1051.0,298.0
06037243000,1122.0,193.0
06037243100,1109.0,329.0
06037261101,1741.0,56.0
06037261102,1673.0,57.0
06037261200,1794.0,58.0
06037262100,1366.0,39.0
06037262200,1804.0,86.0
06037262301,892.0,19.0
06037262302,1208.0,64.0
06037262303,1191.0,40.0
06037262400,1237.0,25.0
06037262500,1446.0,40.0
06037262601,1261.0,26.0
06037262602,2699.0,84.0
06037262701,1611.0,68.0
06037262702,1337.0,27.0
06037262800,1549.0,64.0
06037264000,1306.0,64.0
06037264101,3262.0,241.0
06037264301,2918.0,166.0
06037264302,2918.0,188.0
06037265100,1133.0,95.0
06037265200,2008.0,243.0
06037265301,440.0,130.0
06037265303,1780.0,776.0
06037265304,1174.0,512.0
06037265305,1210.0,472.0
06037265410,641.0,50.0
06037265420,757.0,21.0
06037265510,2346.0,387.0
06037265520,2276.0,148.0
06037265600,2970.0,236.0
06037265700,2512.0,223.0
06037267100,2893.0,158.0
06037267200,2835.0,229.0
06037267300,2775.0,485.0
06037267401,3352.0,423.0
06037267402,2583.0,146.0
06037267501,2522.0,320.0
06037267502,1569.0,184.0
06037267600,1201.0,75.0
06037267700,720.0,74.0
06037267800,1121.0,60.0
06037267900,3083.0,245.0
06037269000,2054.0,87.0
06037269100,2243.0,160.0
06037269300,1778.0,57.0
06037269500,1446.0,57.0
06037269600,2185.0,375.0
06037269700,1645.0,165.0
06037269800,1540.0,167.0
06037269901,4066.0,408.0
06037269902,3764.0,465.0
06037270100,2506.0,302.0
06037270200,878.0,110.0
06037270300,1198.0,119.0
06037271100,1633.0,218.0
06037271200,1785.0,118.0
06037271300,1383.0,104.0
06037271400,1349.0,47.0
06037271500,1358.0,69.0
06037271600,1157.0,71.0
06037271701,2652.0,337.0
06037271702,1857.0,202.0
06037271801,2180.0,277.0
06037271802,2673.0,275.0
06037271900,2653.0,200.0
06037272100,1795.0,102.0
06037272200,2671.0,262.0
06037272301,1365.0,109.0
06037272302,1961.0,338.0
06037273100,1618.0,104.0
06037273200,1666.0,213.0
06037273300,1656.0,262.0
06037273400,2224.0,261.0
06037273500,1960.0,205.0
06037273600,1220.0,77.0
06037273700,1255.0,82.0
06037273800,1622.0,84.0
06037273900,2353.0,134.0
06037274100,1229.0,119.0
06037274200,2530.0,243.0
06037275100,1870.0,222.0
06037275200,1665.0,138.0
06037275302,2122.0,94.0
06037275311,2184.0,161.0
06037275400,958.0,67.0
06037275510,973.0,80.0
06037275520,654.0,167.0
06037275601,1424.0,109.0
06037276000,2201.0,47.0
06037276100,2255.0,202.0
06037276400,1552.0,28.0
06037276500,744.0,41.0
06037276601,1529.0,57.0
06037276602,4563.0,226.0
06037277000,2153.0,83.0
06037277100,1107.0,40.0
06037277200,1510.0,123.0
06037277400,1923.0,439.0
06037278000,976.0,68.0
06037278100,1485.0,55.0
06037291110,984.0,229.0
06037291120,592.0,145.0
06037291130,1006.0,97.0
06037291210,1378.0,114.0
06037291220,1005.0,149.0
06037291300,972.0,43.0
06037292000,1845.0,237.0
06037293201,2122.0,225.0
06037293202,1706.0,231.0
06037293301,1043.0,56.0
06037293302,1381.0,66.0
06037293304,1337.0,137.0
06037293305,1654.0,108.0
06037294110,1028.0,57.0
06037294120,561.0,42.0
06037294200,1250.0,119.0
06037294300,1929.0,190.0
06037294410,1368.0,222.0
06037294420,1088.0,133.0
06037294510,1025.0,143.0
06037294520,864.0,92.0
06037294610,1073.0,172.0
06037294620,975.0,120.0
06037294700,946.0,266.0
06037294810,965.0,136.0
06037294820,899.0,209.0
06037294830,784.0,139.0
06037294900,813.0,219.0
06037295101,2020.0,40.0
06037296100,104.0,37.0
06037296210,778.0,107.0
06037296220,1293.0,496.0
06037296300,1834.0,126.0
06037296400,2396.0,90.0
06037296500,1237.0,135.0
06037296600,1809.0,365.0
06037296900,3164.0,389.0
06037297000,2315.0,166.0
06037297110,1323.0,332.0
06037297120,1166.0,121.0
06037297200,3223.0,280.0
06037297300,1127.0,33.0
06037297400,1590.0,36.0
06037297500,1397.0,47.0
06037297600,3002.0,242.0
06037300100,2007.0,23.0
06037300200,1877.0,154.0
06037300300,2156.0,105.0
06037300400,2040.0,90.0
06037300501,1310.0,48.0
06037300502,2394.0,189.0
06037300600,2939.0,242.0
06037300701,2185.0,60.0
06037300702,2063.0,92.0
06037300800,2815.0,204.0
06037300901,2225.0,58.0
06037300902,801.0,14.0
06037301000,2027.0,158.0
06037301100,2669.0,236.0
06037301202,2660.0,214.0
06037301203,1884.0,166.0
06037301204,1894.0,166.0
06037301300,679.0,11.0
06037301400,1318.0,57.0
06037301501,466.0,0.0
06037301502,2477.0,295.0
06037301601,2326.0,278.0
06037301602,1622.0,196.0
06037301701,1152.0,137.0
06037301702,2015.0,375.0
06037301800,3125.0,377.0
06037301900,3122.0,361.0
06037302001,3065.0,574.0
06037302002,1652.0,239.0
06037302102,2646.0,194.0
06037302103,2006.0,287.0
06037302104,1528.0,198.0
06037302201,1476.0,522.0
06037302202,1915.0,319.0
06037302301,1185.0,142.0
06037302302,1899.0,275.0
06037302400,2092.0,365.0
06037302501,2919.0,429.0
06037302502,2521.0,424.0
06037310100,1947.0,58.0
06037310200,3741.0,266.0
06037310300,1057.0,12.0
06037310400,1328.0,82.0
06037310500,1095.0,115.0
06037310600,3429.0,338.0
06037310701,1117.0,327.0
06037310702,3008.0,533.0
06037310703,2040.0,286.0
06037310800,2008.0,156.0
06037310900,2526.0,155.0
06037311000,1439.0,97.0
06037311100,1362.0,48.0
06037311200,1289.0,105.0
06037311300,1512.0,120.0
06037311400,980.0,35.0
06037311500,2400.0,158.0
06037311600,3901.0,321.0
06037311700,2703.0,158.0
06037311800,2774.0,214.0
06037320000,0.0,0.0
06037320100,1533.0,60.0
06037320200,2545.0,193.0
06037320300,1730.0,199.0
06037400203,1681.0,128.0
06037400204,2115.0,34.0
06037400205,833.0,29.0
06037400206,1806.0,44.0
06037400302,1012.0,25.0
06037400303,1270.0,29.0
06037400304,2482.0,123.0
06037400401,1527.0,43.0
06037400402,1294.0,29.0
06037400500,775.0,0.0
06037400602,1375.0,92.0
06037400603,1643.0,109.0
06037400604,819.0,59.0
06037400800,995.0,74.0
06037400900,1318.0,77.0
06037401001,1038.0,4.0
06037401002,1597.0,185.0
06037401101,1942.0,211.0
06037401102,1161.0,91.0
06037401201,1065.0,36.0
06037401202,1379.0,44.0
06037401203,1715.0,38.0
06037401302,3020.0,73.0
06037401311,2508.0,145.0
06037401312,1860.0,83.0
06037401500,1789.0,162.0
06037401601,2046.0,134.0
06037401602,1872.0,107.0
06037401603,1236.0,85.0
06037401701,1710.0,196.0
06037401703,1408.0,263.0
06037401704,1531.0,134.0
06037401800,2765.0,119.0
06037401901,216.0,44.0
06037401902,2622.0,196.0
06037402000,2332.0,267.0
06037402101,1037.0,73.0
06037402102,1230.0,47.0
06037402200,2287.0,111.0
06037402301,1254.0,58.0
06037402302,2070.0,297.0
06037402401,1736.0,215.0
06037402402,2162.0,247.0
06037402403,1157.0,90.0
06037402404,0.0,0.0
06037402501,1167.0,138.0
06037402502,1450.0,159.0
06037402600,2412.0,401.0
06037402702,1615.0,293.0
06037402703,1127.0,69.0
06037402704,1814.0,81.0
06037402801,1065.0,127.0
06037402802,1647.0,179.0
06037402901,1681.0,140.0
06037402902,1289.0,101.0
06037403000,1438.0,87.0
06037403200,0.0,0.0
06037403303,766.0,17.0
06037403304,1638.0,50.0
06037403305,747.0,0.0
06037403312,1615.0,63.0
06037403316,2467.0,118.0
06037403317,1465.0,37.0
06037403318,2023.0,21.0
06037403319,1640.0,138.0
06037403320,1623.0,34.0
06037403321,1885.0,78.0
06037403322,1230.0,53.0
06037403323,1617.0,58.0
06037403324,2233.0,198.0
06037403325,1364.0,44.0
06037403401,1457.0,61.0
06037403402,978.0,22.0
06037403403,1446.0,105.0
06037403404,699.0,7.0
06037403405,466.0,14.0
06037403406,850.0,63.0
06037403407,537.0,28.0
06037403408,1823.0,108.0
06037403500,479.0,23.0
06037403600,2177.0,122.0
06037403702,1183.0,32.0
06037403703,1488.0,102.0
06037403721,1703.0,147.0
06037403722,1766.0,167.0
06037403801,1969.0,118.0
06037403802,1946.0,162.0
06037403901,880.0,26.0
06037403902,1565.0,57.0
06037404000,1299.0,81.0
06037404100,1340.0,58.0
06037404200,1980.0,271.0
06037404301,1485.0,127.0
06037404302,576.0,28.0
06037404401,992.0,102.0
06037404402,1128.0,59.0
06037404501,628.0,46.0
06037404502,1983.0,213.0
06037404600,414.0,39.0
06037404701,1192.0,107.0
06037404702,1380.0,121.0
06037404703,830.0,78.0
06037404801,1557.0,75.0
06037404802,984.0,55.0
06037404803,491.0,18.0
06037404901,1202.0,73.0
06037404902,823.0,50.0
06037404903,709.0,61.0
