,P052001 Total: Households,"P052002 Total:  Less than $10,000"
06073009202,1197.0,56.0
06073009301,1736.0,60.0
06073009303,3720.0,108.0
06073009304,2751.0,213.0
06073009400,544.0,6.0
06073009502,1506.0,20.0
06073009504,1123.0,0.0
06073009505,2748.0,18.0
06073009506,1632.0,42.0
06073009507,1433.0,30.0
06073009508,2238.0,33.0
06073009509,1609.0,134.0
06073009602,1717.0,63.0
06073009603,2598.0,156.0
06073009604,1394.0,49.0
06073009703,1363.0,24.0
06073009704,2273.0,40.0
06073009705,1402.0,27.0
06073009706,2939.0,112.0
06073009801,2053.0,128.0
06073009802,2450.0,141.0
06073009804,1827.0,39.0
06073009805,2020.0,50.0
06073009901,3.0,0.0
06073009902,0.0,0.0
06073010001,1033.0,61.0
06073010003,1467.0,68.0
06073010004,1092.0,44.0
06073010005,1871.0,328.0
06073010009,1448.0,245.0
06073010010,1648.0,116.0
06073010011,924.0,39.0
06073010012,1180.0,81.0
06073010013,1486.0,336.0
06073010014,400.0,0.0
06073010015,240.0,35.0
06073010103,1699.0,163.0
06073010104,1029.0,52.0
06073010106,1466.0,154.0
06073010107,1695.0,130.0
06073010109,1161.0,24.0
06073010110,1988.0,147.0
06073010111,789.0,89.0
06073010112,1363.0,187.0
06073010200,2709.0,180.0
06073010300,1507.0,170.0
06073010401,801.0,80.0
06073010402,1812.0,90.0
06073010501,645.0,115.0
06073010502,1765.0,211.0
06073010601,974.0,44.0
06073010602,461.0,6.0
06073010603,482.0,17.0
06073010700,499.0,26.0
06073010800,1205.0,92.0
06073010900,745.0,31.0
06073011000,1296.0,21.0
06073011100,1659.0,64.0
06073011200,400.0,19.0
06073011300,39.0,0.0
06073011400,484.0,63.0
06073011500,49.0,0.0
06073011601,1705.0,229.0
06073011602,987.0,142.0
06073011700,2213.0,403.0
06073011801,1086.0,173.0
06073011802,1819.0,250.0
06073011901,418.0,43.0
06073011902,1230.0,19.0
06073012001,754.0,87.0
06073012002,1062.0,263.0
06073012003,814.0,73.0
06073012101,708.0,106.0
06073012102,832.0,55.0
06073012200,829.0,61.0
06073012302,805.0,205.0
06073012303,1373.0,103.0
06073012304,1188.0,107.0
06073012401,1255.0,128.0
06073012402,2064.0,205.0
06073012500,3173.0,560.0
06073012600,1650.0,183.0
06073012700,1885.0,278.0
06073012800,1392.0,98.0
06073012900,1110.0,42.0
06073013000,1867.0,197.0
06073013102,2164.0,268.0
06073013103,725.0,78.0
06073013104,1913.0,191.0
06073013203,2130.0,306.0
06073013204,1119.0,115.0
06073013205,564.0,68.0
06073013206,2232.0,187.0
06073013301,1492.0,66.0
06073013302,1338.0,71.0
06073013303,1443.0,89.0
06073013306,1242.0,87.0
06073013307,1058.0,49.0
06073013308,964.0,35.0
06073013309,1885.0,57.0
06073013310,673.0,12.0
06073013311,2271.0,40.0
06073013312,809.0,22.0
06073013313,374.0,7.0
06073013401,1386.0,19.0
06073013409,1897.0,66.0
06073013410,1097.0,26.0
06073013411,1649.0,16.0
06073013412,1634.0,52.0
06073013413,2493.0,115.0
06073013414,2064.0,9.0
06073013415,551.0,0.0
06073013416,1288.0,37.0
06073013417,596.0,16.0
06073013418,1975.0,35.0
06073013419,812.0,15.0
06073013503,2045.0,161.0
06073013504,981.0,18.0
06073013505,1915.0,101.0
06073013506,799.0,56.0
06073013601,1935.0,146.0
06073013604,2128.0,133.0
06073013605,1957.0,49.0
06073013606,2366.0,107.0
06073013701,861.0,21.0
06073013702,1657.0,67.0
06073013801,1685.0,87.0
06073013802,949.0,52.0
06073013903,1269.0,55.0
06073013905,982.0,43.0
06073013906,1534.0,131.0
06073013907,1275.0,125.0
06073013908,929.0,47.0
06073013909,1212.0,51.0
06073014001,1545.0,57.0
06073014002,1182.0,21.0
06073014101,1132.0,71.0
06073014102,1112.0,79.0
06073014200,1919.0,29.0
06073014300,1253.0,126.0
06073014400,1566.0,296.0
06073014500,1389.0,111.0
06073014601,2011.0,248.0
06073014602,1608.0,29.0
06073014700,3137.0,215.0
06073014801,3342.0,330.0
06073014803,2480.0,285.0
06073014804,2076.0,243.0
06073014900,3317.0,257.0
06073015000,2190.0,121.0
06073015100,1950.0,78.0
06073015200,1453.0,46.0
06073015301,1052.0,61.0
06073015302,1430.0,80.0
06073015403,877.0,24.0
06073015404,2624.0,186.0
06073015405,1759.0,72.0
06073015406,732.0,5.0
06073015501,1708.0,92.0
06073015502,936.0,46.0
06073015601,2043.0,126.0
06073015602,779.0,25.0
06073015701,2223.0,393.0
06073015703,2326.0,419.0
06073015704,1440.0,175.0
06073015801,1324.0,221.0
06073015802,1495.0,221.0
06073015901,968.0,161.0
06073015902,1835.0,232.0
06073016000,922.0,50.0
06073016100,2264.0,94.0
06073016201,2192.0,99.0
06073016202,1459.0,95.0
06073016301,1803.0,198.0
06073016302,1758.0,232.0
06073016401,1532.0,55.0
06073016402,2466.0,248.0
06073016501,3443.0,297.0
06073016502,2269.0,177.0
06073016605,3037.0,143.0
06073016606,1036.0,15.0
06073016607,2246.0,90.0
06073016608,823.0,37.0
06073016609,1733.0,114.0
06073016610,1471.0,27.0
06073016612,1933.0,33.0
06073016613,785.0,28.0
06073016614,1327.0,32.0
06073016615,663.0,20.0
06073016616,1435.0,119.0
06073016617,1373.0,202.0
06073016701,2593.0,143.0
06073016702,2709.0,264.0
06073016802,2634.0,142.0
06073016804,2604.0,144.0
06073016806,1297.0,84.0
06073016807,2495.0,62.0
06073016809,1831.0,107.0
06073016810,897.0,28.0
06073016811,1657.0,82.0
06073016901,2319.0,46.0
06073016902,678.0,57.0
06073017006,1022.0,27.0
06073017007,2860.0,57.0
06073017009,1411.0,66.0
06073017010,967.0,0.0
06073017014,1642.0,112.0
06073017015,3006.0,120.0
06073017018,1665.0,78.0
06073017019,2988.0,64.0
06073017020,1216.0,28.0
06073017021,975.0,12.0
06073017022,1918.0,53.0
06073017026,4253.0,142.0
06073017029,1295.0,78.0
06073017030,2734.0,75.0
06073017031,1406.0,13.0
06073017032,1764.0,8.0
06073017033,1567.0,0.0
06073017034,1677.0,43.0
06073017035,1020.0,74.0
06073017036,1290.0,37.0
06073017037,2015.0,61.0
06073017038,3567.0,118.0
06073017039,2062.0,38.0
06073017040,1431.0,31.0
06073017041,2071.0,74.0
06073017042,1982.0,17.0
06073017043,1396.0,40.0
06073017044,1867.0,17.0
06073017045,857.0,0.0
06073017046,1154.0,22.0
06073017047,1388.0,19.0
06073017048,2111.0,93.0
06073017049,773.0,13.0
06073017050,1003.0,29.0
06073017104,1478.0,31.0
06073017105,3013.0,52.0
06073017106,1848.0,37.0
06073017107,920.0,25.0
06073017108,1728.0,28.0
06073017200,2182.0,140.0
06073017303,1244.0,13.0
06073017304,2622.0,202.0
06073017305,1279.0,28.0
06073017306,1170.0,34.0
06073017401,2626.0,71.0
06073017403,1959.0,103.0
06073017404,2376.0,79.0
06073017501,1357.0,67.0
06073017502,1123.0,55.0
06073017601,1280.0,20.0
06073017603,915.0,26.0
06073017604,2431.0,156.0
06073017701,2268.0,110.0
06073017702,1469.0,71.0
06073017801,2553.0,101.0
06073017805,1305.0,86.0
06073017806,321.0,11.0
06073017808,2108.0,54.0
06073017809,792.0,17.0
06073017810,1939.0,53.0
06073017811,2477.0,49.0
06073017812,1178.0,42.0
06073017900,2778.0,243.0
06073018000,1713.0,145.0
06073018100,2707.0,253.0
06073018200,2572.0,385.0
06073018300,1546.0,183.0
06073018400,1310.0,233.0
06073018504,2467.0,129.0
06073018507,2489.0,138.0
06073018509,1705.0,116.0
06073018510,873.0,18.0
06073018511,1856.0,88.0
06073018512,1981.0,198.0
06073018513,2867.0,166.0
06073018514,2359.0,51.0
06073018515,1759.0,96.0
06073018516,1287.0,15.0
06073018517,1791.0,130.0
06073018518,856.0,6.0
06073018519,1344.0,94.0
06073018601,1141.0,49.0
06073018603,1777.0,222.0
06073018607,3399.0,255.0
06073018608,866.0,35.0
06073018609,1837.0,130.0
06073018610,1841.0,73.0
06073018611,1376.0,76.0
06073018612,1055.0,52.0
06073018700,5850.0,164.0
06073018801,1107.0,85.0
06073018802,2934.0,207.0
06073018803,1551.0,67.0
06073018903,1615.0,153.0
06073018904,1814.0,149.0
06073018905,1869.0,108.0
06073018906,1782.0,92.0
06073019001,1958.0,51.0
06073019002,484.0,26.0
06073019101,2099.0,123.0
06073019103,1860.0,87.0
06073019105,2147.0,98.0
06073019106,1909.0,116.0
06073019107,762.0,27.0
06073019203,993.0,52.0
06073019205,1957.0,157.0
06073019206,1323.0,122.0
06073019207,2516.0,111.0
06073019208,968.0,51.0
06073019301,2079.0,39.0
06073019302,3051.0,196.0
06073019303,2092.0,83.0
06073019403,1493.0,49.0
06073019404,832.0,22.0
06073019405,1188.0,40.0
06073019406,1487.0,84.0
06073019501,771.0,77.0
06073019502,1341.0,113.0
06073019503,1511.0,93.0
06073019601,2182.0,156.0
06073019602,1564.0,70.0
06073019701,2087.0,158.0
06073019702,1645.0,80.0
06073019803,1504.0,112.0
06073019804,1660.0,25.0
06073019805,1465.0,111.0
06073019806,2776.0,93.0
06073019807,4139.0,156.0
06073019902,1400.0,72.0
06073019903,1188.0,38.0
06073019904,1975.0,65.0
06073019905,2182.0,53.0
06073020009,2584.0,226.0
06073020010,3531.0,129.0
06073020013,1892.0,29.0
06073020014,2568.0,118.0
06073020015,1657.0,64.0
06073020016,2592.0,57.0
06073020017,1131.0,133.0
06073020018,1826.0,160.0
06073020019,2420.0,120.0
06073020020,1125.0,22.0
06073020021,1177.0,62.0
06073020022,1770.0,79.0
06073020023,1225.0,72.0
06073020024,1290.0,64.0
06073020025,1601.0,54.0
06073020103,2483.0,73.0
06073020105,1445.0,24.0
06073020106,1098.0,24.0
06073020107,1148.0,46.0
06073020108,1557.0,136.0
06073020109,1331.0,45.0
06073020202,1722.0,212.0
06073020206,1264.0,52.0
06073020207,1361.0,98.0
06073020208,691.0,36.0
06073020209,1784.0,237.0
06073020210,1560.0,172.0
06073020211,2190.0,152.0
06073020212,2541.0,421.0
06073020302,3614.0,366.0
06073020304,2320.0,46.0
06073020305,1983.0,99.0
06073020306,1609.0,129.0
06073020307,2685.0,184.0
06073020401,882.0,6.0
06073020403,1179.0,21.0
06073020404,1757.0,122.0
06073020405,1120.0,25.0
06073020500,1450.0,91.0
06073020601,1380.0,157.0
06073020602,1802.0,153.0
06073020705,1400.0,14.0
06073020706,1831.0,28.0
06073020707,1409.0,64.0
06073020708,1093.0,36.0
06073020709,1856.0,41.0
06073020710,664.0,10.0
06073020801,1537.0,68.0
06073020805,1072.0,47.0
06073020806,1866.0,132.0
06073020807,833.0,45.0
06073020808,3167.0,89.0
06073020809,2038.0,98.0
06073020902,825.0,13.0
06073020903,1189.0,128.0
06073020904,1281.0,69.0
06073021000,1440.0,112.0
06073021100,2245.0,351.0
06073021202,981.0,69.0
06073021203,3439.0,235.0
06073021204,1703.0,42.0
06073021302,1469.0,95.0
06073021303,1616.0,64.0
06073021304,791.0,10.0
06075010100,1766.0,238.0
06075010200,2757.0,119.0
06075010300,2099.0,167.0
06075010400,2638.0,180.0
06075010500,1596.0,95.0
06075010600,1976.0,331.0
06075010700,2835.0,916.0
06075010800,2473.0,187.0
06075010900,2748.0,250.0
06075011000,2444.0,217.0
06075011100,2936.0,328.0
06075011200,2094.0,171.0
06075011300,1519.0,412.0
06075011400,1556.0,571.0
06075011500,491.0,234.0
06075011700,983.0,310.0
06075011800,737.0,204.0
06075011900,3441.0,309.0
06075012000,2604.0,489.0
06075012100,2308.0,384.0
06075012200,3867.0,696.0
06075012300,3755.0,1019.0
06075012400,4322.0,1217.0
06075012500,4243.0,1817.0
06075012600,3233.0,151.0
06075012700,2193.0,95.0
06075012800,2475.0,114.0
06075012900,3657.0,163.0
06075013000,2515.0,104.0
06075013100,4058.0,243.0
06075013200,2443.0,74.0
06075013300,1970.0,174.0
06075013400,2113.0,146.0
06075013500,1689.0,138.0
06075015100,1607.0,163.0
06075015200,2389.0,331.0
06075015300,1024.0,57.0
06075015400,2900.0,171.0
06075015500,2108.0,318.0
06075015600,1307.0,125.0
06075015700,2445.0,242.0
06075015800,3212.0,407.0
06075015900,2175.0,267.0
06075016000,1434.0,190.0
06075016100,2689.0,713.0
06075016200,1451.0,104.0
06075016300,2026.0,172.0
06075016400,1814.0,127.0
06075016500,2376.0,222.0
06075016600,2471.0,112.0
06075016700,2360.0,62.0
06075016800,3194.0,271.0
06075016900,1664.0,122.0
06075017000,2220.0,134.0
06075017100,3533.0,130.0
06075017601,2441.0,726.0
06075017602,244.0,32.0
06075017700,700.0,57.0
06075017800,3121.0,1217.0
06075017901,3247.0,332.0
06075017902,468.0,21.0
06075018000,467.0,35.0
06075020100,2295.0,483.0
06075020200,3012.0,464.0
06075020300,1707.0,92.0
06075020400,4093.0,101.0
06075020500,1451.0,80.0
06075020600,2669.0,189.0
06075020700,2784.0,159.0
06075020800,2351.0,323.0
06075020900,1773.0,194.0
06075021000,2200.0,138.0
06075021100,2047.0,132.0
06075021200,1496.0,66.0
06075021300,1210.0,52.0
06075021400,1685.0,133.0
06075021500,2517.0,87.0
06075021600,2101.0,58.0
06075021700,1841.0,86.0
06075021800,1817.0,85.0
06075022600,524.0,9.0
06075022701,1555.0,50.0
06075022702,895.0,13.0
06075022703,2209.0,315.0
06075022801,1323.0,91.0
06075022802,599.0,49.0
06075022803,1473.0,62.0
06075022901,1281.0,37.0
06075022902,751.0,36.0
06075022903,1138.0,112.0
06075023001,1338.0,188.0
06075023002,713.0,161.0
06075023003,1075.0,50.0
06075023101,358.0,47.0
06075023102,1181.0,271.0
06075023103,1364.0,486.0
06075023200,1227.0,181.0
06075023300,568.0,45.0
06075023400,915.0,134.0
06075025100,1285.0,60.0
06075025200,2088.0,91.0
06075025300,1769.0,136.0
06075025401,1313.0,149.0
06075025402,1160.0,69.0
06075025403,1309.0,63.0
06075025500,2256.0,110.0
06075025600,1533.0,92.0
06075025700,2499.0,193.0
06075025800,580.0,54.0
06075025900,1271.0,73.0
06075026001,1427.0,92.0
06075026002,940.0,83.0
06075026003,1274.0,63.0
06075026004,1072.0,44.0
06075026100,1637.0,84.0
06075026200,1794.0,75.0
06075026301,1113.0,49.0
06075026302,1284.0,30.0
06075026303,1188.0,37.0
06075026401,895.0,68.0
06075026402,1054.0,33.0
06075026403,967.0,43.0
06075026404,549.0,37.0
06075030101,2040.0,111.0
06075030102,2332.0,135.0
06075030201,1869.0,82.0
06075030202,2122.0,177.0
06075030301,2438.0,135.0
06075030302,1259.0,59.0
06075030400,1921.0,100.0
06075030500,1035.0,80.0
06075030600,854.0,0.0
06075030700,2706.0,153.0
06075030800,2107.0,46.0
06075030900,2370.0,97.0
06075031000,1278.0,59.0
06075031100,2430.0,153.0
06075031200,2315.0,56.0
06075031300,2586.0,192.0
06075031400,1663.0,106.0
06075032600,3290.0,165.0
06075032700,2375.0,229.0
06075032800,2809.0,168.0
06075032900,2940.0,155.0
06075033000,2561.0,82.0
06075033100,1448.0,74.0
06075033201,847.0,182.0
06075033202,3245.0,290.0
06075035100,2652.0,130.0
06075035201,1896.0,150.0
06075035202,1768.0,115.0
06075035300,2388.0,135.0
06075035400,2335.0,123.0
06075040100,1903.0,156.0
06075040200,2405.0,135.0
06075042600,3198.0,208.0
06075042700,2375.0,184.0
06075042800,971.0,38.0
06075045100,2112.0,121.0
06075045200,2783.0,204.0
06075047600,2197.0,102.0
06075047701,1866.0,163.0
06075047702,1576.0,128.0
06075047800,3156.0,173.0
06075047901,2608.0,153.0
06075047902,1434.0,36.0
06075060100,828.0,37.0
06075060200,65.0,0.0
06075060300,37.0,9.0
06075060400,846.0,37.0
06075060501,83.0,0.0
06075060502,938.0,310.0
06075060600,169.0,17.0
06075060700,272.0,15.0
06075060900,43.0,3.0
06075061000,692.0,83.0
06077000100,1669.0,775.0
06077000300,1156.0,382.0
06077000401,1217.0,167.0
06077000402,1999.0,733.0
06077000500,871.0,180.0
06077000600,571.0,111.0
06077000700,1383.0,277.0
06077000800,436.0,76.0
06077000900,1952.0,313.0
06077001000,2046.0,197.0
06077001101,1771.0,168.0
06077001102,2038.0,202.0
06077001200,1871.0,157.0
06077001300,1978.0,178.0
06077001400,1880.0,389.0
06077001500,1950.0,218.0
06077001600,645.0,139.0
06077001700,1119.0,228.0
06077001800,1093.0,135.0
06077001900,1411.0,256.0
06077002000,1130.0,217.0
06077002100,1241.0,208.0
06077002200,1941.0,446.0
06077002300,1380.0,271.0
06077002400,1807.0,209.0
06077002501,948.0,44.0
06077002502,1743.0,249.0
06077002701,1709.0,230.0
06077002702,1057.0,108.0
06077002800,827.0,94.0
06077003106,1796.0,122.0
06077003108,1888.0,220.0
06077003109,2190.0,155.0
06077003110,1571.0,338.0
06077003111,1757.0,217.0
06077003112,1326.0,73.0
06077003113,2075.0,436.0
06077003114,2389.0,71.0
06077003203,1428.0,91.0
06077003205,1313.0,48.0
06077003208,1656.0,119.0
06077003209,1263.0,46.0
06077003210,1033.0,51.0
06077003211,1891.0,213.0
06077003213,1293.0,92.0
06077003214,1044.0,27.0
06077003215,1630.0,126.0
06077003305,1500.0,94.0
06077003306,1423.0,122.0
06077003307,1826.0,282.0
06077003308,693.0,101.0
06077003309,2020.0,352.0
06077003310,1495.0,209.0
06077003311,1098.0,75.0
06077003403,1191.0,50.0
06077003404,1770.0,218.0
06077003405,1090.0,141.0
06077003406,1197.0,193.0
06077003407,831.0,96.0
06077003408,2597.0,150.0
06077003500,2401.0,218.0
06077003601,1315.0,137.0
06077003602,928.0,76.0
06077003700,1031.0,107.0
06077003801,1312.0,18.0
06077003802,867.0,31.0
06077003803,1001.0,170.0
06077003900,423.0,36.0
06077004001,1038.0,137.0
06077004002,618.0,20.0
06077004102,1245.0,105.0
06077004103,2295.0,130.0
06077004104,1004.0,9.0
06077004201,2484.0,190.0
06077004202,640.0,33.0
06077004203,1443.0,115.0
06077004204,1320.0,144.0
06077004302,2230.0,190.0
06077004303,1550.0,98.0
06077004305,1478.0,110.0
06077004306,2731.0,331.0
06077004401,2137.0,277.0
06077004402,1311.0,83.0
06077004500,2162.0,377.0
06077004600,1950.0,162.0
06077004701,947.0,102.0
06077004702,2514.0,171.0
06077004800,1335.0,74.0
06077004901,2167.0,119.0
06077004902,1761.0,146.0
06077005001,1885.0,124.0
06077005003,959.0,65.0
06077005004,1332.0,41.0
06077005106,936.0,48.0
06077005108,1362.0,133.0
06077005109,1445.0,173.0
06077005110,2121.0,66.0
06077005111,254.0,13.0
06077005112,945.0,3.0
06077005113,1557.0,121.0
06077005114,662.0,32.0
06077005115,2375.0,139.0
06077005118,2009.0,59.0
06077005119,465.0,36.0
06077005122,927.0,71.0
06077005123,1106.0,86.0
06077005124,1197.0,65.0
06077005125,610.0,0.0
06077005126,1378.0,134.0
06077005127,765.0,9.0
06077005128,1914.0,59.0
06077005202,940.0,70.0
06077005203,2439.0,68.0
06077005205,4372.0,77.0
06077005302,2150.0,128.0
06077005303,1589.0,130.0
06077005305,1960.0,116.0
06077005306,2301.0,98.0
06077005403,1789.0,53.0
06077005404,1955.0,249.0
06077005500,1162.0,97.0
06079010000,2657.0,187.0
06079010100,3262.0,547.0
06079010201,1397.0,98.0
06079010202,1444.0,92.0
06079010203,2965.0,152.0
06079010300,2683.0,172.0
06079010400,2819.0,178.0
06079010500,3839.0,445.0
06079010600,2673.0,391.0
06079010701,1929.0,78.0
06079010702,2606.0,129.0
06079010703,1373.0,89.0
06079010800,938.0,43.0
06079010901,1212.0,704.0
06079010902,1554.0,406.0
06079011000,3420.0,369.0
06079011101,1917.0,393.0
06079011102,2371.0,271.0
06079011103,1138.0,149.0
06079011200,2944.0,387.0
06079011300,2580.0,229.0
06079011400,10.0,0.0
06079011501,704.0,80.0
06079011502,1405.0,50.0
06079011600,1613.0,89.0
06079011700,4210.0,314.0
06079011800,2556.0,121.0
06079011901,1249.0,115.0
06079011902,2994.0,314.0
06079012000,2766.0,187.0
06079012100,2257.0,150.0
06079012200,2394.0,231.0
06079012301,2395.0,107.0
06079012302,1661.0,55.0
06079012401,1595.0,79.0
06079012402,2431.0,86.0
06079012501,1541.0,77.0
06079012502,1926.0,145.0
06079012503,1826.0,178.0
06079012600,2730.0,179.0
06079012702,2283.0,106.0
06079012703,1555.0,107.0
06079012704,2817.0,98.0
06079012800,93.0,5.0
06081600100,1688.0,94.0
06081600200,972.0,54.0
06081600300,1171.0,14.0
06081600400,2198.0,91.0
06081600500,2076.0,76.0
06081600600,1404.0,55.0
06081600700,1946.0,120.0
06081600800,2871.0,408.0
06081600900,1458.0,67.0
06081601000,2069.0,41.0
06081601100,1910.0,77.0
06081601200,2040.0,117.0
06081601300,2202.0,201.0
06081601400,1885.0,78.0
06081601501,1305.0,14.0
06081601502,1729.0,121.0
06081601601,822.0,51.0
06081601603,1859.0,47.0
06081601604,1279.0,41.0
06081601605,1674.0,33.0
06081601700,1301.0,21.0
06081601800,1897.0,59.0
06081601900,3272.0,238.0
06081602000,2412.0,42.0
06081602100,976.0,38.0
06081602200,2476.0,130.0
06081602300,943.0,18.0
06081602400,2622.0,166.0
06081602500,1462.0,56.0
06081602600,2337.0,89.0
06081602700,1787.0,49.0
06081602800,1478.0,44.0
06081602900,1681.0,29.0
06081603000,1916.0,72.0
06081603100,1147.0,22.0
06081603200,1448.0,26.0
06081603300,2400.0,57.0
06081603400,2138.0,105.0
06081603500,29.0,0.0
06081603600,1823.0,72.0
06081603700,1755.0,57.0
06081603800,3117.0,182.0
06081603900,2072.0,74.0
06081604000,1148.0,29.0
06081604101,2572.0,170.0
06081604102,958.0,28.0
06081604200,1092.0,32.0
06081604300,0.0,0.0
06081604400,1450.0,93.0
06081604500,1342.0,114.0
06081604600,909.0,31.0
06081604700,980.0,46.0
06081604800,1958.0,116.0
06081604900,1308.0,46.0
06081605000,2853.0,103.0
06081605100,1386.0,73.0
06081605200,1310.0,17.0
06081605300,1960.0,52.0
06081605400,2559.0,155.0
06081605500,2772.0,140.0
06081605600,1911.0,32.0
06081605700,1831.0,39.0
06081605800,1075.0,19.0
06081605900,2527.0,78.0
06081606000,2281.0,115.0
06081606100,1367.0,39.0
06081606200,2021.0,123.0
06081606300,1840.0,126.0
06081606400,2552.0,162.0
06081606500,1325.0,23.0
06081606600,1340.0,90.0
06081606700,961.0,22.0
06081606800,1248.0,24.0
06081606900,897.0,18.0
06081607000,1460.0,92.0
06081607100,1151.0,28.0
06081607200,1674.0,102.0
06081607300,1344.0,30.0
06081607400,1849.0,102.0
06081607500,851.0,75.0
06081607600,1339.0,30.0
06081607701,1125.0,32.0
06081607702,803.0,15.0
06081607800,1025.0,13.0
06081607900,1712.0,113.0
06081608001,1135.0,23.0
06081608002,1488.0,40.0
06081608004,2895.0,65.0
06081608013,1472.0,12.0
06081608023,873.0,24.0
06081608100,1216.0,37.0
06081608200,1175.0,29.0
06081608300,1357.0,48.0
06081608400,2169.0,78.0
06081608501,1863.0,85.0
06081608502,1124.0,16.0
06081608600,1805.0,88.0
06081608700,2590.0,41.0
06081608800,2121.0,59.0
06081608900,3010.0,114.0
06081609000,982.0,41.0
06081609100,633.0,48.0
06081609200,3374.0,149.0
06081609300,1259.0,8.0
06081609400,1115.0,21.0
06081609500,1756.0,50.0
06081609601,1160.0,35.0
06081609602,606.0,16.0
06081609603,2093.0,39.0
06081609700,1599.0,8.0
06081609800,1717.0,21.0
06081609900,1008.0,13.0
06081610000,2069.0,69.0
06081610100,979.0,43.0
06081610201,1761.0,159.0
06081610202,543.0,22.0
06081610203,953.0,42.0
06081610302,958.0,46.0
06081610303,2762.0,105.0
06081610304,1921.0,36.0
06081610400,1554.0,39.0
06081610500,1324.0,90.0
06081610601,1547.0,87.0
06081610602,1143.0,54.0
06081610700,1999.0,144.0
06081610800,1582.0,86.0
06081610900,2423.0,123.0
06081611000,2268.0,140.0
06081611100,2268.0,47.0
06081611200,1081.0,26.0
06081611300,1977.0,64.0
06081611400,1419.0,14.0
06081611500,951.0,10.0
06081611600,842.0,11.0
06081611700,1365.0,167.0
06081611800,909.0,103.0
06081611900,1953.0,200.0
06081612000,1560.0,87.0
06081612100,2933.0,224.0
06081612200,1730.0,47.0
06081612400,456.0,0.0
06081612500,2104.0,69.0
06081612600,2178.0,115.0
06081612700,793.0,27.0
06081612800,1147.0,36.0
06081612900,1797.0,37.0
06081613000,1503.0,38.0
06081613200,2530.0,16.0
06081613300,956.0,49.0
06081613400,1255.0,11.0
06081613501,1340.0,37.0
06081613502,2010.0,42.0
06081613600,1983.0,40.0
06081613700,3023.0,143.0
06081613800,1662.0,55.0
06083000101,2160.0,113.0
06083000102,2237.0,134.0
06083000103,1192.0,49.0
06083000200,2144.0,142.0
06083000300,3244.0,382.0
06083000400,2344.0,155.0
06083000501,1433.0,78.0
06083000502,2394.0,85.0
06083000600,2298.0,153.0
06083000700,2288.0,101.0
06083000801,1192.0,102.0
06083000802,2069.0,157.0
06083000900,1378.0,183.0
06083001000,2687.0,500.0
06083001101,1518.0,120.0
06083001102,1354.0,118.0
06083001202,1703.0,74.0
06083001203,1237.0,109.0
06083001204,1613.0,194.0
06083001301,1571.0,89.0
06083001302,2956.0,209.0
06083001400,1722.0,80.0
06083001500,1354.0,40.0
06083001601,1801.0,81.0
06083001602,2120.0,188.0
06083001701,2014.0,90.0
06083001702,1081.0,62.0
06083001800,464.0,50.0
06083001901,2268.0,115.0
06083001903,2332.0,127.0
06083001905,1296.0,61.0
06083001906,2343.0,89.0
06083002005,1752.0,121.0
06083002006,807.0,30.0
06083002007,2289.0,112.0
06083002008,2253.0,120.0
06083002009,1192.0,68.0
06083002010,1533.0,32.0
06083002011,1475.0,67.0
06083002012,1114.0,80.0
06083002013,1064.0,63.0
06083002101,1149.0,86.0
06083002102,720.0,65.0
06083002103,1458.0,175.0
06083002205,1207.0,103.0
06083002206,1538.0,223.0
06083002209,806.0,37.0
06083002210,1155.0,32.0
06083002211,1709.0,94.0
06083002303,1346.0,51.0
06083002304,1402.0,186.0
06083002305,1459.0,109.0
06083002306,1620.0,106.0
06083002402,1781.0,169.0
06083002403,1357.0,143.0
06083002404,1704.0,198.0
06083002500,1544.0,195.0
06083002603,1704.0,53.0
06083002604,97.0,0.0
06083002702,2294.0,337.0
06083002703,1291.0,137.0
06083002705,1414.0,178.0
06083002706,1894.0,217.0
06083002707,978.0,79.0
06083002708,1115.0,95.0
06083002802,2558.0,87.0
06083002805,338.0,30.0
06083002806,668.0,28.0
06083002807,793.0,49.0
06083002808,2315.0,72.0
06083002809,1416.0,14.0
06083002902,1270.0,428.0
06083002903,689.0,117.0
06083002904,3246.0,237.0
06083002906,1439.0,24.0
06083002907,1350.0,40.0
06083002909,1713.0,34.0
06083002910,842.0,17.0
06083002911,1428.0,575.0
06083002912,1578.0,488.0
06083002913,1195.0,27.0
06083002914,1357.0,37.0
06083003001,2097.0,165.0
06083003002,1416.0,40.0
06083003004,1504.0,46.0
06083003005,1529.0,23.0
06085500100,1520.0,113.0
06085500200,1547.0,133.0
06085500300,685.0,63.0
06085500400,1038.0,58.0
06085500500,1918.0,78.0
06085500600,1743.0,110.0
06085500800,822.0,217.0
06085500901,1374.0,269.0
06085500902,678.0,116.0
06085501000,2085.0,450.0
06085501100,2520.0,228.0
06085501200,1356.0,137.0
06085501300,1244.0,73.0
06085501400,1787.0,163.0
06085501501,1056.0,71.0
06085501502,986.0,60.0
06085501600,2358.0,345.0
06085501700,1279.0,141.0
06085501800,1670.0,114.0
06085501900,1397.0,206.0
06085502001,2042.0,153.0
06085502002,1603.0,146.0
06085502101,1944.0,105.0
06085502102,2492.0,136.0
06085502201,2533.0,224.0
06085502202,1433.0,66.0
06085502300,2600.0,84.0
06085502400,2702.0,124.0
06085502500,2452.0,119.0
06085502601,1182.0,93.0
